0,2876.87
1,2806.07
2,2911.13
3,3007.55
4,3024.23
5,2996.86
6,3029.17
7,3031.63
8,2960.36
9,2921.19
10,2985.58
11,2827.59
12,2922.03
13,2989.46
14,3036.8
15,2947.9
16,2967.9
17,2887.66
18,2934.94
19,2887.86
20,2973.92
21,2787.07
22,2849.21
23,2738.12
24,851.574
25,769.702
26,792.837
27,804.857
28,789.871
29,853.385
30,830
31,819.771
32,841.645
33,863.524
34,804.191
35,804.931
36,814.945
37,859.43
38,820.152
39,857.183
40,813.691
41,814.474
42,849.459
43,802.469
44,810.99
45,852.613
46,829.339
47,791.324
48,773.81
49,750.818
50,788.489
51,820.601
52,761.513
53,861.323
54,763.266
55,775.929
56,824.399
57,799.666
58,814.946
59,818.752
60,760.86
61,763.38
62,809.214
63,757.667
64,841.303
65,762.607
66,801.226
67,815.565
68,804.2
69,795.632
70,795.806
71,807.181
72,826.71
73,791.137
74,778.661
75,795.05
76,777.597
77,787.433
78,786.856
79,798.815
80,847.596
81,773.324
82,811.285
83,801.792
84,784.304
85,762.728
86,771.779
87,771.967
88,821.9
89,786.197
91,787.019
92,781.568
93,840.453
94,765.194
95,804.917
96,844.646
97,812.344
98,820.88
99,788.103
100,810.847
101,818.529
102,778.86
103,804.31
104,789.592
105,772.175
106,797.611
107,787.918
108,761.616
109,787.286
110,773.775
111,802.512
112,800.043
113,790.632
114,793.288
115,798.176
116,796.507
117,808.574
118,795.666
119,788.088
120,817.301
121,805.863
122,795.043
123,804.205
124,772.6
125,785.118
126,777.45
127,775.92
128,803.135
129,782
130,779.003
131,784.705
132,775.065
133,804.65
134,774.912
135,780.517
136,801.414
137,770.125
138,797.294
139,793.281
140,766.954
141,791.224
142,763.142
143,787.577
144,803.127
145,781.136
146,776.945
147,790.692
148,771.517
149,792.552
150,786.009
151,760.451
152,787.726
153,773.245
154,786.504
155,802.154
156,792.063
157,792.06
158,782.477
159,776.485
160,804.402
161,782.69
162,796.937
163,806.033
164,787.972
165,792.371
166,780.762
167,787.1
168,786.388
169,772.895
170,776.879
171,793.144
172,785.324
173,785.711
174,770.256
175,788.88
176,781.865
177,804.518
178,801.078
179,800.453
180,798.781
181,804.806
182,790.454
183,804.11
184,806.216
185,797.141
186,789.646
187,787.377
188,807.241
189,792.095
190,774.369
191,773.082
192,771.337
193,770.61
195,784.778
196,815.444
197,813.231
198,765.037
199,815.87
200,782.781
201,796.209
202,804.226
203,824.267
204,800.487
205,819.581
206,768.619
207,786.078
208,777.981
209,765.087
210,786.312
211,773.694
212,775.218
213,759.404
214,762.362
215,788.101
216,779.612
217,755.709
218,776.683
219,806.569
220,779.247
221,778.013
222,769.052
223,771.475
224,775.902
225,787.816
226,764.07
227,854.679
228,808.633
229,796.672
230,765.793
231,781.403
232,765.322
233,773.35
234,796.983
235,811.922
236,806.739
237,750.149
238,787.284
239,757.207
240,804.138
241,820.946
242,795.46
243,808.555
244,760.969
245,835.576
246,762.716
247,794.295
248,815.207
249,769.887
250,762.579
251,774.472
252,768.42
253,791.295
254,846.475
255,793.192
256,807.715
257,838.489
258,854.439
259,802.144
260,846.257
261,814.752
262,838.136
263,780.147
264,799.167
265,841.416
266,765.24
267,782.602
268,792.101
269,793.9
270,860.429
271,781.82
272,795.819
273,782.374
274,798.112
275,832.993
276,2836.36
277,2942.47
278,2807.45
279,2904.89
280,2914.53
281,2877
282,2902.53
283,2936.31
284,2998.41
285,2932.26
286,2933.37
287,2957.29
288,2933.26
289,2943.54
290,2892.34
291,2868.53
292,2963.1
293,3012.42
294,2999.06
295,2938.72
296,2929.56
297,2923.96
298,2796.8
299,2778.82
300,2716.78
301,2925.49
302,2896.25
303,2967
304,2947.2
305,2905.56
306,2921.44
307,3023.01
308,2927.2
309,2946.95
310,2947.01
311,2923.31
312,2831.52
313,2927.98
314,2946.84
315,2925.25
316,2942.7
317,2912.4
318,2928.25
319,2927.15
320,2961.64
321,2811.53
322,2824.07
323,2673.38
324,2835.42
325,785.443
326,869.99
327,809.608
328,795.985
329,788.969
330,838.254
331,834.69
332,793.143
333,828.073
334,798.994
335,765.688
336,817.917
337,859.094
338,751.478
339,830.562
340,757.739
341,833.29
342,852.38
343,833.823
344,766.493
345,819.922
346,797.085
347,808.111
348,786.391
349,834.354
350,764.463
351,761.976
352,781.243
353,813.797
354,793.473
355,822.288
356,795.803
357,779.111
358,788.654
359,848.086
360,797.141
361,799.727
362,786.175
363,810.943
364,818.568
365,789.514
366,808.505
367,763.171
368,781.189
369,781.966
370,807.296
371,762.373
372,815.319
373,769.904
374,779.68
375,812.773
376,784.251
377,823.893
378,798.479
379,793.592
380,812.521
381,789.009
382,806.176
383,791.095
384,802.663
385,796.545
386,805.675
387,825.873
388,806.448
389,806.17
390,815.599
391,794.745
392,796.571
393,832.07
394,786.071
395,806.674
396,815.823
397,804.374
398,802.948
399,789.792
400,798.871
401,808.75
402,791.525
403,808.146
404,802.752
405,767.323
406,770.094
407,778.663
408,801.924
409,864.995
410,779.482
411,796.014
412,790.511
413,766.446
414,783.164
415,767.366
416,787.454
417,797.407
418,797.277
419,793.007
420,801.209
421,780.095
422,779.296
423,781.509
424,786.831
425,812.133
426,781.743
427,797.591
428,800.888
429,784.278
430,802.94
431,803.315
432,781.081
433,800.164
434,774.022
435,783.996
436,809.814
437,782.438
438,791.699
439,758.644
440,841.366
441,785.826
442,775.606
443,784.681
444,804.853
445,783.42
446,797.384
447,778.77
448,793.407
449,813.013
450,785.5
451,795.948
452,829.864
453,843.17
454,791.127
455,765.748
456,779.98
457,793.843
458,778.501
459,777.228
460,786.405
461,784.628
462,795.015
463,797.087
464,784.143
465,802.68
466,750.694
467,781.985
468,795.103
469,767.561
470,786.071
471,754.033
472,761.374
473,779.794
