0,-1.75919,0.17441
1,-2.37346,0.179025
2,-1.43618,0.172251
3,-2.52473,0.167086
4,-1.80297,0.165926
5,-2.03233,0.167515
6,-1.57293,0.165581
7,-2.07216,0.165606
8,-1.80478,0.169508
9,-1.93042,0.171825
10,-2.04021,0.168152
11,-1.52495,0.177364
12,-2.11319,0.171832
13,-1.68774,0.167815
14,-2.22348,0.165376
15,-1.62897,0.170164
16,-2.34349,0.169258
17,-1.98177,0.173836
18,-2.1507,0.171096
19,-2.11524,0.173873
20,-1.98514,0.168796
21,-2.86485,0.180429
22,-2.56383,0.176392
23,-2.68879,0.183595
24,-5.61618,0.590812
25,-8.70835,0.663574
26,-9.18787,0.64413
27,-7.60346,0.633259
28,-8.09405,0.643937
29,-4.15344,0.583497
30,-4.12714,0.603344
31,-9.17689,0.622674
32,-1.61078,0.586811
33,-6.89286,0.584369
34,-8.7954,0.634483
35,-5.94162,0.627381
36,-8.46267,0.625228
37,-7.16395,0.592771
38,-7.74056,0.617473
39,-7.10649,0.590591
40,-8.75063,0.628457
41,-7.64768,0.621727
42,-6.13839,0.594545
43,-8.3601,0.634246
44,-7.75878,0.625844
45,-3.32484,0.585656
46,-5.26938,0.606213
47,-7.69976,0.642398
48,-7.88713,0.659282
49,-10.1358,0.683156
50,-7.55601,0.642958
51,-4.63307,0.610666
52,-7.21391,0.666539
53,-1.51838,0.571076
54,-9.59458,0.670592
55,-7.85388,0.653636
56,-4.006,0.604988
57,-3.54578,0.62264
58,-1.58667,0.605015
59,-4.02279,0.610426
60,-6.13883,0.662201
61,-8.58756,0.668507
62,6.5149,0.577356
63,-7.11397,0.66614
64,-7.05706,0.602238
65,-6.28834,0.664706
66,-6.13384,0.632909
67,-2.87184,0.613306
68,-4.75857,0.626402
69,-6.4746,0.637784
70,-6.49647,0.63876
71,-6.05651,0.623914
72,-4.50532,0.60858
73,-7.68007,0.645153
74,-7.59832,0.65061
75,-5.11614,0.634782
76,-6.61426,0.649366
77,-7.27173,0.642571
78,-6.37933,0.643487
79,-5.91148,0.632329
80,-2.58685,0.589556
81,-8.1391,0.656319
82,-5.44995,0.621984
83,-6.30799,0.630613
84,-5.9512,0.643209
85,-5.10356,0.660113
86,-7.49732,0.65681
87,-7.15367,0.655675
88,-3.21546,0.606664
89,-7.32888,0.644471
91,-7.9842,0.644547
92,-6.92595,0.646476
93,-4.22135,0.595439
94,-7.3017,0.661838
95,-6.18736,0.627282
96,-4.51428,0.591375
97,-4.64074,0.615296
98,-7.03601,0.61682
99,-8.01466,0.644476
100,-7.19273,0.623899
101,-6.76414,0.618222
102,-8.45347,0.654379
103,-6.04273,0.627624
104,-7.40098,0.643286
105,-8.82752,0.660054
106,-6.3172,0.633242
107,-5.9909,0.640553
108,-6.2053,0.663093
109,-7.33854,0.64283
110,-7.68022,0.656357
111,-5.8117,0.6291
112,-6.20114,0.631372
113,-6.9218,0.640161
114,-6.64576,0.637121
115,-6.78434,0.633346
116,-6.37127,0.634588
117,-6.64675,0.624894
118,-5.86633,0.634021
119,-5.26139,0.639114
120,-5.55595,0.617576
121,-5.52187,0.625432
122,-6.49868,0.635398
123,-4.38221,0.625814
124,-7.06251,0.654646
125,-6.12232,0.643019
126,-6.54923,0.649734
127,-6.88353,0.652453
128,-6.60769,0.62952
129,-7.14308,0.647396
130,-5.56044,0.647326
131,-6.14687,0.643023
132,-5.92439,0.650952
133,-7.06172,0.628858
134,-6.47291,0.651991
135,-6.91836,0.648857
136,-5.73614,0.629333
137,-5.17934,0.654029
138,-5.48604,0.632768
139,-6.92616,0.637874
140,-4.86781,0.656425
141,-6.8267,0.639555
142,-6.76213,0.661859
143,-7.49269,0.64354
144,-7.19681,0.630464
145,-6.95422,0.647426
146,-7.15082,0.651853
147,-7.52316,0.64097
148,-5.86842,0.653409
149,-5.91298,0.636335
150,-7.24452,0.643998
151,-4.52697,0.661329
152,-6.57304,0.641834
153,-6.22534,0.652842
154,-7.0971,0.644083
155,-5.73824,0.629325
156,-6.81744,0.638368
157,-7.30688,0.639351
158,-7.32245,0.646827
159,-5.53598,0.649777
160,-6.78508,0.628483
161,-5.81938,0.644797
162,-5.56752,0.632719
163,-6.43569,0.627125
164,-7.01151,0.642544
165,-6.51809,0.638014
166,-6.82484,0.648237
167,-6.68104,0.642555
168,-5.73743,0.640857
169,-6.76173,0.6537
170,-5.3469,0.648492
171,-5.53204,0.635904
172,-7.62859,0.645228
173,-6.51013,0.64332
174,-6.5884,0.657089
175,-6.56655,0.640952
176,-5.33668,0.644596
177,-4.89102,0.626521
178,-8.28222,0.63402
179,-5.3554,0.630062
180,-6.50392,0.632563
181,-6.51354,0.62736
182,-5.81017,0.638183
183,-7.39383,0.630323
184,-6.4092,0.626645
185,-7.07236,0.635347
186,-6.79687,0.640788
187,-6.99235,0.642654
188,-6.77728,0.626685
189,-6.86425,0.638355
190,-7.0719,0.653732
191,-6.07017,0.652885
192,-6.72055,0.655643
193,-7.75821,0.659043
195,-8.107,0.648163
196,-5.74856,0.618892
197,-7.803,0.62372
198,-8.62281,0.665103
199,-6.89721,0.62021
200,-7.85329,0.648724
201,-7.07371,0.632949
202,-6.96065,0.629718
203,-6.87293,0.611676
204,-6.21951,0.631873
205,-5.18651,0.61232
206,-7.61985,0.659885
207,-6.75501,0.642735
208,-7.51303,0.651421
209,-8.08087,0.662485
210,-6.76583,0.642975
211,-3.14818,0.64103
212,-7.14901,0.652404
213,-6.43601,0.66519
214,-7.42404,0.664344
215,-7.81872,0.64383
216,-6.9987,0.648368
217,-7.88672,0.670982
218,-6.36623,0.649631
219,-2.24419,0.617385
220,-7.54832,0.650545
221,-7.92605,0.651341
222,-6.57473,0.659563
223,-7.6342,0.656962
224,-6.78327,0.654182
225,-4.7238,0.63691
226,-8.74096,0.664655
227,-2.42326,0.580448
228,-5.45171,0.622657
229,-6.02027,0.633755
230,-6.76918,0.663791
231,-3.80165,0.642012
232,-4.88199,0.659056
233,-6.99947,0.656222
234,-4.53408,0.629488
235,-7.67802,0.624714
236,-5.50331,0.62423
237,-9.25521,0.683318
238,-7.55445,0.643559
239,-7.93939,0.674291
240,-5.9066,0.628005
241,-5.22747,0.613475
242,-3.30806,0.62629
243,-6.67169,0.625786
244,-7.90281,0.667866
245,-3.96194,0.596021
246,-10.4392,0.674239
247,-5.55939,0.635181
248,-5.2797,0.616536
249,-8.31085,0.663268
250,-7.90165,0.666635
251,-6.80857,0.656993
252,-7.87235,0.663157
253,-2.8915,0.628155
254,-1.14343,0.582625
255,-6.44934,0.63888
256,-7.35534,0.628117
257,-6.11875,0.600515
258,-4.90827,0.588485
259,-8.07694,0.635197
260,-5.8049,0.596632
261,10.9174,0.588675
262,-6.6285,0.602391
263,-9.93573,0.65729
264,-5.28581,0.631048
265,-6.12868,0.598478
266,-10.0385,0.669441
267,0.128038,0.634594
268,-9.92575,0.646488
269,-7.61116,0.639426
270,-37.0504,0.612516
271,-9.57882,0.654383
272,-3.14849,0.642624
273,-10.5125,0.657822
274,-9.23275,0.641767
275,-16.5147,0.599712
276,-2.83251,0.177286
277,-2.20088,0.17068
278,-2.53943,0.179013
279,-9.00652,0.175298
