0	0	0.17441
1	0	0.179025
2	0	0.172251
3	0	0.167086
4	0	0.165926
5	0	0.167515
6	0	0.165581
7	0	0.165606
8	0	0.169508
9	0	0.171825
10	0	0.168152
11	0	0.177364
12	0	0.171832
13	0	0.167815
14	0	0.165376
15	0	0.170164
16	0	0.169258
17	0	0.173836
18	0	0.171096
19	0	0.173873
20	0	0.168796
21	0	0.180429
22	0	0.176392
23	0	0.183595
24	0	0.590812
25	0	0.663574
26	0	0.64413
27	0	0.633259
28	0	0.643937
29	0	0.583497
30	0	0.603344
31	0	0.622674
32	0	0.586811
33	0	0.584369
34	0	0.634483
35	0	0.627381
36	0	0.625228
37	0	0.592771
38	0	0.617473
39	0	0.590591
40	0	0.628457
41	0	0.621727
42	0	0.594545
43	0	0.634246
44	0	0.625844
45	0	0.585656
46	0	0.606213
47	0	0.642398
48	0	0.659282
49	0	0.683156
50	0	0.642958
51	0	0.610666
52	0	0.666539
53	0	0.571076
54	0	0.670592
55	0	0.653636
56	0	0.604988
57	0	0.62264
58	0	0.605015
59	0	0.610426
60	0	0.662201
61	0	0.668507
62	0	0.577356
63	0	0.66614
64	0	0.602238
65	0	0.664706
66	0	0.632909
67	0	0.613306
68	0	0.626402
69	0	0.637784
70	0	0.63876
71	0	0.623914
72	0	0.60858
73	0	0.645153
74	0	0.65061
75	0	0.634782
76	0	0.649366
77	0	0.642571
78	0	0.643487
79	0	0.632329
80	0	0.589556
81	0	0.656319
82	0	0.621984
83	0	0.630613
84	0	0.643209
85	0	0.660113
86	0	0.65681
87	0	0.655675
88	0	0.606664
89	0	0.644471
91	0	0.644547
92	0	0.646476
93	0	0.595439
94	0	0.661838
95	0	0.627282
96	0	0.591375
97	0	0.615296
98	0	0.61682
99	0	0.644476
100	0	0.623899
101	0	0.618222
102	0	0.654379
103	0	0.627624
104	0	0.643286
105	0	0.660054
106	0	0.633242
107	0	0.640553
108	0	0.663093
109	0	0.64283
110	0	0.656357
111	0	0.6291
112	0	0.631372
113	0	0.640161
114	0	0.637121
115	0	0.633346
116	0	0.634588
117	0	0.624894
118	0	0.634021
119	0	0.639114
120	0	0.617576
121	0	0.625432
122	0	0.635398
