 Event ID : 0
-1.63158 56.6857 1017.6 511 207.235
83.99 -25.0293 684.8 303 12.5882
-1.63158 22.8357 712 320 366
38.4719 11.6881 1011.2 507 19.5882
-18.4582 24.9314 726.4 329 244.294
9.29566 1.63107 1011.2 507 59.5294
31.7019 11.6881 1011.2 507 18.7647
59.0782 -58.7822 680 300 10.0588
-9999 -9999 960 475 1163
-9999 -9999 742.4 339 323
-9999 -9999 772.8 358 323
-9999 -9999 873.6 421 321
-9999 -9999 801.6 376 322
-9999 -9999 833.6 396 322
-9999 -9999 702.4 314 322
-9999 -9999 918.4 449 320
-9999 -9999 632 270 318
-9999 -9999 579.2 237 318
-9999 -9999 652.8 283 317
-9999 -9999 507.2 192 312
-9999 -9999 438.4 149 311
-9999 -9999 528 205 313
-9999 -9999 457.6 161 313
-9999 -9999 292.8 58 307
-9999 -9999 340.8 88 307
-9999 -9999 364.8 103 310
-9999 -9999 396.8 123 309
-9999 -9999 214.4 9 307
-9999 -9999 259.2 37 304
11.3916 38.7675 1016 510 34.6471
18.1619 4.91812 1012.8 508 1023.47
-70.2261 -1.63149 728 330 23.3529
-1.63158 63.4556 1017.6 511 109.882
16.0657 8.40101 1014.4 509 1482.24
-35.481 9.29541 739.2 337 58.8824
-35.481 9.29541 630.4 269 10.8824
109.95 -22.8365 672 295 13.7647
109.95 -22.8365 737.6 336 13.7647
109.95 -22.8365 710.4 319 15.7647
79.863 -11.4257 1011.2 507 17.4118
11.3915 18.4578 1014.4 509 2451.12
18.1619 11.6881 1012.8 508 46.1176
16.9431 28.688 1014.4 509 95.7647
-8.40156 110.846 1017.6 511 13.1765
-8.40156 110.846 308.8 68 12.1765
11.3919 11.6881 1012.8 508 1524.65
4.62143 18.4578 696 310 30.8824
11.6882 -4.62236 1011.2 507 37.5882
-24.9326 -92.9279 652.8 283 13
-24.9326 -92.9279 678.4 299 11
-24.9326 -92.9279 604.8 253 12
-24.9326 -92.9279 736 335 10
2.52568 8.40101 1012.8 508 15.7059
24.9319 4.91812 1011.2 507 10.5882
22.8357 8.40101 1012.8 508 34.5882
52.012 92.9277 502.4 189 11.8824
77.4818 -45.0429 686.4 304 10.4706
4.62166 38.7675 1016 510 2140.76
15.1708 -2.52565 1011.2 507 1461.88
-8.40156 36.3756 713.6 321 16.3529
2.52556 42.2511 1016 510 1997
18.4578 -4.62183 1011.2 507 1182.76
76.1009 -16.0662 1011.2 507 22.5882
-15.1712 16.0652 724.8 328 32.8235
9.29566 8.40101 1014.4 509 58.4118
-11.6886 18.1619 721.6 326 45.7647
-9999 -9999 1017.6 511 12.0588
22.8357 1.63107 1011.2 507 60.2353
4.62193 4.91812 1012.8 508 32.0588
11.3921 31.9978 697.6 311 1261.82
-1.63158 70.2257 1017.6 511 14
-38.4725 -92.9279 694.4 309 10.1176
18.1621 31.9978 697.6 311 21.0588
18.1621 31.9978 1014.4 509 21.0588
-28.7113 16.0659 736 335 387.529
