 Event ID : 9
-110.435 -41.0558 379.2 156 30.1259
-107.981 -39.7067 379.2 156 68.5055
-105.527 -41.0558 379.2 156 130.208
-103.073 -39.7067 379.2 156 37.229
-105.527 -43.9573 379.2 156 321.528
-107.981 -45.3065 379.2 156 69.2258
-110.435 -43.9573 379.2 156 19.2733
-107.981 -48.208 382.4 157 12.8243
-100.619 -43.9573 382.4 157 507.938
-103.073 -45.3065 382.4 157 546.485
-103.073 -48.208 382.4 157 167.697
-105.527 -49.5571 382.4 157 24.5602
-98.1647 -39.7067 382.4 157 14.1437
-100.619 -41.0558 382.4 157 81.5751
-100.619 -49.5571 385.6 158 190.826
-95.7106 -41.0558 385.6 158 33.2484
-95.7106 -49.5571 385.6 158 633.476
-95.7106 -43.9573 385.6 158 260.782
-98.1647 -45.3065 385.6 158 797.954
-98.1647 -48.208 385.6 158 806.439
-100.619 -52.4586 385.6 158 24.6864
-98.1647 -53.8078 388.8 159 13.0386
-90.8024 -41.0558 388.8 159 6.31178
-95.7106 -52.4586 388.8 159 104.618
-93.2565 -53.8078 388.8 159 58.312
-93.2565 -48.208 388.8 159 1321.23
-93.2565 -45.3065 388.8 159 398.766
-90.8024 -49.5571 388.8 159 1180.3
-90.8024 -43.9573 388.8 159 130.818
-88.3483 -45.3065 392 160 241.124
-88.3483 -48.208 392 160 1155.55
-85.8941 -43.9573 392 160 69.8598
-90.8024 -52.4586 392 160 236.812
-88.3483 -56.7093 392 160 5.88281
-88.3483 -53.8078 392 160 127.491
-83.44 -45.3065 395.2 161 152.391
-85.8941 -49.5571 395.2 161 1268.67
-83.44 -48.208 395.2 161 912.491
-83.44 -56.7093 395.2 161 12.1161
-85.8941 -52.4586 395.2 161 328.295
-83.44 -53.8078 395.2 161 165.67
-78.5318 -53.8078 398.4 162 157.242
-78.5318 -56.7093 398.4 162 12.1599
-80.9859 -52.4586 398.4 162 371.379
-78.5318 -48.208 398.4 162 746.222
-78.5318 -45.3065 398.4 162 123.047
-80.9859 -43.9573 398.4 162 46.5424
-80.9859 -49.5571 398.4 162 1209.11
-73.6235 -45.3065 401.6 163 133.197
-76.0777 -49.5571 401.6 163 1103.45
-76.0777 -43.9573 401.6 163 45.9687
-76.0777 -52.4586 401.6 163 329.082
-73.6235 -53.8078 401.6 163 125.187
-73.6235 -48.208 404.8 164 732.819
-71.1694 -49.5571 404.8 164 945.565
-71.1694 -43.9573 404.8 164 49.6824
-71.1694 -52.4586 404.8 164 225.965
-68.7153 -53.8078 404.8 164 71.1204
-66.2612 -49.5571 408 165 651.713
12.2706 9.95207 408 165 272.008
-66.2612 -52.4586 408 165 142.108
-63.8071 -53.8078 408 165 32.788
-66.2612 -43.9573 408 165 91.3628
-68.7153 -48.208 408 165 774.764
-68.7153 -45.3065 408 165 170.57
-61.353 -52.4586 411.2 166 74.0623
-58.8988 -53.8078 411.2 166 12.7276
12.2706 7.05056 411.2 166 339.99
-61.353 -49.5571 411.2 166 484.671
9.81648 11.3012 411.2 166 729.854
9.81648 14.2027 411.2 166 119.382
14.7247 11.3012 411.2 166 19.7335
-63.8071 -45.3065 411.2 166 307.323
-63.8071 -48.208 411.2 166 895.687
-58.8988 -48.208 414.4 167 688.986
-56.4447 -49.5571 414.4 167 192.459
-58.8988 -45.3065 414.4 167 651.538
-58.8988 -39.7067 414.4 167 12.7353
-61.3529 -41.0558 414.4 167 26.3894
-61.3529 -43.9573 414.4 167 210.546
-56.4447 -52.4586 414.4 167 20.3895
7.36237 7.05056 414.4 167 11534.8
14.7247 5.70141 414.4 167 25.9163
7.36237 9.95207 414.4 167 4089.11
7.36237 15.5519 414.4 167 84.6773
-51.5365 -49.5571 417.6 168 64.2465
-53.9906 -45.3065 417.6 168 887.844
-53.9906 -48.208 417.6 168 242.566
12.2706 1.45075 417.6 168 19.7452
-56.4447 -43.9573 417.6 168 464.781
4.90825 14.2027 417.6 168 240.094
4.90825 11.3012 417.6 168 2118.43
9.81648 5.70141 417.6 168 1443.08
-56.4447 -41.0558 417.6 168 77.423
9.81648 2.7999 420.8 169 500.041
-51.5365 -41.0558 420.8 169 236.164
-53.9906 -39.7067 420.8 169 52.9391
-49.0823 -45.3065 420.8 169 454.855
-51.5365 -43.9573 420.8 169 842.759
2.45413 15.5519 420.8 169 31.497
-44.1741 -48.208 420.8 169 15.2464
-46.6282 -49.5571 420.8 169 6.37682
-49.0823 -48.208 420.8 169 87.5796
-44.1741 -45.3065 424 170 99.7502
2.4541 9.95207 424 170 2373.2
-1.33514e-05 14.2027 424 170 38.8803
-46.6282 -43.9573 424 170 485.082
-49.0823 -39.7067 424 170 181.075
-49.0823 -36.8052 424 170 27.2809
-46.6282 -41.0558 424 170 653.462
-41.72 -32.5545 427.2 171 12.8589
-41.72 -41.0558 427.2 171 599.202
-44.1741 -39.7067 427.2 171 549.357
-44.1741 -36.8052 427.2 171 127.78
-39.2659 -45.3065 427.2 171 25.8759
-46.6282 -35.456 427.2 171 27.7963
-41.72 -43.9573 427.2 171 127.438
-1.33514e-05 11.3012 430.4 172 343.889
-36.8118 -43.9573 430.4 172 24.8359
-41.72 -35.456 430.4 172 112.11
-39.2659 -39.7067 430.4 172 613.728
-39.2659 -36.8052 430.4 172 508.895
-36.8118 -41.0558 430.4 172 157.655
4.90825 5.70141 430.4 172 19486.2
-31.9035 -41.0558 430.4 172 14.7699
-34.3576 -39.7067 433.6 173 142.238
-34.3577 -28.3038 433.6 173 20.3146
-39.2659 -31.2053 433.6 173 20.0266
-34.3576 -36.8052 433.6 173 569.001
-36.8118 -35.456 433.6 173 563.747
-34.3577 -31.2053 436.8 174 132.009
7.36237 1.45075 436.8 174 840.871
2.4541 7.05056 436.8 174 8650.19
-36.8118 -32.5545 436.8 174 105.367
-31.9035 -32.5545 436.8 174 529.758
-31.9035 -35.456 436.8 174 466.29
-29.4494 -36.8052 436.8 174 92.6256
9.81648 -2.7999 440 175 6.56916
-2.45413 9.95207 440 175 192.611
-31.9035 -26.9547 440 175 32.4015
-29.4494 -28.3038 440 175 183.544
-29.4494 -31.2053 440 175 645.407
-26.9953 -32.5545 440 175 390.826
-29.4494 -39.7067 440 175 13.5019
-26.9953 -35.456 440 175 97.304
4.90825 2.7999 443.2 176 5367.57
-24.5412 -28.3038 443.2 176 633.774
-24.5412 -31.2053 443.2 176 285.71
-26.9953 -26.9547 443.2 176 225.279
-22.0871 -35.456 443.2 176 5.71347
-22.0871 -24.0532 446.4 177 373.345
-22.0871 -26.9547 446.4 177 548.686
-19.6329 -28.3038 446.4 177 139.017
-19.6329 -31.2053 446.4 177 34.7417
-22.0871 -32.5545 446.4 177 39.8188
-26.9953 -24.0532 446.4 177 43.016
-24.5412 -22.704 446.4 177 69.2924
-17.1788 -24.0532 449.6 178 315.523
-1.33514e-05 5.70141 449.6 178 4807.78
-19.6329 -22.704 449.6 178 545.685
-17.1788 -26.9547 449.6 178 90.8522
-22.0871 -18.4534 452.8 179 19.3495
-12.2706 -26.9547 452.8 179 7.80947
-24.5412 -19.8025 452.8 179 5.41409
-2.45413 7.05056 452.8 179 717.251
-12.2706 -24.0532 452.8 179 31.9784
-19.6329 -19.8025 452.8 179 176.742
-14.7247 -22.704 452.8 179 214.066
-14.7247 -19.8025 452.8 179 631.529
-17.1788 -18.4534 452.8 179 277.237
-19.6329 -14.2027 452.8 179 6.07528
-17.1788 -15.5519 452.8 179 89.1795
-9.81648 -19.8025 456 180 75.781
-12.2706 -15.5519 456 180 541.358
-14.7247 -14.2027 456 180 148.152
7.36237 -1.45075 456 180 200.681
-12.2706 -18.4534 456 180 387.463
-7.36237 -18.4534 456 180 35.8588
-9.81648 -22.704 456 180 19.8578
2.45413 1.45075 459.2 181 9148.19
-7.36236 7.05056 459.2 181 12.9739
-7.36237 -15.5519 459.2 181 118.365
-9.81648 -14.2027 459.2 181 519.892
-9.81648 -11.3012 459.2 181 411.144
-12.2706 -9.95207 459.2 181 86.7296
-14.7247 -11.3012 459.2 181 47.1865
-9.81648 -5.70141 462.4 182 54.5101
-4.90825 5.70141 462.4 182 317.08
-4.90825 -11.3012 462.4 182 163.354
-1.33514e-05 2.7999 462.4 182 14642.8
-4.90825 -14.2027 462.4 182 54.3639
-7.36236 -9.95207 462.4 182 525.617
-12.2706 -7.05056 462.4 182 19.0589
2.45413 -1.45075 465.6 183 2401.95
-1.33514e-05 -11.3012 465.6 183 6.6686
-7.36237 1.45075 465.6 183 107.823
-4.90825 2.7999 465.6 183 647.443
-2.45413 1.45075 465.6 183 3423.92
-2.45413 -9.95207 465.6 183 83.775
-7.36236 -7.05056 465.6 183 268.415
-4.90825 -5.70141 465.6 183 541.96
-2.45413 -7.05056 465.6 183 246.218
4.90825 -5.70141 465.6 183 57.9527
4.90825 -2.7999 465.6 183 424.009
-4.90825 -2.7999 468.8 184 476.05
-7.36237 -1.45075 468.8 184 111.671
-2.45413 -1.45075 468.8 184 2099.09
-9.81648 -2.7999 468.8 184 12.0413
-1.33514e-05 -5.70141 468.8 184 289.084
-1.33514e-05 -2.7999 468.8 184 1679.26
2.4541 -7.05056 468.8 184 61.5565
