0.01	0.13019
0.011	0.58237
0.012	0.61985
0.013	0.65611
0.014	0.69131
0.015	0.72556
0.016	0.75897
0.017	0.79163
0.018	0.82361
0.02	0.88583
0.0225	0.96079
0.025	1.03
0.0275	1.1
0.03	1.17
0.0325	1.24
0.035	1.3
0.0375	1.37
0.04	1.43
0.045	1.56
0.05	1.68
0.055	1.8
0.06	1.91
0.065	2.03
0.07	2.15
0.08	2.38
0.09	2.62
0.1	2.86
0.11	3.11
0.12	3.36
0.13	3.61
0.14	3.88
0.15	4.15
0.16	4.42
0.17	4.71
0.18	5
0.2	5.61
0.225	6.41
0.25	7.26
0.275	8.16
0.3	9.11
0.325	10.1
0.35	11.15
0.375	12.24
0.4	13.38
0.45	15.79
0.5	18.39
0.55	21.16
0.6	24.11
0.65	27.23
0.7	30.51
0.8	37.59
0.9	45.31
1	53.68
1.1	62.66
1.2	72.25
1.3	82.47
1.4	93.29
1.5	104.69
1.6	116.67
1.7	129.22
1.8	142.33
2	170.22
2.25	208.13
2.5	249.38
2.75	293.91
3	341.66
3.25	392.59
3.5	446.65
3.75	503.8
4	564
4.5	693.36
5	834.59
5.5	987.49
6	1150
6.5	1330
7	1510
8	1920
9	2370
10	2860
