87.3257  0.191473
82.6279  0.362718
168.272  3.48255
78.1735  1.56414
75.6342  2.44814
43.1618  21.8738
59.8806  1.15243
83.7178  0.253689
81.5866  0.351349
28.852  15.6821
72.3805  2.43218
81.9989  0.340283
27.0141  15.9699
78.4035  1.39924
37.7141  5.58477
32.6015  13.0708
83.4413  0.312548
85.7331  0.256808
80.8315  2.545
81.7685  0.61071
18.9453  21.463
114.711  0.48756
82.583  0.670954
71.543  4.19977
34.6538  9.58425
9.9283  1.26561
85.3099  0.306746
82.818  0.367413
85.071  0.192445
86.7357  0.0806795
81.3746  0.675916
77.4951  1.46004
84.6683  0.445914
72.2818  3.25749
80.0827  0.294472
81.8424  0.317746
77.4167  1.70489
79.7967  1.00355
80.2177  1.09128
91.15  0.466436
25.9474  2.94797
29.1914  16.5485
79.1038  1.26678
84.4904  0.167457
81.5402  0.365803
162.201  10.3717
75.583  1.99528
9.78906  8.17218
53.0961  16.4058
49.3373  18.1667
17.7461  10.2744
29.4184  2.11164
3.92724  2.50823
79.8084  0.810336
88.4303  0.297389
78.0155  1.23683
81.0889  0.744335
5.48627  3.81619
47.0125  22.6172
128.528  0.103255
81.2507  0.496312
72.7083  3.88101
85.9533  0.467945
87.6274  2.31536
35.8662  28.684
83.4591  0.550562
29.8629  13.3502
77.5321  1.40581
76.9898  1.38203
80.7712  0.254595
76.5472  2.83476
82.7324  0.595623
81.9106  0.504325
69.0017  5.22595
87.9204  0.307316
81.4563  0.335252
27.4211  17.799
83.0349  0.388271
84.5917  0.295411
81.6202  0.499866
52.3877  16.9834
161.316  2.3692
55.2852  14.0256
79.119  0.838324
82.6352  0.420094
76.3415  2.44633
81.4344  0.602663
48.8259  18.2583
162.05  0.144111
80.1124  0.825386
76.4658  1.67733
84.3758  0.303929
86.9464  0.118518
83.1937  0.342429
80.4113  0.309631
85.3879  0.380257
79.0515  0.903983
2.73081  15.5955
50.192  17.6669
76.6563  1.79055
83.1236  1.24802
73.7149  2.07043
80.8972  0.711115
81.604  0.431797
85.9821  0.228904
109.527  2.32439
78.4084  1.83106
41.3291  23.2781
82.1449  0.555222
80.5952  0.537653
82.1156  0.670887
170.817  2.40959
57.3821  13.4697
79.0277  0.54741
79.2097  0.281526
82.3308  0.218942
81.5851  0.302286
82.7617  0.345145
88.8411  0.139214
77.0015  1.87017
88.8942  3.50635
84.4774  0.551434
80.7518  0.458791
85.4949  0.416741
94.5933  0.711115
88.7334  0.14183
78.5159  1.80639
74.3229  2.50308
81.4282  0.634446
76.7973  1.52063
87.4844  1.6637
81.795  0.64095
91.2638  0.392094
175.741  6.4262
74.9474  2.7606
35.9343  8.24232
56.9547  12.7678
80.2402  0.278675
68.0521  5.64767
79.1571  0.643933
83.41  0.27777
25.0148  34.8532
3.04393  15.723
84.539  0.378647
81.8186  0.197141
81.8858  0.404434
84.7182  0.295646
77.7843  1.72894
163.024  2.75234
156.866  6.26026
77.059  1.22899
19.6615  11.1395
81.819  0.289173
78.7682  1.55979
76.9834  1.42085
81.826  0.488399
85.3885  0.31285
80.7484  0.896878
83.2196  1.01692
74.7694  1.54438
32.814  10.0405
81.4439  1.01883
53.6845  14.9616
81.6622  0.668004
4.40166  6.8237
175.5  3.24896
79.8053  0.88508
81.0167  1.03773
82.0966  0.266132
82.4144  0.480519
85.4913  0.251643
87.5038  0.26905
86.3928  0.288636
69.4187  5.45964
61.314  12.2934
75.8617  1.51651
90.27  4.25177
76.8251  1.58269
77.4601  1.4579
167.689  0.323682
68.3378  5.03654
24.0147  34.4159
84.2689  0.417613
53.2852  4.37589
81.7575  0.504158
79.7604  1.34581
83.424  0.457818
85.97  0.178827
77.2613  1.22594
79.4469  0.988773
91.4207  0.112312
2.70204  9.23518
76.2562  1.42919
78.0553  1.14764
34.2822  11.7686
38.2993  26.4847
82.4902  0.418284
81.398  0.450642
90.9266  0.0620618
82.0319  0.229675
82.9614  0.534401
70.8565  4.4617
78.4843  1.27014
54.8753  14.0209
79.2903  7.1213
82.758  0.54731
80.9613  0.964912
72.7361  2.0938
80.7567  0.825051
48.2992  19.3424
75.9633  1.77642
172.644  5.72819
86.8703  0.38247
84.5123  0.316606
173.693  2.78338
70.7332  4.1632
171.679  2.40511
77.5623  0.983076
2.49898  40.9317
100.445  4.71402
90.7781  0.313823
77.1335  1.94115
39.8647  25.288
69.6697  4.98428
80.4043  0.769777
79.0841  1.05472
81.689  0.560285
76.5746  6.22304
48.7971  18.3735
30.3129  14.5573
33.7252  2.99365
79.2265  1.00104
90.2755  0.281224
58.7199  16.0809
81.3642  0.343636
71.9078  4.40558
24.5567  8.25273
32.3109  12.1939
40.1665  9.14619
83.1426  0.538525
76.6018  2.50656
77.1517  2.20398
84.4396  0.62288
76.8466  2.49331
80.7107  0.330155
156.198  0.213978
79.5355  0.499028
28.7471  17.868
80.0066  1.19974
78.9334  0.89976
44.7535  23.4416
81.7468  0.318752
83.0333  0.323112
59.5567  10.6713
