 Event ID : 328954
9.81648 22.704 -161.504 67 3688.5
9.81648 28.3038 -158.016 68 114.5
-1.33514e-05 -5.70141 -154.528 69 126.5
9.81648 19.8025 -144.064 72 3709.15
12.2706 26.9547 -133.6 75 200
7.36237 60.9599 -133.6 75 300.6
4.90822 62.3091 -130.112 76 92.1
12.2706 18.4534 -119.648 79 846.05
7.36237 18.4534 -112.672 81 458.9
7.36237 15.5519 -95.232 86 102.8
9.81648 14.2027 -81.28 90 398.05
9.81648 11.3012 -46.4 100 281.85
7.36237 9.95207 -21.984 107 285.6
7.36237 7.05056 5.92 115 409.6
4.90825 5.70141 30.336 122 308
4.90825 2.7999 54.752 129 396.05
-4.90825 -5.70141 58.24 130 92.4
-9.81648 -48.208 82.656 137 182.6
-9.81648 -45.3065 82.656 137 189.6
-9.81648 -53.8078 82.656 137 213
-12.2706 -43.9573 82.656 137 192.85
-12.2706 -49.5571 82.656 137 244.85
-9.81648 -62.3091 82.656 137 200.7
-4.90824 -79.3117 82.656 137 155.5
-9.81648 -56.7093 82.656 137 203.05
-12.2706 -52.4586 82.656 137 313.95
-12.2706 -58.0584 82.656 137 243.5
-12.2706 -60.9599 82.656 137 155.75
-7.36236 -83.5624 82.656 137 244.8
-2.45412 -86.4639 82.656 137 161.9
-7.36236 -77.9626 82.656 137 454.25
-7.36236 -75.0611 82.656 137 398.75
-7.36236 -69.4613 82.656 137 172.3
-7.36236 -66.5598 82.656 137 98.2
-4.90824 -82.2132 82.656 137 219.35
-12.2706 -66.5598 82.656 137 148.5
-9.81648 -65.2106 82.656 137 279.05
-9.81648 -70.8104 82.656 137 330.35
-9.81648 -73.7119 82.656 137 230.95
-4.90824 -87.813 82.656 137 288.85
-7.36236 -24.0532 86.144 138 183.05
-7.36236 -26.9547 86.144 138 195.45
-9.81648 -79.3117 86.144 138 102.55
-7.36237 -32.5545 86.144 138 123.15
-7.36236 -35.456 86.144 138 92.6
-12.2706 -41.0558 86.144 138 167
-2.45413 -83.5624 86.144 138 108.05
-9.81648 -39.7067 86.144 138 276.2
-4.90825 -22.704 86.144 138 81.8
-9.81648 -28.3038 86.144 138 142
-9.81648 -31.2053 86.144 138 224.45
-9.81648 -36.8052 86.144 138 288.35
-5.72205e-06 -99.2159 86.144 138 212.5
-4.90824 -90.7145 86.144 138 83.85
-7.36236 -86.4639 86.144 138 114.05
-2.45412 -94.9652 86.144 138 183.9
-2.45413 -92.0637 86.144 138 292.8
-7.62939e-06 -90.7145 86.144 138 173.4
46.6283 -134.57 86.144 138 187.85
88.3482 -141.858 89.632 139 777.5
4.90823 -99.2159 89.632 139 89.65
2.45411 -103.467 89.632 139 159.2
7.36235 -103.467 89.632 139 168.25
4.90823 -104.816 89.632 139 303.35
4.90823 -107.717 89.632 139 90.3
9.81646 -107.717 89.632 139 207.55
7.36234 -109.066 89.632 139 230.45
12.2706 -111.968 89.632 139 454.9
9.81646 -113.317 89.632 139 155.7
44.1741 -133.221 89.632 139 140.65
41.72 -134.57 89.632 139 455.85
39.2659 -133.221 89.632 139 498.3
93.2565 -138.889 89.632 139 302.5
12.2706 -109.066 89.632 139 138.55
83.44 -138.889 89.632 139 187.65
88.3482 -147.39 89.632 139 118.3
112.889 -138.889 89.632 139 780
107.981 -141.858 89.632 139 522.15
103.073 -138.889 89.632 139 638.3
78.5318 -141.858 89.632 139 980.2
117.798 -130.387 89.632 139 214.15
112.889 -133.357 89.632 139 228.95
78.5318 -147.39 89.632 139 239.95
73.6235 -138.889 89.632 139 297.4
68.7153 -147.39 89.632 139 77.55
63.8071 -138.889 89.632 139 484.95
68.7153 -141.858 89.632 139 822.75
2.45411 -100.565 89.632 139 327.75
-12.2706 -35.456 89.632 139 97.65
39.2659 -130.32 89.632 139 193
-7.36237 -18.4534 89.632 139 96.8
36.8118 -128.97 89.632 139 187.5
34.3576 -130.32 89.632 139 416.3
31.9035 -128.97 89.632 139 299.25
34.3576 -133.221 89.632 139 288.45
36.8118 -134.57 89.632 139 251.2
14.7247 -113.317 89.632 139 171.05
17.1788 -120.469 89.632 139 190.35
17.1788 -117.568 89.632 139 295.05
19.6329 -116.218 89.632 139 76.8
-5.72205e-06 -96.3143 89.632 139 356.9
