#theta_cm, theta3_lab, Ek3_lab, theta4_deg, Ek4_lab
64.2 13.2006 117.417 7.06263 123.412
64.3 19.5305 104.034 9.24656 136.795
64.4 25.4659 87.1695 10.2619 153.66
64.5 30.7259 68.4756 10.1822 172.353
64.6 34.8091 49.7817 9.18427 191.047
64.7 36.7302 32.9176 7.47489 207.911
64.8 34.3824 19.5343 5.25463 221.295
64.9 23.3902 10.9416 2.70699 229.887
65 1.60507e-12 7.98079 1.61984e-13 232.848
65.1 156.61 10.9416 177.293 229.887
65.2 145.618 19.5343 174.745 221.295
65.3 143.27 32.9176 172.525 207.911
65.4 145.191 49.7817 170.816 191.047
65.5 149.274 68.4756 169.818 172.353
65.6 154.534 87.1695 169.738 153.66
65.7 160.469 104.034 170.753 136.795
65.8 166.799 117.417 172.937 123.412
65.9 173.35 126.01 176.157 114.819
66 180 128.97 180 111.859
66.1 6.65002 126.01 3.84349 114.819
66.2 13.2006 117.417 7.06263 123.412
66.3 19.5305 104.034 9.24656 136.795
66.4 25.4659 87.1695 10.2619 153.66
66.5 30.7259 68.4756 10.1822 172.353
66.6 34.8091 49.7817 9.18427 191.047
66.7 36.7302 32.9176 7.47489 207.911
66.8 34.3824 19.5343 5.25463 221.295
66.9 23.3902 10.9416 2.70699 229.887
67 1.01363e-12 7.98079 1.02296e-13 232.848
67.1 156.61 10.9416 177.293 229.887
67.2 145.618 19.5343 174.745 221.295
67.3 143.27 32.9176 172.525 207.911
67.4 145.191 49.7817 170.816 191.047
67.5 149.274 68.4756 169.818 172.353
67.6 154.534 87.1695 169.738 153.66
67.7 160.469 104.034 170.753 136.795
67.8 166.799 117.417 172.937 123.412
67.9 173.35 126.01 176.157 114.819
68 1.24832e-13 128.97 7.40871e-14 111.859
68.1 6.65002 126.01 3.84349 114.819
68.2 13.2006 117.417 7.06263 123.412
68.3 19.5305 104.034 9.24656 136.795
68.4 25.4659 87.1695 10.2619 153.66
68.5 30.7259 68.4756 10.1822 172.353
68.6 34.8091 49.7817 9.18427 191.047
68.7 36.7302 32.9176 7.47489 207.911
68.8 34.3824 19.5343 5.25463 221.295
68.9 23.3902 10.9416 2.70699 229.887
69 4.22196e-13 7.98079 4.26081e-14 232.848
69.1 156.61 10.9416 177.293 229.887
69.2 145.618 19.5343 174.745 221.295
69.3 143.27 32.9176 172.525 207.911
69.4 145.191 49.7817 170.816 191.047
69.5 149.274 68.4756 169.818 172.353
69.6 154.534 87.1695 169.738 153.66
69.7 160.469 104.034 170.753 136.795
69.8 166.799 117.417 172.937 123.412
69.9 173.35 126.01 176.157 114.819
70 180 128.97 180 111.859
70.1 6.65002 126.01 3.84349 114.819
70.2 13.2006 117.417 7.06263 123.412
70.3 19.5305 104.034 9.24656 136.795
70.4 25.4659 87.1695 10.2619 153.66
70.5 30.7259 68.4756 10.1822 172.353
70.6 34.8091 49.7817 9.18427 191.047
70.7 36.7302 32.9176 7.47489 207.911
70.8 34.3824 19.5343 5.25463 221.295
70.9 23.3902 10.9416 2.70699 229.887
71 180 7.98079 180 232.848
71.1 156.61 10.9416 177.293 229.887
71.2 145.618 19.5343 174.745 221.295
71.3 143.27 32.9176 172.525 207.911
71.4 145.191 49.7817 170.816 191.047
71.5 149.274 68.4756 169.818 172.353
71.6 154.534 87.1695 169.738 153.66
71.7 160.469 104.034 170.753 136.795
71.8 166.799 117.417 172.937 123.412
71.9 173.35 126.01 176.157 114.819
72 180 128.97 180 111.859
72.1 6.65002 126.01 3.84349 114.819
72.2 13.2006 117.417 7.06263 123.412
72.3 19.5305 104.034 9.24656 136.795
72.4 25.4659 87.1695 10.2619 153.66
72.5 30.7259 68.4756 10.1822 172.353
72.6 34.8091 49.7817 9.18427 191.047
72.7 36.7302 32.9176 7.47489 207.911
72.8 34.3824 19.5343 5.25463 221.295
72.9 23.3902 10.9416 2.70699 229.887
73 1.68953e-12 7.98079 1.70508e-13 232.848
73.1 156.61 10.9416 177.293 229.887
73.2 145.618 19.5343 174.745 221.295
73.3 143.27 32.9176 172.525 207.911
73.4 145.191 49.7817 170.816 191.047
73.5 149.274 68.4756 169.818 172.353
73.6 154.534 87.1695 169.738 153.66
73.7 160.469 104.034 170.753 136.795
73.8 166.799 117.417 172.937 123.412
73.9 173.35 126.01 176.157 114.819
74 180 128.97 180 111.859
74.1 6.65002 126.01 3.84349 114.819
74.2 13.2006 117.417 7.06263 123.412
74.3 19.5305 104.034 9.24656 136.795
74.4 25.4659 87.1695 10.2619 153.66
74.5 30.7259 68.4756 10.1822 172.353
74.6 34.8091 49.7817 9.18427 191.047
74.7 36.7302 32.9176 7.47489 207.911
74.8 34.3824 19.5343 5.25463 221.295
74.9 23.3902 10.9416 2.70699 229.887
75 1.09809e-12 7.98079 1.1082e-13 232.848
75.1 156.61 10.9416 177.293 229.887
75.2 145.618 19.5343 174.745 221.295
75.3 143.27 32.9176 172.525 207.911
75.4 145.191 49.7817 170.816 191.047
75.5 149.274 68.4756 169.818 172.353
75.6 154.534 87.1695 169.738 153.66
75.7 160.469 104.034 170.753 136.795
75.8 166.799 117.417 172.937 123.412
75.9 173.35 126.01 176.157 114.819
76 180 128.97 180 111.859
76.1 6.65002 126.01 3.84349 114.819
76.2 13.2006 117.417 7.06263 123.412
76.3 19.5305 104.034 9.24656 136.795
76.4 25.4659 87.1695 10.2619 153.66
76.5 30.7259 68.4756 10.1822 172.353
76.6 34.8091 49.7817 9.18427 191.047
76.7 36.7302 32.9176 7.47489 207.911
76.8 34.3824 19.5343 5.25463 221.295
76.9 23.3902 10.9416 2.70699 229.887
77 5.06657e-13 7.98079 5.11318e-14 232.848
77.1 156.61 10.9416 177.293 229.887
77.2 145.618 19.5343 174.745 221.295
77.3 143.27 32.9176 172.525 207.911
77.4 145.191 49.7817 170.816 191.047
77.5 149.274 68.4756 169.818 172.353
77.6 154.534 87.1695 169.738 153.66
77.7 160.469 104.034 170.753 136.795
77.8 166.799 117.417 172.937 123.412
77.9 173.35 126.01 176.157 114.819
78 180 128.97 180 111.859
78.1 6.65002 126.01 3.84349 114.819
78.2 13.2006 117.417 7.06263 123.412
78.3 19.5305 104.034 9.24656 136.795
78.4 25.4659 87.1695 10.2619 153.66
78.5 30.7259 68.4756 10.1822 172.353
78.6 34.8091 49.7817 9.18427 191.047
78.7 36.7302 32.9176 7.47489 207.911
78.8 34.3824 19.5343 5.25463 221.295
78.9 23.3902 10.9416 2.70699 229.887
79 180 7.98079 180 232.848
79.1 156.61 10.9416 177.293 229.887
79.2 145.618 19.5343 174.745 221.295
79.3 143.27 32.9176 172.525 207.911
79.4 145.191 49.7817 170.816 191.047
79.5 149.274 68.4756 169.818 172.353
79.6 154.534 87.1695 169.738 153.66
79.7 160.469 104.034 170.753 136.795
79.8 166.799 117.417 172.937 123.412
79.9 173.35 126.01 176.157 114.819
80 180 128.97 180 111.859
80.1 6.65002 126.01 3.84349 114.819
80.2 13.2006 117.417 7.06263 123.412
80.3 19.5305 104.034 9.24656 136.795
80.4 25.4659 87.1695 10.2619 153.66
80.5 30.7259 68.4756 10.1822 172.353
80.6 34.8091 49.7817 9.18427 191.047
80.7 36.7302 32.9176 7.47489 207.911
80.8 34.3824 19.5343 5.25463 221.295
80.9 23.3902 10.9416 2.70699 229.887
81 1.77399e-12 7.98079 1.79031e-13 232.848
81.1 156.61 10.9416 177.293 229.887
81.2 145.618 19.5343 174.745 221.295
81.3 143.27 32.9176 172.525 207.911
81.4 145.191 49.7817 170.816 191.047
81.5 149.274 68.4756 169.818 172.353
81.6 154.534 87.1695 169.738 153.66
81.7 160.469 104.034 170.753 136.795
81.8 166.799 117.417 172.937 123.412
81.9 173.35 126.01 176.157 114.819
82 180 128.97 180 111.859
82.1 6.65002 126.01 3.84349 114.819
82.2 13.2006 117.417 7.06263 123.412
82.3 19.5305 104.034 9.24656 136.795
82.4 25.4659 87.1695 10.2619 153.66
82.5 30.7259 68.4756 10.1822 172.353
82.6 34.8091 49.7817 9.18427 191.047
82.7 36.7302 32.9176 7.47489 207.911
82.8 34.3824 19.5343 5.25463 221.295
82.9 23.3902 10.9416 2.70699 229.887
83 180 7.98079 180 232.848
83.1 156.61 10.9416 177.293 229.887
83.2 145.618 19.5343 174.745 221.295
83.3 143.27 32.9176 172.525 207.911
83.4 145.191 49.7817 170.816 191.047
83.5 149.274 68.4756 169.818 172.353
83.6 154.534 87.1695 169.738 153.66
83.7 160.469 104.034 170.753 136.795
83.8 166.799 117.417 172.937 123.412
83.9 173.35 126.01 176.157 114.819
84 8.32567e-14 128.97 4.94122e-14 111.859
84.1 6.65002 126.01 3.84349 114.819
84.2 13.2006 117.417 7.06263 123.412
84.3 19.5305 104.034 9.24656 136.795
84.4 25.4659 87.1695 10.2619 153.66
84.5 30.7259 68.4756 10.1822 172.353
84.6 34.8091 49.7817 9.18427 191.047
84.7 36.7302 32.9176 7.47489 207.911
84.8 34.3824 19.5343 5.25463 221.295
84.9 23.3902 10.9416 2.70699 229.887
85 5.91117e-13 7.98079 5.96556e-14 232.848
85.1 156.61 10.9416 177.293 229.887
85.2 145.618 19.5343 174.745 221.295
85.3 143.27 32.9176 172.525 207.911
85.4 145.191 49.7817 170.816 191.047
85.5 149.274 68.4756 169.818 172.353
85.6 154.534 87.1695 169.738 153.66
85.7 160.469 104.034 170.753 136.795
85.8 166.799 117.417 172.937 123.412
85.9 173.35 126.01 176.157 114.819
86 180 128.97 180 111.859
86.1 6.65002 126.01 3.84349 114.819
86.2 13.2006 117.417 7.06263 123.412
86.3 19.5305 104.034 9.24656 136.795
86.4 25.4659 87.1695 10.2619 153.66
86.5 30.7259 68.4756 10.1822 172.353
86.6 34.8091 49.7817 9.18427 191.047
86.7 36.7302 32.9176 7.47489 207.911
86.8 34.3824 19.5343 5.25463 221.295
86.9 23.3902 10.9416 2.70699 229.887
87 2.44989e-12 7.98079 2.47243e-13 232.848
87.1 156.61 10.9416 177.293 229.887
87.2 145.618 19.5343 174.745 221.295
87.3 143.27 32.9176 172.525 207.911
87.4 145.191 49.7817 170.816 191.047
87.5 149.274 68.4756 169.818 172.353
87.6 154.534 87.1695 169.738 153.66
87.7 160.469 104.034 170.753 136.795
87.8 166.799 117.417 172.937 123.412
87.9 173.35 126.01 176.157 114.819
88 180 128.97 180 111.859
88.1 6.65002 126.01 3.84349 114.819
88.2 13.2006 117.417 7.06263 123.412
88.3 19.5305 104.034 9.24656 136.795
88.4 25.4659 87.1695 10.2619 153.66
88.5 30.7259 68.4756 10.1822 172.353
88.6 34.8091 49.7817 9.18427 191.047
88.7 36.7302 32.9176 7.47489 207.911
88.8 34.3824 19.5343 5.25463 221.295
88.9 23.3902 10.9416 2.70699 229.887
89 180 7.98079 180 232.848
89.1 156.61 10.9416 177.293 229.887
89.2 145.618 19.5343 174.745 221.295
89.3 143.27 32.9176 172.525 207.911
89.4 145.191 49.7817 170.816 191.047
89.5 149.274 68.4756 169.818 172.353
89.6 154.534 87.1695 169.738 153.66
89.7 160.469 104.034 170.753 136.795
89.8 166.799 117.417 172.937 123.412
89.9 173.35 126.01 176.157 114.819
90 180 128.97 180 111.859
90.1 6.65002 126.01 3.84349 114.819
90.2 13.2006 117.417 7.06263 123.412
90.3 19.5305 104.034 9.24656 136.795
90.4 25.4659 87.1695 10.2619 153.66
90.5 30.7259 68.4756 10.1822 172.353
90.6 34.8091 49.7817 9.18427 191.047
90.7 36.7302 32.9176 7.47489 207.911
90.8 34.3824 19.5343 5.25463 221.295
90.9 23.3902 10.9416 2.70699 229.887
91 1.26702e-12 7.98079 1.27867e-13 232.848
91.1 156.61 10.9416 177.293 229.887
91.2 145.618 19.5343 174.745 221.295
91.3 143.27 32.9176 172.525 207.911
91.4 145.191 49.7817 170.816 191.047
91.5 149.274 68.4756 169.818 172.353
91.6 154.534 87.1695 169.738 153.66
91.7 160.469 104.034 170.753 136.795
91.8 166.799 117.417 172.937 123.412
91.9 173.35 126.01 176.157 114.819
92 180 128.97 180 111.859
92.1 6.65002 126.01 3.84349 114.819
92.2 13.2006 117.417 7.06263 123.412
92.3 19.5305 104.034 9.24656 136.795
92.4 25.4659 87.1695 10.2619 153.66
92.5 30.7259 68.4756 10.1822 172.353
92.6 34.8091 49.7817 9.18427 191.047
92.7 36.7302 32.9176 7.47489 207.911
92.8 34.3824 19.5343 5.25463 221.295
92.9 23.3902 10.9416 2.70699 229.887
93 3.12579e-12 7.98079 3.15455e-13 232.848
93.1 156.61 10.9416 177.293 229.887
93.2 145.618 19.5343 174.745 221.295
93.3 143.27 32.9176 172.525 207.911
93.4 145.191 49.7817 170.816 191.047
93.5 149.274 68.4756 169.818 172.353
93.6 154.534 87.1695 169.738 153.66
93.7 160.469 104.034 170.753 136.795
93.8 166.799 117.417 172.937 123.412
93.9 173.35 126.01 176.157 114.819
94 2.08037e-13 128.97 1.23468e-13 111.859
94.1 6.65002 126.01 3.84349 114.819
94.2 13.2006 117.417 7.06263 123.412
94.3 19.5305 104.034 9.24656 136.795
94.4 25.4659 87.1695 10.2619 153.66
94.5 30.7259 68.4756 10.1822 172.353
94.6 34.8091 49.7817 9.18427 191.047
94.7 36.7302 32.9176 7.47489 207.911
94.8 34.3824 19.5343 5.25463 221.295
94.9 23.3902 10.9416 2.70699 229.887
95 8.41404e-14 7.98079 8.49145e-15 232.848
95.1 156.61 10.9416 177.293 229.887
95.2 145.618 19.5343 174.745 221.295
95.3 143.27 32.9176 172.525 207.911
95.4 145.191 49.7817 170.816 191.047
95.5 149.274 68.4756 169.818 172.353
95.6 154.534 87.1695 169.738 153.66
95.7 160.469 104.034 170.753 136.795
95.8 166.799 117.417 172.937 123.412
95.9 173.35 126.01 176.157 114.819
96 180 128.97 180 111.859
96.1 6.65002 126.01 3.84349 114.819
96.2 13.2006 117.417 7.06263 123.412
96.3 19.5305 104.034 9.24656 136.795
96.4 25.4659 87.1695 10.2619 153.66
96.5 30.7259 68.4756 10.1822 172.353
96.6 34.8091 49.7817 9.18427 191.047
96.7 36.7302 32.9176 7.47489 207.911
96.8 34.3824 19.5343 5.25463 221.295
96.9 23.3902 10.9416 2.70699 229.887
97 1.94291e-12 7.98079 1.96079e-13 232.848
97.1 156.61 10.9416 177.293 229.887
97.2 145.618 19.5343 174.745 221.295
97.3 143.27 32.9176 172.525 207.911
97.4 145.191 49.7817 170.816 191.047
97.5 149.274 68.4756 169.818 172.353
97.6 154.534 87.1695 169.738 153.66
97.7 160.469 104.034 170.753 136.795
97.8 166.799 117.417 172.937 123.412
97.9 173.35 126.01 176.157 114.819
98 180 128.97 180 111.859
98.1 6.65002 126.01 3.84349 114.819
98.2 13.2006 117.417 7.06263 123.412
98.3 19.5305 104.034 9.24656 136.795
98.4 25.4659 87.1695 10.2619 153.66
98.5 30.7259 68.4756 10.1822 172.353
98.6 34.8091 49.7817 9.18427 191.047
98.7 36.7302 32.9176 7.47489 207.911
98.8 34.3824 19.5343 5.25463 221.295
98.9 23.3902 10.9416 2.70699 229.887
99 180 7.98079 180 232.848
99.1 156.61 10.9416 177.293 229.887
99.2 145.618 19.5343 174.745 221.295
99.3 143.27 32.9176 172.525 207.911
99.4 145.191 49.7817 170.816 191.047
99.5 149.274 68.4756 169.818 172.353
99.6 154.534 87.1695 169.738 153.66
99.7 160.469 104.034 170.753 136.795
99.8 166.799 117.417 172.937 123.412
99.9 173.35 126.01 176.157 114.819
100 4.16809e-14 128.97 2.47373e-14 111.859
100.1 6.65002 126.01 3.84349 114.819
100.2 13.2006 117.417 7.06263 123.412
100.3 19.5305 104.034 9.24656 136.795
100.4 25.4659 87.1695 10.2619 153.66
100.5 30.7259 68.4756 10.1822 172.353
100.6 34.8091 49.7817 9.18427 191.047
100.7 36.7302 32.9176 7.47489 207.911
100.8 34.3824 19.5343 5.25463 221.295
100.9 23.3902 10.9416 2.70699 229.887
101 7.60039e-13 7.98079 7.67031e-14 232.848
101.1 156.61 10.9416 177.293 229.887
101.2 145.618 19.5343 174.745 221.295
101.3 143.27 32.9176 172.525 207.911
101.4 145.191 49.7817 170.816 191.047
101.5 149.274 68.4756 169.818 172.353
101.6 154.534 87.1695 169.738 153.66
101.7 160.469 104.034 170.753 136.795
101.8 166.799 117.417 172.937 123.412
101.9 173.35 126.01 176.157 114.819
102 180 128.97 180 111.859
102.1 6.65002 126.01 3.84349 114.819
102.2 13.2006 117.417 7.06263 123.412
102.3 19.5305 104.034 9.24656 136.795
102.4 25.4659 87.1695 10.2619 153.66
102.5 30.7259 68.4756 10.1822 172.353
102.6 34.8091 49.7817 9.18427 191.047
102.7 36.7302 32.9176 7.47489 207.911
102.8 34.3824 19.5343 5.25463 221.295
102.9 23.3902 10.9416 2.70699 229.887
103 2.61881e-12 7.98079 2.64291e-13 232.848
103.1 156.61 10.9416 177.293 229.887
103.2 145.618 19.5343 174.745 221.295
103.3 143.27 32.9176 172.525 207.911
103.4 145.191 49.7817 170.816 191.047
103.5 149.274 68.4756 169.818 172.353
103.6 154.534 87.1695 169.738 153.66
103.7 160.469 104.034 170.753 136.795
103.8 166.799 117.417 172.937 123.412
103.9 173.35 126.01 176.157 114.819
104 3.32817e-13 128.97 1.97524e-13 111.859
104.1 6.65002 126.01 3.84349 114.819
104.2 13.2006 117.417 7.06263 123.412
104.3 19.5305 104.034 9.24656 136.795
104.4 25.4659 87.1695 10.2619 153.66
104.5 30.7259 68.4756 10.1822 172.353
104.6 34.8091 49.7817 9.18427 191.047
104.7 36.7302 32.9176 7.47489 207.911
104.8 34.3824 19.5343 5.25463 221.295
104.9 23.3902 10.9416 2.70699 229.887
105 180 7.98079 180 232.848
105.1 156.61 10.9416 177.293 229.887
105.2 145.618 19.5343 174.745 221.295
105.3 143.27 32.9176 172.525 207.911
105.4 145.191 49.7817 170.816 191.047
105.5 149.274 68.4756 169.818 172.353
105.6 154.534 87.1695 169.738 153.66
105.7 160.469 104.034 170.753 136.795
105.8 166.799 117.417 172.937 123.412
105.9 173.35 126.01 176.157 114.819
106 180 128.97 180 111.859
106.1 6.65002 126.01 3.84349 114.819
106.2 13.2006 117.417 7.06263 123.412
106.3 19.5305 104.034 9.24656 136.795
106.4 25.4659 87.1695 10.2619 153.66
106.5 30.7259 68.4756 10.1822 172.353
106.6 34.8091 49.7817 9.18427 191.047
106.7 36.7302 32.9176 7.47489 207.911
106.8 34.3824 19.5343 5.25463 221.295
106.9 23.3902 10.9416 2.70699 229.887
107 1.43594e-12 7.98079 1.44915e-13 232.848
107.1 156.61 10.9416 177.293 229.887
107.2 145.618 19.5343 174.745 221.295
107.3 143.27 32.9176 172.525 207.911
107.4 145.191 49.7817 170.816 191.047
107.5 149.274 68.4756 169.818 172.353
107.6 154.534 87.1695 169.738 153.66
107.7 160.469 104.034 170.753 136.795
107.8 166.799 117.417 172.937 123.412
107.9 173.35 126.01 176.157 114.819
108 180 128.97 180 111.859
108.1 6.65002 126.01 3.84349 114.819
108.2 13.2006 117.417 7.06263 123.412
108.3 19.5305 104.034 9.24656 136.795
108.4 25.4659 87.1695 10.2619 153.66
108.5 30.7259 68.4756 10.1822 172.353
108.6 34.8091 49.7817 9.18427 191.047
108.7 36.7302 32.9176 7.47489 207.911
108.8 34.3824 19.5343 5.25463 221.295
108.9 23.3902 10.9416 2.70699 229.887
109 3.29471e-12 7.98079 3.32502e-13 232.848
109.1 156.61 10.9416 177.293 229.887
109.2 145.618 19.5343 174.745 221.295
109.3 143.27 32.9176 172.525 207.911
109.4 145.191 49.7817 170.816 191.047
109.5 149.274 68.4756 169.818 172.353
109.6 154.534 87.1695 169.738 153.66
109.7 160.469 104.034 170.753 136.795
109.8 166.799 117.417 172.937 123.412
109.9 173.35 126.01 176.157 114.819
110 1.66461e-13 128.97 9.87932e-14 111.859
110.1 6.65002 126.01 3.84349 114.819
110.2 13.2006 117.417 7.06263 123.412
110.3 19.5305 104.034 9.24656 136.795
110.4 25.4659 87.1695 10.2619 153.66
110.5 30.7259 68.4756 10.1822 172.353
110.6 34.8091 49.7817 9.18427 191.047
110.7 36.7302 32.9176 7.47489 207.911
110.8 34.3824 19.5343 5.25463 221.295
110.9 23.3902 10.9416 2.70699 229.887
111 2.53062e-13 7.98079 2.5539e-14 232.848
111.1 156.61 10.9416 177.293 229.887
111.2 145.618 19.5343 174.745 221.295
111.3 143.27 32.9176 172.525 207.911
111.4 145.191 49.7817 170.816 191.047
111.5 149.274 68.4756 169.818 172.353
111.6 154.534 87.1695 169.738 153.66
111.7 160.469 104.034 170.753 136.795
111.8 166.799 117.417 172.937 123.412
111.9 173.35 126.01 176.157 114.819
112 180 128.97 180 111.859
112.1 6.65002 126.01 3.84349 114.819
112.2 13.2006 117.417 7.06263 123.412
112.3 19.5305 104.034 9.24656 136.795
112.4 25.4659 87.1695 10.2619 153.66
112.5 30.7259 68.4756 10.1822 172.353
112.6 34.8091 49.7817 9.18427 191.047
112.7 36.7302 32.9176 7.47489 207.911
112.8 34.3824 19.5343 5.25463 221.295
112.9 23.3902 10.9416 2.70699 229.887
113 2.11184e-12 7.98079 2.13126e-13 232.848
113.1 156.61 10.9416 177.293 229.887
113.2 145.618 19.5343 174.745 221.295
113.3 143.27 32.9176 172.525 207.911
113.4 145.191 49.7817 170.816 191.047
113.5 149.274 68.4756 169.818 172.353
113.6 154.534 87.1695 169.738 153.66
113.7 160.469 104.034 170.753 136.795
113.8 166.799 117.417 172.937 123.412
113.9 173.35 126.01 176.157 114.819
114 180 128.97 180 111.859
114.1 6.65002 126.01 3.84349 114.819
114.2 13.2006 117.417 7.06263 123.412
114.3 19.5305 104.034 9.24656 136.795
114.4 25.4659 87.1695 10.2619 153.66
114.5 30.7259 68.4756 10.1822 172.353
114.6 34.8091 49.7817 9.18427 191.047
114.7 36.7302 32.9176 7.47489 207.911
114.8 34.3824 19.5343 5.25463 221.295
114.9 23.3902 10.9416 2.70699 229.887
115 180 7.98079 180 232.848
115.1 156.61 10.9416 177.293 229.887
115.2 145.618 19.5343 174.745 221.295
115.3 143.27 32.9176 172.525 207.911
115.4 145.191 49.7817 170.816 191.047
115.5 149.274 68.4756 169.818 172.353
115.6 154.534 87.1695 169.738 153.66
115.7 160.469 104.034 170.753 136.795
115.8 166.799 117.417 172.937 123.412
115.9 173.35 126.01 176.157 114.819
116 1.0507e-16 128.97 6.2358e-17 111.859
116.1 6.65002 126.01 3.84349 114.819
116.2 13.2006 117.417 7.06263 123.412
116.3 19.5305 104.034 9.24656 136.795
116.4 25.4659 87.1695 10.2619 153.66
116.5 30.7259 68.4756 10.1822 172.353
116.6 34.8091 49.7817 9.18427 191.047
116.7 36.7302 32.9176 7.47489 207.911
116.8 34.3824 19.5343 5.25463 221.295
116.9 23.3902 10.9416 2.70699 229.887
117 9.2896e-13 7.98079 9.37506e-14 232.848
117.1 156.61 10.9416 177.293 229.887
117.2 145.618 19.5343 174.745 221.295
117.3 143.27 32.9176 172.525 207.911
117.4 145.191 49.7817 170.816 191.047
117.5 149.274 68.4756 169.818 172.353
117.6 154.534 87.1695 169.738 153.66
117.7 160.469 104.034 170.753 136.795
117.8 166.799 117.417 172.937 123.412
117.9 173.35 126.01 176.157 114.819
118 180 128.97 180 111.859
118.1 6.65002 126.01 3.84349 114.819
118.2 13.2006 117.417 7.06263 123.412
118.3 19.5305 104.034 9.24656 136.795
118.4 25.4659 87.1695 10.2619 153.66
118.5 30.7259 68.4756 10.1822 172.353
118.6 34.8091 49.7817 9.18427 191.047
118.7 36.7302 32.9176 7.47489 207.911
118.8 34.3824 19.5343 5.25463 221.295
118.9 23.3902 10.9416 2.70699 229.887
119 2.78773e-12 7.98079 2.81338e-13 232.848
119.1 156.61 10.9416 177.293 229.887
119.2 145.618 19.5343 174.745 221.295
119.3 143.27 32.9176 172.525 207.911
119.4 145.191 49.7817 170.816 191.047
119.5 149.274 68.4756 169.818 172.353
119.6 154.534 87.1695 169.738 153.66
119.7 160.469 104.034 170.753 136.795
119.8 166.799 117.417 172.937 123.412
119.9 173.35 126.01 176.157 114.819
120 180 128.97 180 111.859
120.1 6.65002 126.01 3.84349 114.819
120.2 13.2006 117.417 7.06263 123.412
120.3 19.5305 104.034 9.24656 136.795
120.4 25.4659 87.1695 10.2619 153.66
120.5 30.7259 68.4756 10.1822 172.353
120.6 34.8091 49.7817 9.18427 191.047
120.7 36.7302 32.9176 7.47489 207.911
120.8 34.3824 19.5343 5.25463 221.295
120.9 23.3902 10.9416 2.70699 229.887
121 180 7.98079 180 232.848
121.1 156.61 10.9416 177.293 229.887
121.2 145.618 19.5343 174.745 221.295
121.3 143.27 32.9176 172.525 207.911
121.4 145.191 49.7817 170.816 191.047
121.5 149.274 68.4756 169.818 172.353
121.6 154.534 87.1695 169.738 153.66
121.7 160.469 104.034 170.753 136.795
121.8 166.799 117.417 172.937 123.412
121.9 173.35 126.01 176.157 114.819
122 180 128.97 180 111.859
122.1 6.65002 126.01 3.84349 114.819
122.2 13.2006 117.417 7.06263 123.412
122.3 19.5305 104.034 9.24656 136.795
122.4 25.4659 87.1695 10.2619 153.66
122.5 30.7259 68.4756 10.1822 172.353
122.6 34.8091 49.7817 9.18427 191.047
122.7 36.7302 32.9176 7.47489 207.911
122.8 34.3824 19.5343 5.25463 221.295
122.9 23.3902 10.9416 2.70699 229.887
123 1.60486e-12 7.98079 1.61962e-13 232.848
123.1 156.61 10.9416 177.293 229.887
123.2 145.618 19.5343 174.745 221.295
123.3 143.27 32.9176 172.525 207.911
123.4 145.191 49.7817 170.816 191.047
123.5 149.274 68.4756 169.818 172.353
123.6 154.534 87.1695 169.738 153.66
123.7 160.469 104.034 170.753 136.795
123.8 166.799 117.417 172.937 123.412
123.9 173.35 126.01 176.157 114.819
124 180 128.97 180 111.859
124.1 6.65002 126.01 3.84349 114.819
124.2 13.2006 117.417 7.06263 123.412
124.3 19.5305 104.034 9.24656 136.795
124.4 25.4659 87.1695 10.2619 153.66
124.5 30.7259 68.4756 10.1822 172.353
124.6 34.8091 49.7817 9.18427 191.047
124.7 36.7302 32.9176 7.47489 207.911
124.8 34.3824 19.5343 5.25463 221.295
124.9 23.3902 10.9416 2.70699 229.887
125 3.46363e-12 7.98079 3.4955e-13 232.848
125.1 156.61 10.9416 177.293 229.887
125.2 145.618 19.5343 174.745 221.295
125.3 143.27 32.9176 172.525 207.911
125.4 145.191 49.7817 170.816 191.047
125.5 149.274 68.4756 169.818 172.353
125.6 154.534 87.1695 169.738 153.66
125.7 160.469 104.034 170.753 136.795
125.8 166.799 117.417 172.937 123.412
125.9 173.35 126.01 176.157 114.819
126 1.24885e-13 128.97 7.41183e-14 111.859
126.1 6.65002 126.01 3.84349 114.819
126.2 13.2006 117.417 7.06263 123.412
126.3 19.5305 104.034 9.24656 136.795
126.4 25.4659 87.1695 10.2619 153.66
126.5 30.7259 68.4756 10.1822 172.353
126.6 34.8091 49.7817 9.18427 191.047
126.7 36.7302 32.9176 7.47489 207.911
126.8 34.3824 19.5343 5.25463 221.295
126.9 23.3902 10.9416 2.70699 229.887
127 4.21983e-13 7.98079 4.25865e-14 232.848
127.1 156.61 10.9416 177.293 229.887
127.2 145.618 19.5343 174.745 221.295
127.3 143.27 32.9176 172.525 207.911
127.4 145.191 49.7817 170.816 191.047
127.5 149.274 68.4756 169.818 172.353
127.6 154.534 87.1695 169.738 153.66
127.7 160.469 104.034 170.753 136.795
127.8 166.799 117.417 172.937 123.412
127.9 173.35 126.01 176.157 114.819
128 180 128.97 180 111.859
128.1 6.65002 126.01 3.84349 114.819
128.2 13.2006 117.417 7.06263 123.412
128.3 19.5305 104.034 9.24656 136.795
128.4 25.4659 87.1695 10.2619 153.66
128.5 30.7259 68.4756 10.1822 172.353
128.6 34.8091 49.7817 9.18427 191.047
128.7 36.7302 32.9176 7.47489 207.911
128.8 34.3824 19.5343 5.25463 221.295
