 Event ID : 0
2.45413 -32.5545 238 131 323.333
-1.33514e-05 -31.2053 252 138 7242.86
-1.33514e-05 -28.3038 258 141 481498
-2.45413 -26.9547 260 142 24656.4
4.90825 -31.2053 268 146 163.227
-2.45413 -24.0532 268 146 5346.74
2.4541 -26.9547 276 150 1.08194e+06
-1.33514e-05 -22.704 298 161 17059.2
4.90825 -28.3038 298 161 26021.3
7.36237 -24.0532 306 165 6495.75
2.4541 -24.0532 306 165 627878
7.36237 -26.9547 306 165 4569.19
4.90825 -22.704 308 166 44861.2
-44.1741 240.904 770 397 708.733
-39.2659 243.874 772 398 241.208
-44.1741 235.372 772 398 592.179
-49.0824 232.403 772 398 260.282
-53.9906 218.37 772 398 93.9981
-49.0824 226.871 774 399 401.004
-49.0824 215.4 778 401 912.653
-53.9906 206.899 778 401 604.154
-49.0824 209.868 782 403 241.686
-58.8988 192.866 782 403 81.2408
-58.8988 198.398 782 403 81.1237
-53.9906 189.897 784 404 548.155
-53.9906 201.367 784 404 329.016
-53.9906 184.364 784 404 489.889
-58.8988 181.395 784 404 418.051
-53.9906 172.894 788 406 416.727
-58.8988 175.863 788 406 650.89
-58.8988 164.393 790 407 724.713
-58.8988 158.861 790 407 333.411
-53.9906 150.359 792 408 177.306
-58.8988 147.39 794 409 405.062
-53.9906 167.362 794 409 163.22
-53.9906 155.891 796 410 81.9804
-53.9906 116.218 798 411 81.0142
-58.8988 141.858 800 412 204.291
-56.4447 126.069 800 412 87.0441
-53.9906 138.889 802 413 105.958
-51.5365 111.968 802 413 176.719
-53.9906 113.317 806 415 254.792
-44.1741 79.3117 806 415 80.5088
-49.0824 90.7145 806 415 160.727
-51.5365 94.9652 806 415 90.8394
-46.6282 86.4639 810 417 160.556
-49.0824 87.813 810 417 162.406
-49.0824 96.3143 810 417 321.913
-51.5365 92.0637 810 417 80.1491
-51.5365 103.467 810 417 161.589
-44.1741 73.7119 810 417 171.767
-41.72 69.4613 812 418 82.4522
-39.2659 62.3091 814 419 84.1741
-36.8118 58.0584 814 419 87.9868
-36.8118 60.9599 816 420 330.723
-34.3576 53.8078 818 421 90.5019
-26.9953 41.0558 818 421 162.782
-39.2659 65.2106 820 422 180.328
-31.9035 49.5571 822 423 692.479
-29.4494 45.3065 822 423 162.258
-24.5412 31.2053 822 423 176.138
-14.7247 22.704 824 424 81.2274
-24.5412 36.8052 826 425 83.9496
-22.0871 32.5545 828 426 424.392
-17.1788 24.0532 830 427 525.737
