 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\54_130.txt

 Ion = Xenon [54] , Mass = 130 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 170.00 MeV   1.061E+02  2.666E-01  157.12 mm     3.67 mm     2.27 mm  
 180.00 MeV   1.069E+02  2.542E-01  162.47 mm     3.75 mm     2.28 mm  
 200.00 MeV   1.080E+02  2.327E-01  173.07 mm     4.04 mm     2.30 mm  
 225.00 MeV   1.088E+02  2.108E-01  186.21 mm     4.45 mm     2.32 mm  
 250.00 MeV   1.091E+02  1.929E-01  199.28 mm     4.82 mm     2.34 mm  
 275.00 MeV   1.098E+02  1.780E-01  212.29 mm     5.16 mm     2.37 mm  
 300.00 MeV   1.098E+02  1.654E-01  225.27 mm     5.48 mm     2.38 mm  
 325.00 MeV   1.092E+02  1.545E-01  238.28 mm     5.78 mm     2.40 mm  
 350.00 MeV   1.088E+02  1.451E-01  251.35 mm     6.07 mm     2.42 mm  
 375.00 MeV   1.083E+02  1.368E-01  264.48 mm     6.35 mm     2.44 mm  
 400.00 MeV   1.078E+02  1.294E-01  277.67 mm     6.62 mm     2.46 mm  
 450.00 MeV   1.065E+02  1.170E-01  304.27 mm     7.62 mm     2.49 mm  
 500.00 MeV   1.052E+02  1.069E-01  331.21 mm     8.52 mm     2.52 mm  
 550.00 MeV   1.037E+02  9.851E-02  358.51 mm     9.35 mm     2.55 mm  
 600.00 MeV   1.022E+02  9.139E-02  386.20 mm    10.14 mm     2.58 mm  
 650.00 MeV   1.008E+02  8.528E-02  414.29 mm    10.89 mm     2.61 mm  
 700.00 MeV   9.928E+01  7.999E-02  442.81 mm    11.62 mm     2.64 mm  
 800.00 MeV   9.634E+01  7.125E-02  501.14 mm    14.25 mm     2.70 mm  
 900.00 MeV   9.344E+01  6.431E-02  561.27 mm    16.59 mm     2.77 mm  
   1.00 GeV   9.060E+01  5.867E-02  623.28 mm    18.77 mm     2.83 mm  
   1.10 GeV   8.781E+01  5.399E-02  687.25 mm    20.84 mm     2.89 mm  
   1.20 GeV   8.509E+01  5.003E-02  753.26 mm    22.84 mm     2.96 mm  
   1.30 GeV   8.243E+01  4.665E-02  821.39 mm    24.79 mm     3.03 mm  
   1.40 GeV   7.985E+01  4.371E-02  891.72 mm    26.71 mm     3.10 mm  
   1.50 GeV   7.734E+01  4.114E-02  964.33 mm    28.62 mm     3.17 mm  
   1.60 GeV   7.491E+01  3.888E-02    1.04 m     30.52 mm     3.25 mm  
   1.70 GeV   7.257E+01  3.686E-02    1.12 m     32.42 mm     3.33 mm  
   1.80 GeV   7.032E+01  3.505E-02    1.20 m     34.33 mm     3.41 mm  
   2.00 GeV   6.609E+01  3.194E-02    1.36 m     41.71 mm     3.58 mm  
   2.25 GeV   6.135E+01  2.878E-02    1.59 m     52.39 mm     3.82 mm  
   2.50 GeV   5.721E+01  2.622E-02    1.83 m     62.50 mm     4.08 mm  
   2.75 GeV   5.367E+01  2.409E-02    2.09 m     72.34 mm     4.36 mm  
   3.00 GeV   5.072E+01  2.230E-02    2.36 m     82.03 mm     4.66 mm  
   3.25 GeV   4.831E+01  2.077E-02    2.65 m     91.61 mm     4.99 mm  
   3.50 GeV   4.642E+01  1.945E-02    2.95 m    101.04 mm     5.33 mm  
   3.75 GeV   4.502E+01  1.829E-02    3.26 m    110.26 mm     5.69 mm  
   4.00 GeV   4.371E+01  1.727E-02    3.58 m    119.27 mm     6.06 mm  
   4.50 GeV   4.057E+01  1.554E-02    4.26 m    153.03 mm     6.84 mm  
   5.00 GeV   3.790E+01  1.415E-02    4.99 m    184.44 mm     7.69 mm  
   5.50 GeV   3.560E+01  1.299E-02    5.77 m    214.70 mm     8.59 mm  
   6.00 GeV   3.360E+01  1.202E-02    6.59 m    244.37 mm     9.54 mm  
   6.50 GeV   3.184E+01  1.118E-02    7.46 m    273.77 mm    10.54 mm  
   7.00 GeV   3.028E+01  1.046E-02    8.38 m    303.08 mm    11.60 mm  
   8.00 GeV   2.764E+01  9.280E-03   10.36 m    412.07 mm    13.86 mm  
   9.00 GeV   2.549E+01  8.347E-03   12.51 m    512.23 mm    16.30 mm  
