 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\50_120.txt

 Ion = Tin [50] , Mass = 120 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 400.00 MeV   9.686E+01  1.049E-01  315.60 mm     7.51 mm     2.84 mm  
 450.00 MeV   9.578E+01  9.483E-02  345.20 mm     8.60 mm     2.88 mm  
 500.00 MeV   9.448E+01  8.660E-02  375.18 mm     9.59 mm     2.91 mm  
 550.00 MeV   9.306E+01  7.976E-02  405.59 mm    10.51 mm     2.95 mm  
 600.00 MeV   9.157E+01  7.398E-02  436.48 mm    11.38 mm     2.98 mm  
 650.00 MeV   9.004E+01  6.902E-02  467.89 mm    12.22 mm     3.01 mm  
 700.00 MeV   8.849E+01  6.472E-02  499.85 mm    13.03 mm     3.05 mm  
 800.00 MeV   8.538E+01  5.762E-02  565.48 mm    16.00 mm     3.11 mm  
 900.00 MeV   8.231E+01  5.200E-02  633.54 mm    18.67 mm     3.18 mm  
   1.00 GeV   7.932E+01  4.742E-02  704.16 mm    21.18 mm     3.25 mm  
   1.10 GeV   7.641E+01  4.363E-02  777.46 mm    23.58 mm     3.32 mm  
   1.20 GeV   7.359E+01  4.042E-02  853.55 mm    25.92 mm     3.40 mm  
   1.30 GeV   7.089E+01  3.768E-02  932.56 mm    28.23 mm     3.48 mm  
   1.40 GeV   6.829E+01  3.530E-02    1.01 m     30.52 mm     3.56 mm  
   1.50 GeV   6.580E+01  3.322E-02    1.10 m     32.81 mm     3.64 mm  
   1.60 GeV   6.342E+01  3.138E-02    1.19 m     35.11 mm     3.73 mm  
   1.70 GeV   6.116E+01  2.975E-02    1.28 m     37.43 mm     3.82 mm  
   1.80 GeV   5.902E+01  2.828E-02    1.37 m     39.77 mm     3.92 mm  
   2.00 GeV   5.508E+01  2.577E-02    1.57 m     48.82 mm     4.13 mm  
   2.25 GeV   5.079E+01  2.321E-02    1.84 m     61.97 mm     4.42 mm  
   2.50 GeV   4.717E+01  2.114E-02    2.14 m     74.44 mm     4.74 mm  
   2.75 GeV   4.419E+01  1.943E-02    2.45 m     86.58 mm     5.09 mm  
   3.00 GeV   4.179E+01  1.798E-02    2.78 m     98.50 mm     5.47 mm  
   3.25 GeV   3.993E+01  1.674E-02    3.13 m    110.20 mm     5.88 mm  
   3.50 GeV   3.857E+01  1.567E-02    3.49 m    121.61 mm     6.31 mm  
   3.75 GeV   3.718E+01  1.474E-02    3.87 m    132.77 mm     6.75 mm  
   4.00 GeV   3.568E+01  1.391E-02    4.26 m    143.87 mm     7.22 mm  
   4.50 GeV   3.305E+01  1.252E-02    5.09 m    185.81 mm     8.22 mm  
   5.00 GeV   3.083E+01  1.139E-02    5.99 m    224.78 mm     9.30 mm  
   5.50 GeV   2.892E+01  1.046E-02    6.94 m    262.32 mm    10.45 mm  
   6.00 GeV   2.726E+01  9.673E-03    7.96 m    299.14 mm    11.67 mm  
   6.50 GeV   2.581E+01  9.002E-03    9.04 m    335.63 mm    12.96 mm  
   7.00 GeV   2.453E+01  8.421E-03   10.17 m    372.00 mm    14.31 mm  
   8.00 GeV   2.238E+01  7.467E-03   12.61 m    507.17 mm    17.21 mm  
   9.00 GeV   2.063E+01  6.715E-03   15.26 m    631.31 mm    20.34 mm  
  10.00 GeV   1.918E+01  6.106E-03   18.13 m    750.61 mm    23.70 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.1607E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
