 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\42_101.txt

 Ion = Molybdenum [42] , Mass = 101 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   4.942E+01  5.677E-01   70.85 mm     2.07 mm     2.05 mm  
  32.50 MeV   5.122E+01  5.328E-01   73.66 mm     2.12 mm     2.07 mm  
  35.00 MeV   5.289E+01  5.023E-01   76.37 mm     2.15 mm     2.08 mm  
  37.50 MeV   5.445E+01  4.754E-01   79.00 mm     2.19 mm     2.10 mm  
  40.00 MeV   5.592E+01  4.514E-01   81.57 mm     2.22 mm     2.11 mm  
  45.00 MeV   5.863E+01  4.105E-01   86.51 mm     2.34 mm     2.14 mm  
  50.00 MeV   6.108E+01  3.770E-01   91.24 mm     2.43 mm     2.16 mm  
  55.00 MeV   6.330E+01  3.489E-01   95.80 mm     2.52 mm     2.18 mm  
  60.00 MeV   6.534E+01  3.250E-01  100.21 mm     2.60 mm     2.20 mm  
  65.00 MeV   6.720E+01  3.043E-01  104.50 mm     2.67 mm     2.22 mm  
  70.00 MeV   6.890E+01  2.864E-01  108.67 mm     2.74 mm     2.23 mm  
  80.00 MeV   7.189E+01  2.565E-01  116.75 mm     2.97 mm     2.26 mm  
  90.00 MeV   7.439E+01  2.327E-01  124.52 mm     3.17 mm     2.28 mm  
 100.00 MeV   7.646E+01  2.131E-01  132.06 mm     3.35 mm     2.30 mm  
 110.00 MeV   7.816E+01  1.968E-01  139.42 mm     3.51 mm     2.32 mm  
 120.00 MeV   7.956E+01  1.830E-01  146.64 mm     3.66 mm     2.34 mm  
 130.00 MeV   8.068E+01  1.711E-01  153.75 mm     3.79 mm     2.35 mm  
 140.00 MeV   8.157E+01  1.608E-01  160.77 mm     3.92 mm     2.37 mm  
 150.00 MeV   8.226E+01  1.517E-01  167.72 mm     4.04 mm     2.38 mm  
 160.00 MeV   8.279E+01  1.436E-01  174.63 mm     4.16 mm     2.39 mm  
 170.00 MeV   8.316E+01  1.365E-01  181.49 mm     4.28 mm     2.40 mm  
 180.00 MeV   8.341E+01  1.300E-01  188.34 mm     4.38 mm     2.42 mm  
 200.00 MeV   8.360E+01  1.189E-01  201.98 mm     4.79 mm     2.44 mm  
 225.00 MeV   8.413E+01  1.075E-01  218.97 mm     5.36 mm     2.46 mm  
 250.00 MeV   8.339E+01  9.825E-02  235.99 mm     5.88 mm     2.49 mm  
 275.00 MeV   8.279E+01  9.055E-02  253.14 mm     6.36 mm     2.51 mm  
 300.00 MeV   8.203E+01  8.403E-02  270.44 mm     6.82 mm     2.54 mm  
 325.00 MeV   8.114E+01  7.844E-02  287.92 mm     7.25 mm     2.56 mm  
 350.00 MeV   8.019E+01  7.358E-02  305.59 mm     7.67 mm     2.58 mm  
 375.00 MeV   7.918E+01  6.933E-02  323.48 mm     8.08 mm     2.60 mm  
 400.00 MeV   7.815E+01  6.557E-02  341.61 mm     8.48 mm     2.62 mm  
 450.00 MeV   7.606E+01  5.921E-02  378.60 mm     9.96 mm     2.67 mm  
 500.00 MeV   7.398E+01  5.403E-02  416.63 mm    11.32 mm     2.71 mm  
 550.00 MeV   7.194E+01  4.973E-02  455.72 mm    12.60 mm     2.75 mm  
 600.00 MeV   6.997E+01  4.610E-02  495.93 mm    13.83 mm     2.80 mm  
 650.00 MeV   6.806E+01  4.299E-02  537.27 mm    15.01 mm     2.84 mm  
 700.00 MeV   6.622E+01  4.029E-02  579.76 mm    16.17 mm     2.89 mm  
 800.00 MeV   6.273E+01  3.584E-02  668.30 mm    20.46 mm     2.98 mm  
 900.00 MeV   5.950E+01  3.232E-02  761.71 mm    24.35 mm     3.08 mm  
   1.00 GeV   5.649E+01  2.946E-02  860.15 mm    28.05 mm     3.19 mm  
   1.10 GeV   5.369E+01  2.709E-02  963.77 mm    31.65 mm     3.31 mm  
   1.20 GeV   5.109E+01  2.508E-02    1.07 m     35.21 mm     3.43 mm  
   1.30 GeV   4.868E+01  2.337E-02    1.19 m     38.75 mm     3.56 mm  
   1.40 GeV   4.643E+01  2.189E-02    1.31 m     42.31 mm     3.70 mm  
   1.50 GeV   4.435E+01  2.059E-02    1.43 m     45.90 mm     3.85 mm  
   1.60 GeV   4.243E+01  1.945E-02    1.56 m     49.53 mm     4.00 mm  
   1.70 GeV   4.065E+01  1.843E-02    1.70 m     53.20 mm     4.17 mm  
   1.80 GeV   3.902E+01  1.752E-02    1.85 m     56.94 mm     4.35 mm  
   2.00 GeV   3.614E+01  1.595E-02    2.15 m     71.36 mm     4.73 mm  
   2.25 GeV   3.322E+01  1.436E-02    2.56 m     92.12 mm     5.25 mm  
   2.50 GeV   3.096E+01  1.307E-02    3.01 m    111.57 mm     5.83 mm  
   2.75 GeV   2.930E+01  1.201E-02    3.48 m    130.15 mm     6.46 mm  
   3.00 GeV   2.815E+01  1.111E-02    3.98 m    147.91 mm     7.12 mm  
   3.25 GeV   2.677E+01  1.034E-02    4.50 m    165.18 mm     7.81 mm  
   3.50 GeV   2.548E+01  9.676E-03    5.04 m    182.37 mm     8.54 mm  
   3.75 GeV   2.431E+01  9.096E-03    5.62 m    199.59 mm     9.31 mm  
   4.00 GeV   2.326E+01  8.584E-03    6.22 m    216.88 mm    10.11 mm  
   4.50 GeV   2.145E+01  7.722E-03    7.49 m    282.35 mm    11.81 mm  
   5.00 GeV   1.993E+01  7.024E-03    8.87 m    343.33 mm    13.63 mm  
   5.50 GeV   1.864E+01  6.446E-03   10.36 m    402.22 mm    15.58 mm  
   6.00 GeV   1.753E+01  5.960E-03   11.94 m    460.09 mm    17.65 mm  
   6.50 GeV   1.656E+01  5.544E-03   13.61 m    517.52 mm    19.83 mm  
   7.00 GeV   1.572E+01  5.185E-03   15.38 m    574.82 mm    22.12 mm  
   8.00 GeV   1.430E+01  4.596E-03   19.19 m    787.77 mm    27.01 mm  
   9.00 GeV   1.317E+01  4.131E-03   23.35 m    983.29 mm    32.29 mm  
  10.00 GeV   1.223E+01  3.755E-03   27.84 m      1.17 m     37.95 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.5948E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
