 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\43_103.txt

 Ion = Technetium [43] , Mass = 103 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.80 GeV   4.126E+01  1.863E-02    1.77 m     54.14 mm     4.25 mm  
   2.00 GeV   3.823E+01  1.696E-02    2.05 m     67.71 mm     4.60 mm  
   2.25 GeV   3.513E+01  1.527E-02    2.44 m     87.29 mm     5.09 mm  
   2.50 GeV   3.271E+01  1.391E-02    2.87 m    105.67 mm     5.63 mm  
   2.75 GeV   3.089E+01  1.277E-02    3.31 m    123.28 mm     6.21 mm  
   3.00 GeV   2.960E+01  1.182E-02    3.79 m    140.19 mm     6.83 mm  
   3.25 GeV   2.830E+01  1.100E-02    4.28 m    156.58 mm     7.48 mm  
   3.50 GeV   2.694E+01  1.029E-02    4.80 m    172.80 mm     8.16 mm  
   3.75 GeV   2.572E+01  9.677E-03    5.34 m    189.05 mm     8.87 mm  
   4.00 GeV   2.462E+01  9.132E-03    5.91 m    205.37 mm     9.62 mm  
   4.50 GeV   2.271E+01  8.216E-03    7.11 m    267.11 mm    11.21 mm  
   5.00 GeV   2.111E+01  7.473E-03    8.42 m    324.61 mm    12.92 mm  
   5.50 GeV   1.975E+01  6.859E-03    9.81 m    380.11 mm    14.74 mm  
   6.00 GeV   1.858E+01  6.342E-03   11.30 m    434.65 mm    16.67 mm  
   6.50 GeV   1.756E+01  5.900E-03   12.88 m    488.76 mm    18.71 mm  
   7.00 GeV   1.667E+01  5.518E-03   14.55 m    542.75 mm    20.85 mm  
   8.00 GeV   1.517E+01  4.891E-03   18.14 m    743.40 mm    25.42 mm  
   9.00 GeV   1.397E+01  4.397E-03   22.07 m    927.63 mm    30.36 mm  
  10.00 GeV   1.298E+01  3.996E-03   26.31 m      1.10 m     35.65 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.5330E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
