 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\49_118.txt

 Ion = Indium [49] , Mass = 118 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 GeV   2.752E+01  9.917E-03    7.25 m    275.16 mm    10.87 mm  
   6.00 GeV   2.593E+01  9.172E-03    8.32 m    313.93 mm    12.17 mm  
   6.50 GeV   2.455E+01  8.535E-03    9.45 m    352.35 mm    13.54 mm  
   7.00 GeV   2.333E+01  7.985E-03   10.64 m    390.65 mm    14.97 mm  
   8.00 GeV   2.127E+01  7.080E-03   13.21 m    533.00 mm    18.05 mm  
   9.00 GeV   1.960E+01  6.366E-03   16.00 m    663.72 mm    21.38 mm  
  10.00 GeV   1.822E+01  5.788E-03   19.02 m    789.36 mm    24.94 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.2075E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
