 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\30_72.txt

 Ion = Zinc [30] , Mass = 72 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 200.00 MeV   5.424E+01  4.781E-02  244.01 mm     6.17 mm     2.24 mm  
 225.00 MeV   5.267E+01  4.317E-02  270.69 mm     7.24 mm     2.28 mm  
 250.00 MeV   5.111E+01  3.939E-02  298.18 mm     8.22 mm     2.32 mm  
 275.00 MeV   4.961E+01  3.626E-02  326.50 mm     9.14 mm     2.35 mm  
 300.00 MeV   4.817E+01  3.361E-02  355.68 mm    10.03 mm     2.39 mm  
 325.00 MeV   4.680E+01  3.134E-02  385.72 mm    10.90 mm     2.43 mm  
 350.00 MeV   4.550E+01  2.937E-02  416.63 mm    11.74 mm     2.47 mm  
 375.00 MeV   4.426E+01  2.765E-02  448.41 mm    12.57 mm     2.52 mm  
 400.00 MeV   4.309E+01  2.613E-02  481.07 mm    13.40 mm     2.56 mm  
 450.00 MeV   4.091E+01  2.356E-02  549.03 mm    16.49 mm     2.65 mm  
 500.00 MeV   3.894E+01  2.147E-02  620.51 mm    19.34 mm     2.75 mm  
 550.00 MeV   3.714E+01  1.974E-02  695.55 mm    22.07 mm     2.85 mm  
 600.00 MeV   3.548E+01  1.828E-02  774.15 mm    24.71 mm     2.96 mm  
 650.00 MeV   3.395E+01  1.704E-02  856.37 mm    27.31 mm     3.07 mm  
 700.00 MeV   3.253E+01  1.595E-02  942.22 mm    29.89 mm     3.20 mm  
 800.00 MeV   2.998E+01  1.417E-02    1.12 m     39.52 mm     3.46 mm  
 900.00 MeV   2.775E+01  1.277E-02    1.32 m     48.43 mm     3.75 mm  
   1.00 GeV   2.580E+01  1.162E-02    1.54 m     57.07 mm     4.07 mm  
   1.10 GeV   2.407E+01  1.068E-02    1.77 m     65.62 mm     4.43 mm  
   1.20 GeV   2.255E+01  9.881E-03    2.01 m     74.21 mm     4.81 mm  
   1.30 GeV   2.121E+01  9.200E-03    2.27 m     82.89 mm     5.22 mm  
   1.40 GeV   2.003E+01  8.611E-03    2.55 m     91.68 mm     5.66 mm  
   1.50 GeV   1.900E+01  8.095E-03    2.84 m    100.59 mm     6.12 mm  
   1.60 GeV   1.811E+01  7.641E-03    3.15 m    109.60 mm     6.62 mm  
   1.70 GeV   1.733E+01  7.237E-03    3.47 m    118.70 mm     7.14 mm  
   1.80 GeV   1.667E+01  6.875E-03    3.81 m    127.85 mm     7.69 mm  
   2.00 GeV   1.564E+01  6.255E-03    4.51 m    162.34 mm     8.84 mm  
   2.25 GeV   1.463E+01  5.627E-03    5.46 m    210.16 mm    10.38 mm  
   2.50 GeV   1.356E+01  5.118E-03    6.47 m    254.38 mm    12.02 mm  
   2.75 GeV   1.266E+01  4.697E-03    7.56 m    297.41 mm    13.77 mm  
   3.00 GeV   1.188E+01  4.343E-03    8.72 m    339.94 mm    15.64 mm  
   3.25 GeV   1.120E+01  4.040E-03    9.96 m    382.34 mm    17.61 mm  
   3.50 GeV   1.061E+01  3.778E-03   11.27 m    424.82 mm    19.68 mm  
   3.75 GeV   1.008E+01  3.550E-03   12.65 m    467.50 mm    21.86 mm  
   4.00 GeV   9.617E+00  3.349E-03   14.10 m    510.46 mm    24.13 mm  
   4.50 GeV   8.820E+00  3.010E-03   17.20 m    672.93 mm    28.97 mm  
