 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\48_115.txt

 Ion = Cadmium [48] , Mass = 115 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   4.742E+01  7.951E-01   71.92 mm     2.18 mm     2.15 mm  
  32.50 MeV   4.936E+01  7.470E-01   74.82 mm     2.22 mm     2.17 mm  
  35.00 MeV   5.118E+01  7.048E-01   77.62 mm     2.26 mm     2.20 mm  
  37.50 MeV   5.289E+01  6.675E-01   80.32 mm     2.30 mm     2.22 mm  
  40.00 MeV   5.452E+01  6.344E-01   82.95 mm     2.33 mm     2.23 mm  
  45.00 MeV   5.754E+01  5.777E-01   87.98 mm     2.44 mm     2.27 mm  
  50.00 MeV   6.033E+01  5.311E-01   92.78 mm     2.54 mm     2.29 mm  
  55.00 MeV   6.290E+01  4.920E-01   97.37 mm     2.63 mm     2.32 mm  
  60.00 MeV   6.530E+01  4.586E-01  101.78 mm     2.70 mm     2.34 mm  
  65.00 MeV   6.754E+01  4.299E-01  106.05 mm     2.77 mm     2.36 mm  
  70.00 MeV   6.962E+01  4.048E-01  110.18 mm     2.84 mm     2.38 mm  
  80.00 MeV   7.338E+01  3.630E-01  118.12 mm     3.06 mm     2.41 mm  
  90.00 MeV   7.666E+01  3.296E-01  125.69 mm     3.24 mm     2.43 mm  
 100.00 MeV   7.950E+01  3.022E-01  132.97 mm     3.40 mm     2.46 mm  
 110.00 MeV   8.196E+01  2.793E-01  140.01 mm     3.55 mm     2.48 mm  
 120.00 MeV   8.409E+01  2.599E-01  146.86 mm     3.68 mm     2.50 mm  
 130.00 MeV   8.592E+01  2.431E-01  153.55 mm     3.80 mm     2.51 mm  
 140.00 MeV   8.749E+01  2.286E-01  160.12 mm     3.92 mm     2.53 mm  
 150.00 MeV   8.883E+01  2.158E-01  166.57 mm     4.02 mm     2.54 mm  
 160.00 MeV   8.996E+01  2.044E-01  172.94 mm     4.12 mm     2.56 mm  
 170.00 MeV   9.092E+01  1.943E-01  179.24 mm     4.22 mm     2.57 mm  
 180.00 MeV   9.172E+01  1.851E-01  185.48 mm     4.31 mm     2.58 mm  
 200.00 MeV   9.292E+01  1.694E-01  197.81 mm     4.66 mm     2.60 mm  
 225.00 MeV   9.382E+01  1.533E-01  213.07 mm     5.13 mm     2.63 mm  
 250.00 MeV   9.497E+01  1.402E-01  228.16 mm     5.56 mm     2.65 mm  
 275.00 MeV   9.484E+01  1.293E-01  243.17 mm     5.95 mm     2.68 mm  
 300.00 MeV   9.475E+01  1.201E-01  258.21 mm     6.32 mm     2.70 mm  
 325.00 MeV   9.449E+01  1.121E-01  273.27 mm     6.67 mm     2.72 mm  
 350.00 MeV   9.408E+01  1.052E-01  288.38 mm     7.01 mm     2.74 mm  
 375.00 MeV   9.355E+01  9.918E-02  303.58 mm     7.33 mm     2.76 mm  
 400.00 MeV   9.293E+01  9.383E-02  318.87 mm     7.65 mm     2.78 mm  
 450.00 MeV   9.151E+01  8.478E-02  349.79 mm     8.81 mm     2.81 mm  
 500.00 MeV   8.994E+01  7.741E-02  381.22 mm     9.87 mm     2.85 mm  
 550.00 MeV   8.831E+01  7.129E-02  413.22 mm    10.86 mm     2.88 mm  
 600.00 MeV   8.664E+01  6.611E-02  445.83 mm    11.80 mm     2.92 mm  
 650.00 MeV   8.496E+01  6.167E-02  479.07 mm    12.70 mm     2.95 mm  
 700.00 MeV   8.329E+01  5.782E-02  512.98 mm    13.58 mm     2.99 mm  
 800.00 MeV   8.001E+01  5.147E-02  582.87 mm    16.80 mm     3.06 mm  
 900.00 MeV   7.683E+01  4.644E-02  655.65 mm    19.70 mm     3.13 mm  
   1.00 GeV   7.377E+01  4.235E-02  731.45 mm    22.43 mm     3.21 mm  
   1.10 GeV   7.083E+01  3.895E-02  810.39 mm    25.06 mm     3.29 mm  
   1.20 GeV   6.802E+01  3.609E-02  892.60 mm    27.62 mm     3.37 mm  
   1.30 GeV   6.533E+01  3.363E-02  978.20 mm    30.16 mm     3.46 mm  
   1.40 GeV   6.278E+01  3.151E-02    1.07 m     32.69 mm     3.55 mm  
   1.50 GeV   6.035E+01  2.965E-02    1.16 m     35.22 mm     3.65 mm  
   1.60 GeV   5.804E+01  2.801E-02    1.26 m     37.77 mm     3.75 mm  
   1.70 GeV   5.586E+01  2.655E-02    1.36 m     40.35 mm     3.85 mm  
   1.80 GeV   5.381E+01  2.524E-02    1.46 m     42.95 mm     3.96 mm  
   2.00 GeV   5.007E+01  2.299E-02    1.68 m     53.03 mm     4.20 mm  
   2.25 GeV   4.605E+01  2.071E-02    1.98 m     67.68 mm     4.53 mm  
   2.50 GeV   4.272E+01  1.886E-02    2.30 m     81.56 mm     4.90 mm  
   2.75 GeV   4.002E+01  1.733E-02    2.64 m     95.06 mm     5.31 mm  
   3.00 GeV   3.790E+01  1.603E-02    3.01 m    108.27 mm     5.74 mm  
   3.25 GeV   3.630E+01  1.493E-02    3.40 m    121.17 mm     6.21 mm  
   3.50 GeV   3.505E+01  1.397E-02    3.80 m    133.73 mm     6.70 mm  
   3.75 GeV   3.353E+01  1.314E-02    4.21 m    146.12 mm     7.21 mm  
   4.00 GeV   3.215E+01  1.240E-02    4.65 m    158.52 mm     7.74 mm  
   4.50 GeV   2.975E+01  1.116E-02    5.57 m    205.37 mm     8.88 mm  
   5.00 GeV   2.772E+01  1.015E-02    6.56 m    248.90 mm    10.11 mm  
   5.50 GeV   2.598E+01  9.321E-03    7.63 m    290.84 mm    11.43 mm  
   6.00 GeV   2.448E+01  8.620E-03    8.76 m    332.00 mm    12.82 mm  
   6.50 GeV   2.316E+01  8.021E-03    9.96 m    372.78 mm    14.29 mm  
   7.00 GeV   2.201E+01  7.504E-03   11.22 m    413.45 mm    15.84 mm  
   8.00 GeV   2.006E+01  6.653E-03   13.94 m    564.57 mm    19.14 mm  
   9.00 GeV   1.848E+01  5.982E-03   16.90 m    703.34 mm    22.71 mm  
  10.00 GeV   1.718E+01  5.439E-03   20.11 m    836.71 mm    26.54 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.2571E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
