 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 23, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\58_139.txt

 Ion = Cerium [58] , Mass = 139 amu

 Target Density =  2.0000E-04 g/cm3 = 3.0087E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   4.441E+01  1.278E+00   64.23 mm     2.03 mm     1.99 mm  
  32.50 MeV   4.658E+01  1.203E+00   66.90 mm     2.08 mm     2.02 mm  
  35.00 MeV   4.859E+01  1.137E+00   69.46 mm     2.11 mm     2.04 mm  
  37.50 MeV   5.047E+01  1.078E+00   71.93 mm     2.15 mm     2.07 mm  
  40.00 MeV   5.222E+01  1.026E+00   74.31 mm     2.18 mm     2.09 mm  
  45.00 MeV   5.543E+01  9.361E-01   78.87 mm     2.28 mm     2.12 mm  
  50.00 MeV   5.833E+01  8.621E-01   83.19 mm     2.37 mm     2.16 mm  
  55.00 MeV   6.099E+01  7.999E-01   87.32 mm     2.44 mm     2.18 mm  
  60.00 MeV   6.344E+01  7.468E-01   91.29 mm     2.51 mm     2.21 mm  
  65.00 MeV   6.572E+01  7.008E-01   95.11 mm     2.58 mm     2.23 mm  
  70.00 MeV   6.785E+01  6.607E-01   98.82 mm     2.63 mm     2.25 mm  
  80.00 MeV   7.174E+01  5.937E-01  105.91 mm     2.82 mm     2.29 mm  
  90.00 MeV   7.522E+01  5.399E-01  112.66 mm     2.98 mm     2.32 mm  
 100.00 MeV   7.833E+01  4.958E-01  119.13 mm     3.13 mm     2.34 mm  
 110.00 MeV   8.114E+01  4.588E-01  125.36 mm     3.25 mm     2.37 mm  
 120.00 MeV   8.367E+01  4.273E-01  131.39 mm     3.36 mm     2.39 mm  
 130.00 MeV   8.596E+01  4.002E-01  137.26 mm     3.47 mm     2.41 mm  
 140.00 MeV   8.802E+01  3.765E-01  142.98 mm     3.56 mm     2.43 mm  
 150.00 MeV   8.989E+01  3.557E-01  148.57 mm     3.65 mm     2.44 mm  
 160.00 MeV   9.158E+01  3.373E-01  154.06 mm     3.73 mm     2.46 mm  
 170.00 MeV   9.310E+01  3.207E-01  159.46 mm     3.81 mm     2.47 mm  
 180.00 MeV   9.448E+01  3.059E-01  164.77 mm     3.89 mm     2.48 mm  
 200.00 MeV   9.684E+01  2.802E-01  175.19 mm     4.16 mm     2.51 mm  
 225.00 MeV   9.918E+01  2.540E-01  187.90 mm     4.54 mm     2.54 mm  
 250.00 MeV   1.010E+02  2.325E-01  200.36 mm     4.87 mm     2.56 mm  
 275.00 MeV   1.023E+02  2.146E-01  212.63 mm     5.17 mm     2.58 mm  
 300.00 MeV   1.041E+02  1.994E-01  224.72 mm     5.45 mm     2.61 mm  
 325.00 MeV   1.048E+02  1.864E-01  236.66 mm     5.70 mm     2.63 mm  
 350.00 MeV   1.052E+02  1.750E-01  248.55 mm     5.95 mm     2.64 mm  
 375.00 MeV   1.056E+02  1.651E-01  260.39 mm     6.18 mm     2.66 mm  
 400.00 MeV   1.059E+02  1.562E-01  272.19 mm     6.40 mm     2.68 mm  
 450.00 MeV   1.061E+02  1.413E-01  295.73 mm     7.22 mm     2.71 mm  
 500.00 MeV   1.060E+02  1.291E-01  319.27 mm     7.95 mm     2.74 mm  
 550.00 MeV   1.056E+02  1.190E-01  342.88 mm     8.63 mm     2.77 mm  
 600.00 MeV   1.049E+02  1.104E-01  366.61 mm     9.26 mm     2.80 mm  
 650.00 MeV   1.042E+02  1.031E-01  390.49 mm     9.85 mm     2.83 mm  
 700.00 MeV   1.033E+02  9.671E-02  414.56 mm    10.43 mm     2.86 mm  
 800.00 MeV   1.014E+02  8.617E-02  463.37 mm    12.51 mm     2.91 mm  
 900.00 MeV   9.929E+01  7.781E-02  513.17 mm    14.35 mm     2.96 mm  
   1.00 GeV   9.706E+01  7.100E-02  564.07 mm    16.06 mm     3.01 mm  
   1.10 GeV   9.476E+01  6.535E-02  616.18 mm    17.67 mm     3.06 mm  
   1.20 GeV   9.242E+01  6.058E-02  669.58 mm    19.22 mm     3.12 mm  
   1.30 GeV   9.006E+01  5.649E-02  724.37 mm    20.72 mm     3.17 mm  
   1.40 GeV   8.771E+01  5.294E-02  780.60 mm    22.20 mm     3.22 mm  
   1.50 GeV   8.539E+01  4.984E-02  838.35 mm    23.65 mm     3.28 mm  
   1.60 GeV   8.310E+01  4.710E-02  897.69 mm    25.10 mm     3.34 mm  
   1.70 GeV   8.085E+01  4.466E-02  958.67 mm    26.54 mm     3.39 mm  
   1.80 GeV   7.865E+01  4.247E-02    1.02 m     27.98 mm     3.45 mm  
   2.00 GeV   7.445E+01  3.871E-02    1.15 m     33.54 mm     3.58 mm  
   2.25 GeV   6.960E+01  3.489E-02    1.33 m     41.57 mm     3.75 mm  
   2.50 GeV   6.524E+01  3.179E-02    1.51 m     49.16 mm     3.93 mm  
   2.75 GeV   6.140E+01  2.922E-02    1.71 m     56.54 mm     4.13 mm  
   3.00 GeV   5.807E+01  2.706E-02    1.92 m     63.83 mm     4.34 mm  
   3.25 GeV   5.525E+01  2.520E-02    2.14 m     71.05 mm     4.57 mm  
   3.50 GeV   5.292E+01  2.360E-02    2.37 m     78.21 mm     4.81 mm  
   3.75 GeV   5.106E+01  2.219E-02    2.61 m     85.29 mm     5.07 mm  
