 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\47_113.txt

 Ion = Silver [47] , Mass = 113 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.60 GeV   5.531E+01  2.651E-02    1.29 m     39.38 mm     3.80 mm  
   1.70 GeV   5.321E+01  2.513E-02    1.40 m     42.09 mm     3.91 mm  
   1.80 GeV   5.125E+01  2.389E-02    1.51 m     44.84 mm     4.03 mm  
   2.00 GeV   4.768E+01  2.176E-02    1.74 m     55.48 mm     4.28 mm  
   2.25 GeV   4.389E+01  1.960E-02    2.05 m     70.89 mm     4.64 mm  
   2.50 GeV   4.079E+01  1.785E-02    2.39 m     85.46 mm     5.03 mm  
   2.75 GeV   3.832E+01  1.640E-02    2.75 m     99.55 mm     5.45 mm  
   3.00 GeV   3.643E+01  1.517E-02    3.13 m    113.26 mm     5.91 mm  
   3.25 GeV   3.506E+01  1.413E-02    3.53 m    126.56 mm     6.40 mm  
   3.50 GeV   3.381E+01  1.322E-02    3.94 m    139.47 mm     6.91 mm  
   3.75 GeV   3.232E+01  1.243E-02    4.38 m    152.25 mm     7.45 mm  
   4.00 GeV   3.097E+01  1.173E-02    4.83 m    165.08 mm     8.00 mm  
   4.50 GeV   2.862E+01  1.056E-02    5.78 m    213.66 mm     9.19 mm  
   5.00 GeV   2.664E+01  9.606E-03    6.82 m    258.91 mm    10.48 mm  
   5.50 GeV   2.495E+01  8.818E-03    7.93 m    302.60 mm    11.85 mm  
   6.00 GeV   2.349E+01  8.155E-03    9.10 m    345.51 mm    13.30 mm  
   6.50 GeV   2.222E+01  7.588E-03   10.35 m    388.08 mm    14.84 mm  
   7.00 GeV   2.110E+01  7.098E-03   11.67 m    430.56 mm    16.46 mm  
   8.00 GeV   1.922E+01  6.293E-03   14.51 m    588.48 mm    19.91 mm  
   9.00 GeV   1.770E+01  5.658E-03   17.60 m    733.57 mm    23.65 mm  
  10.00 GeV   1.644E+01  5.144E-03   20.95 m    873.07 mm    27.65 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.3076E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
