 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\44_106.txt

 Ion = Ruthenium [44] , Mass = 106 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   4.913E+01  6.403E-01   71.36 mm     2.11 mm     2.09 mm  
  32.50 MeV   5.098E+01  6.011E-01   74.17 mm     2.16 mm     2.11 mm  
  35.00 MeV   5.270E+01  5.668E-01   76.89 mm     2.19 mm     2.13 mm  
  37.50 MeV   5.430E+01  5.366E-01   79.53 mm     2.23 mm     2.15 mm  
  40.00 MeV   5.580E+01  5.097E-01   82.10 mm     2.26 mm     2.16 mm  
  45.00 MeV   5.858E+01  4.638E-01   87.04 mm     2.37 mm     2.19 mm  
  50.00 MeV   6.111E+01  4.260E-01   91.77 mm     2.47 mm     2.21 mm  
  55.00 MeV   6.343E+01  3.944E-01   96.32 mm     2.56 mm     2.23 mm  
  60.00 MeV   6.556E+01  3.675E-01  100.72 mm     2.63 mm     2.25 mm  
  65.00 MeV   6.753E+01  3.442E-01  104.98 mm     2.70 mm     2.27 mm  
  70.00 MeV   6.936E+01  3.240E-01  109.13 mm     2.77 mm     2.29 mm  
  80.00 MeV   7.260E+01  2.903E-01  117.13 mm     3.00 mm     2.31 mm  
  90.00 MeV   7.537E+01  2.634E-01  124.82 mm     3.19 mm     2.34 mm  
 100.00 MeV   7.772E+01  2.414E-01  132.25 mm     3.36 mm     2.36 mm  
 110.00 MeV   7.971E+01  2.230E-01  139.47 mm     3.52 mm     2.38 mm  
 120.00 MeV   8.138E+01  2.074E-01  146.54 mm     3.66 mm     2.39 mm  
 130.00 MeV   8.278E+01  1.939E-01  153.47 mm     3.79 mm     2.41 mm  
 140.00 MeV   8.393E+01  1.823E-01  160.31 mm     3.91 mm     2.42 mm  
 150.00 MeV   8.487E+01  1.720E-01  167.05 mm     4.03 mm     2.44 mm  
 160.00 MeV   8.563E+01  1.629E-01  173.73 mm     4.14 mm     2.45 mm  
 170.00 MeV   8.623E+01  1.548E-01  180.36 mm     4.24 mm     2.46 mm  
 180.00 MeV   8.668E+01  1.475E-01  186.95 mm     4.35 mm     2.48 mm  
 200.00 MeV   8.725E+01  1.349E-01  200.06 mm     4.73 mm     2.50 mm  
 225.00 MeV   8.802E+01  1.220E-01  216.31 mm     5.26 mm     2.52 mm  
 250.00 MeV   8.788E+01  1.115E-01  232.52 mm     5.74 mm     2.55 mm  
 275.00 MeV   8.741E+01  1.028E-01  248.78 mm     6.18 mm     2.57 mm  
 300.00 MeV   8.688E+01  9.543E-02  265.13 mm     6.60 mm     2.59 mm  
 325.00 MeV   8.620E+01  8.909E-02  281.60 mm     7.00 mm     2.61 mm  
 350.00 MeV   8.542E+01  8.359E-02  298.22 mm     7.39 mm     2.63 mm  
 375.00 MeV   8.455E+01  7.877E-02  314.99 mm     7.76 mm     2.66 mm  
 400.00 MeV   8.364E+01  7.450E-02  331.95 mm     8.12 mm     2.68 mm  
 450.00 MeV   8.173E+01  6.729E-02  366.44 mm     9.48 mm     2.72 mm  
 500.00 MeV   7.978E+01  6.142E-02  401.76 mm    10.71 mm     2.75 mm  
 550.00 MeV   7.782E+01  5.654E-02  437.96 mm    11.88 mm     2.79 mm  
 600.00 MeV   7.590E+01  5.242E-02  475.07 mm    12.99 mm     2.83 mm  
 650.00 MeV   7.403E+01  4.889E-02  513.13 mm    14.06 mm     2.87 mm  
 700.00 MeV   7.220E+01  4.582E-02  552.15 mm    15.10 mm     2.92 mm  
 800.00 MeV   6.871E+01  4.077E-02  633.16 mm    18.96 mm     3.00 mm  
