 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\55_132.txt

 Ion = Cesium [55] , Mass = 132 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 160.00 MeV   9.171E+01  2.936E-01  175.24 mm     4.22 mm     2.74 mm  
 170.00 MeV   9.307E+01  2.791E-01  181.39 mm     4.31 mm     2.76 mm  
 180.00 MeV   9.427E+01  2.662E-01  187.47 mm     4.39 mm     2.77 mm  
 200.00 MeV   9.631E+01  2.437E-01  199.41 mm     4.71 mm     2.80 mm  
 225.00 MeV   9.826E+01  2.208E-01  214.04 mm     5.15 mm     2.83 mm  
 250.00 MeV   9.969E+01  2.021E-01  228.42 mm     5.54 mm     2.85 mm  
 275.00 MeV   1.012E+02  1.865E-01  242.60 mm     5.89 mm     2.88 mm  
 300.00 MeV   1.023E+02  1.732E-01  256.60 mm     6.22 mm     2.90 mm  
 325.00 MeV   1.025E+02  1.619E-01  270.51 mm     6.52 mm     2.92 mm  
 350.00 MeV   1.029E+02  1.520E-01  284.37 mm     6.81 mm     2.94 mm  
 375.00 MeV   1.032E+02  1.433E-01  298.20 mm     7.09 mm     2.96 mm  
 400.00 MeV   1.033E+02  1.356E-01  312.01 mm     7.35 mm     2.98 mm  
 450.00 MeV   1.031E+02  1.226E-01  339.63 mm     8.33 mm     3.02 mm  
 500.00 MeV   1.027E+02  1.121E-01  367.34 mm     9.21 mm     3.05 mm  
 550.00 MeV   1.020E+02  1.032E-01  395.20 mm    10.02 mm     3.09 mm  
 600.00 MeV   1.011E+02  9.579E-02  423.29 mm    10.78 mm     3.12 mm  
 650.00 MeV   1.001E+02  8.939E-02  451.63 mm    11.50 mm     3.15 mm  
 700.00 MeV   9.903E+01  8.385E-02  480.27 mm    12.19 mm     3.18 mm  
 800.00 MeV   9.670E+01  7.469E-02  538.56 mm    14.72 mm     3.24 mm  
 900.00 MeV   9.420E+01  6.743E-02  598.34 mm    16.98 mm     3.30 mm  
   1.00 GeV   9.162E+01  6.152E-02  659.74 mm    19.07 mm     3.37 mm  
   1.10 GeV   8.901E+01  5.661E-02  722.92 mm    21.06 mm     3.43 mm  
   1.20 GeV   8.638E+01  5.247E-02  787.99 mm    22.98 mm     3.49 mm  
   1.30 GeV   8.377E+01  4.892E-02  855.07 mm    24.87 mm     3.55 mm  
   1.40 GeV   8.120E+01  4.584E-02  924.25 mm    26.72 mm     3.62 mm  
   1.50 GeV   7.869E+01  4.315E-02  995.63 mm    28.57 mm     3.69 mm  
   1.60 GeV   7.624E+01  4.077E-02    1.07 m     30.41 mm     3.76 mm  
   1.70 GeV   7.387E+01  3.865E-02    1.15 m     32.26 mm     3.83 mm  
   1.80 GeV   7.159E+01  3.676E-02    1.22 m     34.11 mm     3.91 mm  
   2.00 GeV   6.729E+01  3.350E-02    1.39 m     41.29 mm     4.07 mm  
   2.25 GeV   6.249E+01  3.019E-02    1.61 m     51.71 mm     4.29 mm  
   2.50 GeV   5.832E+01  2.750E-02    1.84 m     61.58 mm     4.53 mm  
   2.75 GeV   5.480E+01  2.528E-02    2.10 m     71.18 mm     4.79 mm  
   3.00 GeV   5.190E+01  2.340E-02    2.36 m     80.62 mm     5.07 mm  
   3.25 GeV   4.960E+01  2.179E-02    2.65 m     89.90 mm     5.38 mm  
   3.50 GeV   4.785E+01  2.040E-02    2.94 m     98.98 mm     5.70 mm  
   3.75 GeV   4.665E+01  1.919E-02    3.24 m    107.80 mm     6.03 mm  
   4.00 GeV   4.574E+01  1.812E-02    3.55 m    116.32 mm     6.37 mm  
   4.50 GeV   4.250E+01  1.631E-02    4.20 m    148.04 mm     7.10 mm  
   5.00 GeV   3.973E+01  1.484E-02    4.89 m    177.68 mm     7.87 mm  
   5.50 GeV   3.735E+01  1.363E-02    5.63 m    206.28 mm     8.71 mm  
   6.00 GeV   3.527E+01  1.261E-02    6.42 m    234.36 mm     9.59 mm  
   6.50 GeV   3.344E+01  1.174E-02    7.25 m    262.19 mm    10.53 mm  
   7.00 GeV   3.182E+01  1.098E-02    8.12 m    289.93 mm    11.51 mm  
   8.00 GeV   2.907E+01  9.740E-03   10.00 m    393.18 mm    13.61 mm  
   9.00 GeV   2.683E+01  8.760E-03   12.05 m    488.08 mm    15.89 mm  
  10.00 GeV   2.496E+01  7.967E-03   14.25 m    579.30 mm    18.33 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  2.9478E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
