 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 26, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\51_122.txt

 Ion = Antimony [51] , Mass = 122 amu

 Target Density =  1.7520E-04 g/cm3 = 2.6357E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130.00 MeV   8.627E+01  2.850E-01  154.59 mm     3.85 mm     2.60 mm  
 140.00 MeV   8.808E+01  2.680E-01  161.11 mm     3.96 mm     2.61 mm  
 150.00 MeV   8.967E+01  2.530E-01  167.52 mm     4.06 mm     2.63 mm  
 160.00 MeV   9.106E+01  2.398E-01  173.81 mm     4.16 mm     2.64 mm  
 170.00 MeV   9.228E+01  2.279E-01  180.02 mm     4.26 mm     2.66 mm  
 180.00 MeV   9.334E+01  2.173E-01  186.16 mm     4.34 mm     2.67 mm  
 200.00 MeV   9.505E+01  1.989E-01  198.25 mm     4.67 mm     2.70 mm  
 225.00 MeV   9.656E+01  1.801E-01  213.11 mm     5.12 mm     2.72 mm  
 250.00 MeV   9.784E+01  1.647E-01  227.76 mm     5.53 mm     2.75 mm  
 275.00 MeV   9.895E+01  1.519E-01  242.24 mm     5.90 mm     2.77 mm  
 300.00 MeV   9.895E+01  1.411E-01  256.64 mm     6.24 mm     2.79 mm  
 325.00 MeV   9.911E+01  1.318E-01  271.02 mm     6.57 mm     2.81 mm  
 350.00 MeV   9.908E+01  1.237E-01  285.40 mm     6.88 mm     2.83 mm  
 375.00 MeV   9.889E+01  1.166E-01  299.80 mm     7.17 mm     2.85 mm  
 400.00 MeV   9.857E+01  1.104E-01  314.24 mm     7.46 mm     2.87 mm  
 450.00 MeV   9.767E+01  9.976E-02  343.30 mm     8.52 mm     2.91 mm  
 500.00 MeV   9.652E+01  9.111E-02  372.66 mm     9.48 mm     2.94 mm  
 550.00 MeV   9.521E+01  8.392E-02  402.41 mm    10.37 mm     2.97 mm  
 600.00 MeV   9.381E+01  7.784E-02  432.58 mm    11.21 mm     3.01 mm  
 650.00 MeV   9.236E+01  7.263E-02  463.22 mm    12.02 mm     3.04 mm  
 700.00 MeV   9.086E+01  6.811E-02  494.35 mm    12.81 mm     3.07 mm  
 800.00 MeV   8.784E+01  6.064E-02  558.21 mm    15.67 mm     3.14 mm  
 900.00 MeV   8.483E+01  5.473E-02  624.31 mm    18.25 mm     3.20 mm  
   1.00 GeV   8.186E+01  4.992E-02  692.78 mm    20.66 mm     3.27 mm  
   1.10 GeV   7.897E+01  4.592E-02  763.75 mm    22.97 mm     3.34 mm  
   1.20 GeV   7.615E+01  4.255E-02  837.33 mm    25.22 mm     3.41 mm  
   1.30 GeV   7.344E+01  3.967E-02  913.64 mm    27.43 mm     3.49 mm  
   1.40 GeV   7.082E+01  3.716E-02  992.76 mm    29.63 mm     3.56 mm  
   1.50 GeV   6.831E+01  3.498E-02    1.07 m     31.82 mm     3.64 mm  
   1.60 GeV   6.591E+01  3.304E-02    1.16 m     34.02 mm     3.73 mm  
   1.70 GeV   6.362E+01  3.132E-02    1.25 m     36.23 mm     3.82 mm  
   1.80 GeV   6.144E+01  2.978E-02    1.34 m     38.46 mm     3.91 mm  
   2.00 GeV   5.742E+01  2.713E-02    1.53 m     47.10 mm     4.11 mm  
   2.25 GeV   5.303E+01  2.445E-02    1.79 m     59.64 mm     4.38 mm  
   2.50 GeV   4.931E+01  2.227E-02    2.07 m     71.52 mm     4.68 mm  
   2.75 GeV   4.622E+01  2.046E-02    2.37 m     83.09 mm     5.01 mm  
   3.00 GeV   4.372E+01  1.894E-02    2.69 m     94.44 mm     5.37 mm  
   3.25 GeV   4.177E+01  1.763E-02    3.02 m    105.59 mm     5.75 mm  
   3.50 GeV   4.032E+01  1.651E-02    3.37 m    116.48 mm     6.16 mm  
   3.75 GeV   3.904E+01  1.552E-02    3.73 m    127.10 mm     6.58 mm  
   4.00 GeV   3.747E+01  1.465E-02    4.10 m    137.62 mm     7.02 mm  
   4.50 GeV   3.473E+01  1.319E-02    4.89 m    177.38 mm     7.95 mm  
   5.00 GeV   3.241E+01  1.200E-02    5.74 m    214.35 mm     8.96 mm  
   5.50 GeV   3.041E+01  1.102E-02    6.65 m    249.97 mm    10.05 mm  
   6.00 GeV   2.868E+01  1.019E-02    7.62 m    284.90 mm    11.19 mm  
   6.50 GeV   2.716E+01  9.484E-03    8.64 m    319.51 mm    12.41 mm  
   7.00 GeV   2.582E+01  8.873E-03    9.72 m    354.00 mm    13.68 mm  
   8.00 GeV   2.356E+01  7.868E-03   12.03 m    482.24 mm    16.40 mm  
   9.00 GeV   2.172E+01  7.076E-03   14.56 m    600.01 mm    19.35 mm  
  10.00 GeV   2.020E+01  6.434E-03   17.28 m    713.19 mm    22.51 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.7519E-03                 eV / Angstrom 
  1.7519E-02                keV / micron   
  1.7519E-02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  6.6471E+00                 eV / (1E15 atoms/cm2)
  3.1154E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
