        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 MeV   8.494E-02  3.964E-05    2.31 m     96.99 mm    24.28 mm  
   6.00 MeV   7.896E-02  3.662E-05    2.70 m    112.28 mm    28.36 mm  
   6.50 MeV   7.382E-02  3.405E-05    3.13 m    127.64 mm    32.72 mm  
   7.00 MeV   6.936E-02  3.183E-05    3.58 m    143.15 mm    37.36 mm  
   8.00 MeV   6.198E-02  2.818E-05    4.58 m    200.90 mm    47.47 mm  
   9.00 MeV   5.612E-02  2.530E-05    5.68 m    254.83 mm    58.66 mm  
  10.00 MeV   5.134E-02  2.298E-05    6.89 m    307.62 mm    70.91 mm  
  11.00 MeV   4.736E-02  2.106E-05    8.21 m    360.34 mm    84.20 mm  
  12.00 MeV   4.400E-02  1.945E-05    9.63 m    413.47 mm    98.51 mm  
  13.00 MeV   4.112E-02  1.807E-05   11.16 m    467.29 mm   113.83 mm  
  14.00 MeV   3.862E-02  1.689E-05   12.79 m    521.92 mm   130.14 mm  
  15.00 MeV   3.643E-02  1.585E-05   14.53 m    577.46 mm   147.43 mm  
  16.00 MeV   3.450E-02  1.494E-05   16.36 m    633.93 mm   165.68 mm  
  17.00 MeV   3.278E-02  1.413E-05   18.29 m    691.37 mm   184.89 mm  
  18.00 MeV   3.123E-02  1.341E-05   20.32 m    749.76 mm   205.04 mm  
  20.00 MeV   2.857E-02  1.217E-05   24.68 m    972.21 mm   248.13 mm  
  22.50 MeV   2.587E-02  1.092E-05   30.66 m      1.29 m    307.13 mm  
  25.00 MeV   2.368E-02  9.913E-06   37.22 m      1.59 m    371.69 mm  
  27.50 MeV   2.186E-02  9.080E-06   44.37 m      1.89 m    441.67 mm  
  30.00 MeV   2.032E-02  8.380E-06   52.08 m      2.19 m    516.96 mm  
  32.50 MeV   1.901E-02  7.784E-06   60.35 m      2.48 m    597.45 mm  
  35.00 MeV   1.787E-02  7.269E-06   69.17 m      2.78 m    683.03 mm  
  37.50 MeV   1.687E-02  6.821E-06   78.53 m      3.08 m    773.61 mm  
  40.00 MeV   1.600E-02  6.426E-06   88.43 m      3.39 m    869.09 mm  
  45.00 MeV   1.452E-02  5.764E-06  109.76 m      4.55 m      1.07 m   
  50.00 MeV   1.332E-02  5.229E-06  133.15 m      5.63 m      1.30 m   
  55.00 MeV   1.232E-02  4.787E-06  158.53 m      6.69 m      1.54 m   
  60.00 MeV   1.148E-02  4.417E-06  185.86 m      7.73 m      1.80 m   
  65.00 MeV   1.077E-02  4.101E-06  215.09 m      8.78 m      2.08 m   
  70.00 MeV   1.015E-02  3.829E-06  246.19 m      9.83 m      2.37 m   
  80.00 MeV   9.135E-03  3.383E-06  313.72 m     13.73 m      3.00 m   
  90.00 MeV   8.334E-03  3.033E-06  388.24 m     17.33 m      3.70 m   
 100.00 MeV   7.687E-03  2.751E-06  469.49 m     20.82 m      4.45 m
