        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  35.00 MeV   1.783E-02  7.270E-06   63.84 m      2.57 m    632.00 mm  
  37.50 MeV   1.684E-02  6.822E-06   72.48 m      2.85 m    715.81 mm  
  40.00 MeV   1.597E-02  6.427E-06   81.61 m      3.13 m    804.16 mm  
  45.00 MeV   1.449E-02  5.764E-06  101.30 m      4.20 m    994.21 mm  
  50.00 MeV   1.329E-02  5.229E-06  122.88 m      5.20 m      1.20 m   
  55.00 MeV   1.230E-02  4.788E-06  146.30 m      6.17 m      1.43 m   
  60.00 MeV   1.146E-02  4.417E-06  171.52 m      7.14 m      1.67 m   
  65.00 MeV   1.075E-02  4.102E-06  198.49 m      8.10 m      1.92 m   
  70.00 MeV   1.013E-02  3.830E-06  227.18 m      9.07 m      2.19 m   
  80.00 MeV   9.120E-03  3.384E-06  289.49 m     12.67 m      2.78 m   
  90.00 MeV   8.321E-03  3.033E-06  358.24 m     15.99 m      3.42 m   
 100.00 MeV   7.675E-03  2.751E-06  433.19 m     19.21 m      4.11 m
