   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
%  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
 800.00 keV   2.647E+00  2.872E-03   26.01 mm   929.95 um     1.12 mm  
 900.00 keV   2.591E+00  2.595E-03   28.30 mm   988.55 um     1.14 mm  
   1.00 MeV   2.522E+00  2.369E-03   30.65 mm     1.05 mm     1.15 mm  
   1.10 MeV   2.448E+00  2.181E-03   33.06 mm     1.10 mm     1.17 mm  
   1.20 MeV   2.371E+00  2.022E-03   35.55 mm     1.16 mm     1.19 mm  
   1.30 MeV   2.295E+00  1.886E-03   38.13 mm     1.22 mm     1.20 mm  
   1.40 MeV   2.220E+00  1.768E-03   40.79 mm     1.28 mm     1.22 mm  
   1.50 MeV   2.149E+00  1.665E-03   43.53 mm     1.34 mm     1.24 mm  
   1.60 MeV   2.080E+00  1.574E-03   46.37 mm     1.40 mm     1.26 mm  
   1.70 MeV   2.015E+00  1.492E-03   49.31 mm     1.47 mm     1.27 mm  
   1.80 MeV   1.952E+00  1.420E-03   52.33 mm     1.53 mm     1.29 mm  
   2.00 MeV   1.838E+00  1.294E-03   58.68 mm     1.78 mm     1.33 mm  
   2.25 MeV   1.711E+00  1.167E-03   67.14 mm     2.15 mm     1.38 mm  
   2.50 MeV   1.600E+00  1.064E-03   76.22 mm     2.51 mm     1.44 mm  
   2.75 MeV   1.503E+00  9.780E-04   85.90 mm     2.87 mm     1.50 mm  
   3.00 MeV   1.417E+00  9.057E-04   96.19 mm     3.23 mm     1.56 mm  
   3.25 MeV   1.341E+00  8.438E-04  107.08 mm     3.58 mm     1.63 mm  
   3.50 MeV   1.273E+00  7.902E-04  118.58 mm     3.94 mm     1.70 mm  
   3.75 MeV   1.211E+00  7.434E-04  130.67 mm     4.30 mm     1.78 mm  
   4.00 MeV   1.156E+00  7.020E-04  143.36 mm     4.67 mm     1.87 mm  
   4.50 MeV   1.060E+00  6.323E-04  170.49 mm     6.06 mm     2.06 mm  
   5.00 MeV   9.795E-01  5.757E-04  199.97 mm     7.37 mm     2.26 mm  
   5.50 MeV   9.111E-01  5.289E-04  231.77 mm     8.65 mm     2.49 mm  
   6.00 MeV   8.521E-01  4.894E-04  265.86 mm     9.92 mm     2.74 mm  
   6.50 MeV   8.007E-01  4.556E-04  302.22 mm    11.19 mm     3.00 mm  
   7.00 MeV   7.556E-01  4.264E-04  340.83 mm    12.47 mm     3.29 mm  
   8.00 MeV   6.798E-01  3.784E-04  424.66 mm    17.25 mm     3.92 mm  
   9.00 MeV   6.241E-01  3.405E-04  516.90 mm    21.66 mm     4.61 mm  
  10.00 MeV   5.720E-01  3.097E-04  617.45 mm    25.95 mm     5.38 mm  
  11.00 MeV   5.304E-01  2.843E-04  726.52 mm    30.23 mm     6.21 mm  
  12.00 MeV   4.950E-01  2.629E-04  843.77 mm    34.53 mm     7.10 mm  
  13.00 MeV   4.643E-01  2.446E-04  969.09 mm    38.86 mm     8.05 mm  
  14.00 MeV   4.375E-01  2.288E-04    1.10 m     43.24 mm     9.06 mm  
  15.00 MeV   4.138E-01  2.150E-04    1.24 m     47.69 mm    10.13 mm  
  16.00 MeV   3.928E-01  2.029E-04    1.39 m     52.19 mm    11.26 mm  
  17.00 MeV   3.739E-01  1.920E-04    1.55 m     56.77 mm    12.44 mm  
  18.00 MeV   3.570E-01  1.824E-04    1.71 m     61.42 mm    13.69 mm  
  20.00 MeV   3.276E-01  1.658E-04    2.07 m     79.14 mm    16.33 mm  
  22.50 MeV   2.975E-01  1.490E-04    2.55 m    104.54 mm    19.95 mm  
  25.00 MeV   2.728E-01  1.355E-04    3.07 m    128.58 mm    23.89 mm  
  27.50 MeV   2.522E-01  1.242E-04    3.65 m    152.14 mm    28.16 mm  
  30.00 MeV   2.348E-01  1.148E-04    4.26 m    175.60 mm    32.74 mm  
  32.50 MeV   2.197E-01  1.067E-04    4.92 m    199.17 mm    37.64 mm  
  35.00 MeV   2.066E-01  9.978E-05    5.63 m    222.95 mm    42.84 mm  
  37.50 MeV   1.952E-01  9.370E-05    6.38 m    247.01 mm    48.35 mm  
  40.00 MeV   1.850E-01  8.836E-05    7.17 m    271.40 mm    54.16 mm  
  45.00 MeV   1.677E-01  7.936E-05    8.87 m    363.64 mm    66.66 mm  
  50.00 MeV   1.536E-01  7.209E-05   10.75 m    450.31 mm    80.33 mm  
  55.00 MeV   1.419E-01  6.608E-05   12.78 m    534.97 mm    95.12 mm  
  60.00 MeV   1.320E-01  6.103E-05   14.97 m    619.13 mm   111.04 mm  
  65.00 MeV   1.235E-01  5.672E-05   17.33 m    703.57 mm   128.04 mm  
  70.00 MeV   1.161E-01  5.300E-05   19.84 m    788.71 mm   146.13 mm  
  80.00 MeV   1.039E-01  4.690E-05   25.31 m      1.11 m    185.47 mm  
  90.00 MeV   9.418E-02  4.210E-05   31.38 m      1.40 m    228.94 mm  
 100.00 MeV   8.629E-02  3.822E-05   38.05 m      1.69 m    276.42 mm
