        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  70.00 keV   1.435E+00  1.658E-01    3.86 mm   268.76 um   328.67 um  
  80.00 keV   1.545E+00  1.503E-01    4.32 mm   288.53 um   354.24 um  
  90.00 keV   1.651E+00  1.378E-01    4.76 mm   305.21 um   376.88 um  
 100.00 keV   1.752E+00  1.273E-01    5.17 mm   319.53 um   397.08 um  
 110.00 keV   1.847E+00  1.185E-01    5.57 mm   332.02 um   415.25 um  
 120.00 keV   1.937E+00  1.109E-01    5.95 mm   343.05 um   431.71 um  
 130.00 keV   2.021E+00  1.043E-01    6.32 mm   352.91 um   446.74 um  
 140.00 keV   2.099E+00  9.853E-02    6.67 mm   361.81 um   460.54 um  
 150.00 keV   2.172E+00  9.342E-02    7.01 mm   369.92 um   473.30 um  
 160.00 keV   2.241E+00  8.886E-02    7.35 mm   377.37 um   485.15 um  
 170.00 keV   2.305E+00  8.477E-02    7.67 mm   384.25 um   496.21 um  
 180.00 keV   2.365E+00  8.106E-02    7.99 mm   390.64 um   506.58 um  
 200.00 keV   2.474E+00  7.463E-02    8.60 mm   406.84 um   525.57 um  
 225.00 keV   2.595E+00  6.800E-02    9.33 mm   427.01 um   546.62 um  
 250.00 keV   2.701E+00  6.254E-02   10.04 mm   444.63 um   565.34 um  
 275.00 keV   2.796E+00  5.796E-02   10.72 mm   460.32 um   582.21 um  
 300.00 keV   2.883E+00  5.405E-02   11.39 mm   474.49 um   597.57 um  
 325.00 keV   2.964E+00  5.067E-02   12.03 mm   487.42 um   611.67 um  
 350.00 keV   3.042E+00  4.773E-02   12.66 mm   499.31 um   624.70 um  
 375.00 keV   3.116E+00  4.513E-02   13.27 mm   510.32 um   636.82 um  
 400.00 keV   3.190E+00  4.282E-02   13.87 mm   520.56 um   648.13 um  
 450.00 keV   3.335E+00  3.889E-02   15.03 mm   551.41 um   668.68 um  
 500.00 keV   3.483E+00  3.567E-02   16.15 mm   578.16 um   686.93 um  
 550.00 keV   3.636E+00  3.298E-02   17.22 mm   601.61 um   703.26 um  
 600.00 keV   3.796E+00  3.069E-02   18.24 mm   622.32 um   717.95 um  
 650.00 keV   3.962E+00  2.872E-02   19.22 mm   640.71 um   731.22 um  
 700.00 keV   4.136E+00  2.701E-02   20.17 mm   657.12 um   743.26 um  
 800.00 keV   4.502E+00  2.416E-02   21.93 mm   707.42 um   764.19 um  
 900.00 keV   4.888E+00  2.189E-02   23.56 mm   747.35 um   781.70 um  
   1.00 MeV   5.284E+00  2.004E-02   25.07 mm   779.76 um   796.50 um  
   1.10 MeV   5.681E+00  1.849E-02   26.47 mm   806.61 um   809.16 um  
   1.20 MeV   6.072E+00  1.718E-02   27.77 mm   829.25 um   820.09 um  
   1.30 MeV   6.449E+00  1.605E-02   28.99 mm   848.69 um   829.63 um  
   1.40 MeV   6.808E+00  1.507E-02   30.15 mm   865.65 um   838.04 um  
   1.50 MeV   7.144E+00  1.421E-02   31.25 mm   880.65 um   845.53 um  
   1.60 MeV   7.456E+00  1.345E-02   32.30 mm   894.12 um   852.26 um  
   1.70 MeV   7.743E+00  1.277E-02   33.31 mm   906.36 um   858.36 um  
   1.80 MeV   8.003E+00  1.217E-02   34.29 mm   917.59 um   863.93 um  
   2.00 MeV   8.449E+00  1.112E-02   36.15 mm   956.17 um   873.80 um  
   2.25 MeV   8.877E+00  1.005E-02   38.37 mm     1.01 mm   884.35 um  
   2.50 MeV   9.183E+00  9.175E-03   40.50 mm     1.05 mm   893.47 um  
   2.75 MeV   9.391E+00  8.450E-03   42.56 mm     1.09 mm   901.55 um  
   3.00 MeV   9.521E+00  7.838E-03   44.59 mm     1.13 mm   908.86 um  
   3.25 MeV   9.592E+00  7.312E-03   46.60 mm     1.17 mm   915.59 um  
   3.50 MeV   9.617E+00  6.857E-03   48.61 mm     1.20 mm   921.86 um  
   3.75 MeV   9.605E+00  6.458E-03   50.60 mm     1.24 mm   927.77 um  
   4.00 MeV   9.565E+00  6.105E-03   52.61 mm     1.27 mm   933.39 um  
   4.50 MeV   9.425E+00  5.509E-03   56.66 mm     1.39 mm   944.00 um  
   5.00 MeV   9.230E+00  5.025E-03   60.78 mm     1.51 mm   954.00 um  
   5.50 MeV   9.002E+00  4.623E-03   65.00 mm     1.62 mm   963.61 um  
   6.00 MeV   8.756E+00  4.283E-03   69.33 mm     1.74 mm   972.99 um  
   6.50 MeV   8.499E+00  3.992E-03   73.78 mm     1.85 mm   982.25 um  
   7.00 MeV   8.239E+00  3.741E-03   78.38 mm     1.96 mm   991.49 um  
   8.00 MeV   7.723E+00  3.325E-03   88.02 mm     2.39 mm     1.01 mm  
   9.00 MeV   7.229E+00  2.997E-03   98.32 mm     2.80 mm     1.03 mm  
  10.00 MeV   6.766E+00  2.731E-03  109.32 mm     3.20 mm     1.05 mm  
  11.00 MeV   6.337E+00  2.510E-03  121.06 mm     3.61 mm     1.07 mm  
  12.00 MeV   5.943E+00  2.323E-03  133.60 mm     4.02 mm     1.09 mm  
  13.00 MeV   5.583E+00  2.164E-03  146.95 mm     4.45 mm     1.12 mm  
  14.00 MeV   5.253E+00  2.026E-03  161.16 mm     4.88 mm     1.15 mm  
  15.00 MeV   4.953E+00  1.905E-03  176.24 mm     5.33 mm     1.18 mm  
  16.00 MeV   4.679E+00  1.799E-03  192.22 mm     5.79 mm     1.21 mm  
  17.00 MeV   4.428E+00  1.704E-03  209.12 mm     6.26 mm     1.24 mm  
  18.00 MeV   4.199E+00  1.620E-03  226.96 mm     6.75 mm     1.28 mm  
  20.00 MeV   3.798E+00  1.474E-03  265.48 mm     8.68 mm     1.36 mm  
  22.50 MeV   3.431E+00  1.327E-03  318.77 mm    11.50 mm     1.48 mm  
  25.00 MeV   3.092E+00  1.207E-03  377.83 mm    14.22 mm     1.62 mm  
  27.50 MeV   2.818E+00  1.108E-03  442.98 mm    16.95 mm     1.79 mm  
  30.00 MeV   2.591E+00  1.025E-03  514.16 mm    19.72 mm     1.97 mm  
  32.50 MeV   2.399E+00  9.540E-04  591.31 mm    22.54 mm     2.18 mm  
  35.00 MeV   2.236E+00  8.925E-04  674.34 mm    25.42 mm     2.41 mm  
  37.50 MeV   2.097E+00  8.388E-04  763.15 mm    28.36 mm     2.65 mm  
  40.00 MeV   1.976E+00  7.914E-04  857.63 mm    31.35 mm     2.92 mm  
  45.00 MeV   1.777E+00  7.117E-04    1.06 m     42.75 mm     3.52 mm  
  50.00 MeV   1.621E+00  6.471E-04    1.29 m     53.44 mm     4.18 mm  
  55.00 MeV   1.494E+00  5.937E-04    1.54 m     63.87 mm     4.92 mm  
  60.00 MeV   1.388E+00  5.488E-04    1.80 m     74.22 mm     5.72 mm  
  65.00 MeV   1.298E+00  5.104E-04    2.09 m     84.57 mm     6.58 mm  
  70.00 MeV   1.221E+00  4.773E-04    2.40 m     94.98 mm     7.50 mm  
  80.00 MeV   1.091E+00  4.229E-04    3.06 m    133.89 mm     9.51 mm  
  90.00 MeV   9.858E-01  3.800E-04    3.80 m    170.15 mm    11.75 mm  
 100.00 MeV   8.975E-01  3.453E-04    4.62 m    205.80 mm    14.22 mm
