==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> February 07, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Beryllium in Helium (gas).txt

 Ion = Beryllium [4] , Mass = 10 amu

 Target Density =  1.3000E-04 g/cm3 = 1.9557E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.00 MeV   7.817E-02  9.931E-05   61.36 mm     1.84 mm     2.07 mm  
   3.25 MeV   7.796E-02  9.269E-05   64.56 mm     1.90 mm     2.08 mm  
   3.50 MeV   7.759E-02  8.694E-05   67.77 mm     1.96 mm     2.10 mm  
   3.75 MeV   7.710E-02  8.191E-05   70.99 mm     2.01 mm     2.12 mm  
   4.00 MeV   7.651E-02  7.745E-05   74.25 mm     2.07 mm     2.13 mm  
   4.50 MeV   7.516E-02  6.993E-05   80.83 mm     2.27 mm     2.16 mm  
   5.00 MeV   7.365E-02  6.380E-05   87.54 mm     2.47 mm     2.19 mm  
   5.50 MeV   7.208E-02  5.872E-05   94.40 mm     2.65 mm     2.22 mm  
   6.00 MeV   7.047E-02  5.442E-05  101.41 mm     2.84 mm     2.24 mm  
   6.50 MeV   6.887E-02  5.074E-05  108.58 mm     3.02 mm     2.27 mm  
   7.00 MeV   6.728E-02  4.755E-05  115.92 mm     3.19 mm     2.29 mm  
   8.00 MeV   6.419E-02  4.230E-05  131.13 mm     3.86 mm     2.35 mm  
   9.00 MeV   6.126E-02  3.814E-05  147.07 mm     4.47 mm     2.40 mm  
  10.00 MeV   5.851E-02  3.475E-05  163.77 mm     5.06 mm     2.46 mm  
  11.00 MeV   5.593E-02  3.195E-05  181.24 mm     5.64 mm     2.52 mm  
  12.00 MeV   5.352E-02  2.959E-05  199.51 mm     6.21 mm     2.58 mm  
  13.00 MeV   5.128E-02  2.756E-05  218.60 mm     6.77 mm     2.64 mm  
  14.00 MeV   4.918E-02  2.581E-05  238.50 mm     7.34 mm     2.71 mm  
  15.00 MeV   4.723E-02  2.428E-05  259.24 mm     7.91 mm     2.78 mm  
  16.00 MeV   4.541E-02  2.293E-05  280.83 mm     8.48 mm     2.86 mm  
  17.00 MeV   4.370E-02  2.173E-05  303.27 mm     9.06 mm     2.94 mm  
  18.00 MeV   4.210E-02  2.065E-05  326.58 mm     9.65 mm     3.02 mm  
  20.00 MeV   3.920E-02  1.880E-05  375.80 mm    11.91 mm     3.19 mm  
  22.50 MeV   3.637E-02  1.693E-05  442.01 mm    15.16 mm     3.44 mm  
  25.00 MeV   3.356E-02  1.541E-05  513.56 mm    18.24 mm     3.71 mm  
  27.50 MeV   3.125E-02  1.415E-05  590.75 mm    21.27 mm     4.00 mm  
  30.00 MeV   2.923E-02  1.309E-05  673.46 mm    24.29 mm     4.33 mm  
  32.50 MeV   2.744E-02  1.218E-05  761.72 mm    27.32 mm     4.68 mm  
  35.00 MeV   2.586E-02  1.140E-05  855.56 mm    30.39 mm     5.06 mm  
  37.50 MeV   2.444E-02  1.071E-05  954.99 mm    33.50 mm     5.46 mm  
  40.00 MeV   2.317E-02  1.011E-05    1.06 m     36.66 mm     5.90 mm  
  45.00 MeV   2.098E-02  9.095E-06    1.29 m     48.74 mm     6.84 mm  
  50.00 MeV   1.917E-02  8.272E-06    1.54 m     60.19 mm     7.90 mm  
  55.00 MeV   1.764E-02  7.591E-06    1.81 m     71.47 mm     9.06 mm  
  60.00 MeV   1.634E-02  7.018E-06    2.10 m     82.76 mm    10.32 mm  
  65.00 MeV   1.521E-02  6.528E-06    2.42 m     94.17 mm    11.68 mm  
