        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   1.353E+00  7.370E-04  216.54 mm     7.93 mm     1.38 mm  
   6.50 MeV   1.271E+00  6.861E-04  245.86 mm     8.95 mm     1.50 mm  
   7.00 MeV   1.199E+00  6.421E-04  277.00 mm     9.98 mm     1.63 mm  
   8.00 MeV   1.079E+00  5.697E-04  344.63 mm    13.83 mm     1.90 mm  
   9.00 MeV   9.813E-01  5.126E-04  419.39 mm    17.42 mm     2.22 mm  
  10.00 MeV   9.007E-01  4.663E-04  501.21 mm    20.92 mm     2.56 mm  
  11.00 MeV   8.329E-01  4.280E-04  590.02 mm    24.41 mm     2.95 mm  
  12.00 MeV   7.749E-01  3.957E-04  685.77 mm    27.93 mm     3.36 mm  
  13.00 MeV   7.327E-01  3.682E-04  787.83 mm    31.45 mm     3.80 mm  
  14.00 MeV   6.909E-01  3.444E-04  895.93 mm    34.98 mm     4.27 mm  
  15.00 MeV   6.519E-01  3.236E-04    1.01 m     38.57 mm     4.76 mm  
  16.00 MeV   6.183E-01  3.053E-04    1.13 m     42.21 mm     5.29 mm  
  17.00 MeV   5.883E-01  2.890E-04    1.26 m     45.92 mm     5.84 mm  
  18.00 MeV   5.612E-01  2.744E-04    1.39 m     49.68 mm     6.42 mm  
  20.00 MeV   5.144E-01  2.495E-04    1.68 m     64.13 mm     7.66 mm  
  22.50 MeV   4.665E-01  2.242E-04    2.07 m     84.87 mm     9.35 mm  
  25.00 MeV   4.273E-01  2.038E-04    2.50 m    104.52 mm    11.20 mm  
  27.50 MeV   3.947E-01  1.869E-04    2.97 m    123.78 mm    13.20 mm  
  30.00 MeV   3.670E-01  1.727E-04    3.48 m    142.98 mm    15.36 mm  
  32.50 MeV   3.432E-01  1.605E-04    4.02 m    162.27 mm    17.67 mm  
  35.00 MeV   3.225E-01  1.501E-04    4.60 m    181.76 mm    20.13 mm  
  37.50 MeV   3.043E-01  1.409E-04    5.21 m    201.49 mm    22.73 mm  
  40.00 MeV   2.882E-01  1.329E-04    5.86 m    221.49 mm    25.48 mm  
  45.00 MeV   2.610E-01  1.193E-04    7.26 m    297.48 mm    31.41 mm  
  50.00 MeV   2.388E-01  1.084E-04    8.80 m    368.92 mm    37.89 mm  
  55.00 MeV   2.203E-01  9.936E-05   10.48 m    438.75 mm    44.93 mm  
  60.00 MeV   2.046E-01  9.176E-05   12.29 m    508.23 mm    52.51 mm  
  65.00 MeV   1.912E-01  8.528E-05   14.24 m    578.01 mm    60.62 mm  
  70.00 MeV   1.796E-01  7.969E-05   16.31 m    648.42 mm    69.25 mm  
  80.00 MeV   1.604E-01  7.051E-05   20.84 m    912.29 mm    88.08 mm  
  90.00 MeV   1.452E-01  6.329E-05   25.88 m      1.16 m    108.93 mm  
 100.00 MeV   1.328E-01  5.746E-05   31.43 m      1.40 m    131.76 mm
