        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.50 MeV   1.503E-01  7.671E-05    1.32 m     54.95 mm    10.36 mm  
   6.00 MeV   1.399E-01  7.088E-05    1.55 m     63.52 mm    12.06 mm  
   6.50 MeV   1.309E-01  6.591E-05    1.79 m     72.12 mm    13.87 mm  
   7.00 MeV   1.231E-01  6.162E-05    2.04 m     80.79 mm    15.79 mm  
   8.00 MeV   1.102E-01  5.457E-05    2.60 m    113.14 mm    19.98 mm  
   9.00 MeV   9.988E-02  4.902E-05    3.22 m    143.31 mm    24.61 mm  
  10.00 MeV   9.146E-02  4.453E-05    3.90 m    172.81 mm    29.66 mm  
  11.00 MeV   8.444E-02  4.082E-05    4.64 m    202.23 mm    35.14 mm  
  12.00 MeV   7.850E-02  3.770E-05    5.44 m    231.86 mm    41.04 mm  
  13.00 MeV   7.339E-02  3.504E-05    6.30 m    261.86 mm    47.34 mm  
  14.00 MeV   6.896E-02  3.274E-05    7.21 m    292.29 mm    54.05 mm  
  15.00 MeV   6.506E-02  3.074E-05    8.18 m    323.21 mm    61.15 mm  
  16.00 MeV   6.162E-02  2.898E-05    9.21 m    354.65 mm    68.65 mm  
  17.00 MeV   5.855E-02  2.741E-05   10.29 m    386.61 mm    76.54 mm  
  18.00 MeV   5.579E-02  2.601E-05   11.43 m    419.11 mm    84.82 mm  
  20.00 MeV   5.104E-02  2.362E-05   13.87 m    543.37 mm   102.52 mm  
  22.50 MeV   4.620E-02  2.120E-05   17.21 m    721.65 mm   126.76 mm  
  25.00 MeV   4.226E-02  1.924E-05   20.89 m    890.63 mm   153.30 mm  
  27.50 MeV   3.899E-02  1.763E-05   24.90 m      1.06 m    182.08 mm  
  30.00 MeV   3.622E-02  1.627E-05   29.22 m      1.22 m    213.08 mm  
  32.50 MeV   3.385E-02  1.512E-05   33.87 m      1.39 m    246.25 mm  
  35.00 MeV   3.180E-02  1.412E-05   38.82 m      1.56 m    281.57 mm  
  37.50 MeV   3.000E-02  1.325E-05   44.08 m      1.73 m    318.99 mm  
  40.00 MeV   2.841E-02  1.249E-05   49.65 m      1.90 m    358.49 mm  
  45.00 MeV   2.572E-02  1.120E-05   61.68 m      2.55 m    443.66 mm  
  50.00 MeV   2.354E-02  1.016E-05   74.89 m      3.17 m    536.84 mm  
  55.00 MeV   2.173E-02  9.306E-06   89.27 m      3.77 m    637.85 mm  
  60.00 MeV   2.020E-02  8.587E-06  104.79 m      4.36 m    746.50 mm  
  65.00 MeV   1.890E-02  7.975E-06  121.42 m      4.96 m    862.65 mm  
  70.00 MeV   1.777E-02  7.447E-06  139.17 m      5.56 m    986.13 mm  
  80.00 MeV   1.590E-02  6.581E-06  177.85 m      7.81 m      1.25 m   
  90.00 MeV   1.443E-02  5.901E-06  220.77 m      9.90 m      1.55 m   
 100.00 MeV   1.324E-02  5.352E-06  267.81 m     11.94 m      1.87 m   
