   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   1.376E+01  2.293E-02   46.29 mm     1.34 mm     1.44 mm  
   6.50 MeV   1.377E+01  2.142E-02   48.66 mm     1.38 mm     1.45 mm  
   7.00 MeV   1.376E+01  2.010E-02   51.02 mm     1.43 mm     1.46 mm  
   8.00 MeV   1.368E+01  1.793E-02   55.77 mm     1.58 mm     1.48 mm  
   9.00 MeV   1.355E+01  1.620E-02   60.55 mm     1.72 mm     1.50 mm  
  10.00 MeV   1.340E+01  1.480E-02   65.39 mm     1.85 mm     1.52 mm  
  11.00 MeV   1.322E+01  1.363E-02   70.29 mm     1.98 mm     1.53 mm  
  12.00 MeV   1.303E+01  1.264E-02   75.25 mm     2.10 mm     1.55 mm  
  13.00 MeV   1.283E+01  1.179E-02   80.29 mm     2.22 mm     1.57 mm  
  14.00 MeV   1.263E+01  1.106E-02   85.41 mm     2.34 mm     1.58 mm  
  15.00 MeV   1.242E+01  1.041E-02   90.62 mm     2.46 mm     1.60 mm  
  16.00 MeV   1.221E+01  9.844E-03   95.91 mm     2.57 mm     1.62 mm  
  17.00 MeV   1.200E+01  9.337E-03  101.30 mm     2.68 mm     1.63 mm  
  18.00 MeV   1.179E+01  8.883E-03  106.77 mm     2.79 mm     1.65 mm  
  20.00 MeV   1.139E+01  8.101E-03  118.02 mm     3.22 mm     1.68 mm  
  22.50 MeV   1.090E+01  7.307E-03  132.65 mm     3.83 mm     1.72 mm  
  25.00 MeV   1.045E+01  6.662E-03  147.92 mm     4.40 mm     1.77 mm  
  27.50 MeV   1.001E+01  6.127E-03  163.86 mm     4.95 mm     1.81 mm  
  30.00 MeV   9.608E+00  5.675E-03  180.48 mm     5.48 mm     1.86 mm  
  32.50 MeV   9.249E+00  5.288E-03  197.78 mm     6.00 mm     1.91 mm  
  35.00 MeV   8.949E+00  4.953E-03  215.70 mm     6.52 mm     1.96 mm  
  37.50 MeV   8.611E+00  4.660E-03  234.27 mm     7.03 mm     2.01 mm  
  40.00 MeV   8.292E+00  4.402E-03  253.56 mm     7.54 mm     2.07 mm  
  45.00 MeV   7.750E+00  3.965E-03  294.25 mm     9.49 mm     2.19 mm  
  50.00 MeV   7.273E+00  3.611E-03  337.68 mm    11.31 mm     2.32 mm  
  55.00 MeV   6.851E+00  3.318E-03  383.89 mm    13.07 mm     2.46 mm  
  60.00 MeV   6.475E+00  3.071E-03  432.85 mm    14.80 mm     2.61 mm  
  65.00 MeV   6.139E+00  2.860E-03  484.58 mm    16.51 mm     2.78 mm  
  70.00 MeV   5.836E+00  2.677E-03  539.06 mm    18.23 mm     2.95 mm  
  80.00 MeV   5.315E+00  2.376E-03  656.19 mm    24.64 mm     3.33 mm  
  90.00 MeV   4.881E+00  2.138E-03  784.26 mm    30.59 mm     3.75 mm  
 100.00 MeV   4.515E+00  1.946E-03  923.22 mm    36.37 mm     4.21 mm
