Energy CM (MeV)	Angle CM (deg)
0.9589	145.6371
0.9109	157.1738
0.9891	140.3380
5.2253	67.2109
149.2389	33.5961
1.0779	128.6058
0.4462	154.1364
0.8971	162.0444
0.8483	156.8550
20.5441	17.5125
1.3248	56.4376
0.2057	124.2043
0.4450	134.2887
7.1110	64.1171
0.9970	139.0897
3.0248	67.3251
0.9274	152.5706
8.5232	128.5608
0.3041	155.5932
2.4800	36.3631
0.8951	162.8503
0.8951	162.8503
0.9140	156.2320
1725.8205	12.1412
72.4556	12.6045
0.9185	154.9363
1.0838	127.9550
0.9401	149.5361
0.9014	160.3910
1.4178	103.5716
49.8083	15.6673
1.5456	42.8816
0.9056	158.8915
4.4953	22.8337
0.9954	139.3359
0.9099	157.4893
0.0475	135.3646
0.2174	118.7779
0.2473	155.4448
0.9704	143.5067
68.6161	33.2349
0.9457	148.3206
1.1678	119.9303
2.9172	151.6677
0.9413	149.2694
0.9361	150.4550
1.0640	130.1776
0.0899	141.3769
5.3302	92.3104
0.1759	158.4713
2.5735	71.0903
12.6938	167.2833
1.7871	88.8242
0.2926	157.8898
0.4343	71.0323
0.7322	79.2386
0.9460	148.2534
1.9466	84.2147
0.0879	127.7209
0.0252	147.7317
41.6106	156.0376
41.6106	156.0376
0.9327	151.2610
2.9120	62.7422
0.9400	149.5537
3.3667	61.3075
0.3497	158.5871
0.9471	148.0298
0.9374	150.1501
0.8917	164.3589
0.9403	149.4901
0.8971	162.0347
1.6201	94.6131
0.0207	132.5909
1.0123	136.8229
0.9253	153.0940
1.0111	136.9922
2.2976	153.4948
0.9298	151.9556
0.1910	141.2296
0.8389	140.6118
0.9303	151.8433
0.9503	147.3541
0.4799	157.8530
11.8365	147.7471
0.9508	147.2409
0.0761	151.9618
22.9932	171.2554
0.7794	157.4609
0.9156	155.7605
2.6971	69.4509
428.3251	5.1462
2.3981	74.3299
95.0423	16.5046
1.7366	90.4560
1.1194	124.3161
0.9034	159.6605
1.8453	87.0512
0.9766	142.4136
29.3418	72.0072
0.8982	161.5974
0.9314	151.5641
0.0565	138.2256
0.9743	142.8027
5516.6107	2.2677
0.2269	148.3257
0.9256	153.0301
0.9070	158.4146
0.9070	158.4146
1.8500	71.1815
4.0248	159.7142
0.2580	119.9738
1.3423	139.1533
0.2293	156.2320
7.1600	40.9244
1.0027	138.2228
0.9027	159.9081
0.2060	131.3657
18.6906	134.1656
0.8788	172.7106
0.9199	154.5316
5.0797	117.9549
0.2916	87.8931
1.3305	108.3983
1.0764	128.7665
0.9446	49.0868
7.4002	154.9233
0.9463	148.2006
42.3900	46.3597
0.0367	123.1722
0.9852	140.9602
0.9057	158.8702
1620.2806	107.5784
100.5392	52.6272
1.2562	113.1660
5.2819	156.9936
8.5962	114.6425
6.9552	42.0039
0.9652	144.4558
0.9205	154.3708
51.1790	36.5276
0.0758	147.8487
2.2487	160.6849
2.3087	161.0931
0.9272	152.6013
0.9673	144.0661
0.0604	98.9715
0.9594	145.5355
0.9000	160.9107
2.3172	111.2221
3.3931	80.0842
1.9056	85.3290
0.4229	150.0295
0.9289	152.1945
0.9868	140.6989
128.4854	63.8754
0.0406	144.5974
0.0692	122.2419
0.0330	133.1391
0.9670	144.1077
0.1854	114.3560
3.8139	44.7923
0.9296	152.0162
21.0932	15.1926
7.4220	29.3882
45.4826	52.9340
0.9645	144.5769
20.1315	24.0619
129.4205	25.6545
12.8876	166.0380
0.9733	142.9790
1.0102	137.1248
3.6971	151.4521
1.6756	112.8543
0.9653	144.4344
0.3020	156.6549
4.8655	49.9540
0.8927	163.9341
7.6598	62.4093
4.4460	46.2353
0.1758	81.7561
0.2298	165.7808
0.3033	118.7619
0.2107	150.2194
1.1303	90.8023
0.2240	55.3738
1.7106	91.3356
3.9118	47.6545
47.0256	146.2212
0.9499	147.4277
0.9497	147.4879
0.5612	50.2827
0.9167	155.4340
0.2149	124.4982
15.1540	27.8045
0.2317	117.2017
1.0588	130.7822
0.3536	161.4222
0.9564	146.1246
1.3447	107.5609
1.9037	85.3825
12.4449	148.1999
0.4023	115.4161
0.9160	155.6381
1.3513	47.1606
0.8935	163.5731
1.0256	134.9678
0.8867	166.9600
428.6580	5.1352
0.0517	139.9921
0.9316	151.5118
5.6134	137.7680
28.2050	16.1762
620509849.5032	0.0854
11.3494	67.7235
1.0959	133.0270
0.9233	153.6304
50.6980	15.0871
22.4916	157.8166
0.3714	138.3837
0.9129	156.5594
0.9048	159.1691
0.1175	142.1735
1.0927	127.0055
0.8979	161.7271
29.7378	157.1906
0.9231	153.6740
0.8832	169.0964
2.0090	25.9157
22.8859	16.7999
0.9181	155.0395
5835.4248	4.0819
3.3874	138.6460
1.2782	111.6817
1.0277	134.6862
0.9213	154.1504
0.1160	152.1846
0.8950	162.8951
37.0909	88.8318
1.1130	124.9443
0.9600	145.4330
0.5098	155.5585
1.0558	131.1439
0.0787	141.8556
0.8163	116.0119
0.9504	147.3382
0.9180	155.0615
1214.7292	6.6411
2.1389	79.5348
1.0488	131.9944
103.6213	157.8437
0.4480	153.7386
0.9151	155.9149
5.6960	46.1530
0.9098	157.5364
0.9306	151.7699
1.0152	136.4030
1.4633	101.3184
258.0534	11.7968
0.9484	147.7473
0.0573	145.3798
27.1283	25.1782
59.9509	17.6199
6.5935	148.3561
3.8973	141.7355
89.7343	8.7929
1.9292	84.6833
0.2141	157.9986
12.6408	152.7527
2339.6527	162.8930
1.0749	128.9385
0.9197	154.6021
0.9227	153.7773
1.1555	120.9942
1.4787	100.5915
0.0817	146.3913
0.0757	155.2557
4.0793	30.7459
56.9544	107.4756
0.9305	151.7958
0.9454	148.3728
0.9454	148.3728
0.1095	114.2934
6.4884	107.1573
3.0154	160.5660
2.0660	142.3646
2.0328	82.0144
0.2543	157.4607
1.4886	62.9900
0.8883	166.0911
1.0809	128.2706
0.9357	150.5518
4.5429	16.7338
12032.7931	2.9008
276.0491	56.2490
8764.2385	47.1636
0.3112	121.0275
5.4620	131.4600
0.9054	158.9624
0.9197	154.6040
113.2534	137.5627
0.1714	155.8996
492.4691	161.2904
3.6430	158.0851
1.0501	131.8308
0.0212	114.5199
1.4094	104.0011
21.0100	145.7397
1.1208	124.1842
0.8977	161.7859
66.2642	152.0952
0.2282	175.6163
1.7413	90.2999
0.5024	43.4119
0.9360	150.4789
0.0955	148.9468
2.4048	74.2092
0.9680	143.9339
0.8972	162.0034
0.9077	158.2060
1.2473	134.0627
0.8947	163.0480
165.6584	4.6996
0.3786	147.5370
14.6360	70.0210
0.9980	138.9409
22267.9487	3.4370
0.9267	152.7301
1.0564	131.0754
0.9033	159.6861
0.9409	149.3586
0.9628	144.9036
0.0196	113.5664
1.1046	146.5931
1.6980	91.7681
0.9942	139.5286
1.4133	103.8024
1.8884	76.3884
1561.1696	47.6675
1.4047	104.2465
1.1188	124.3694
27.6696	124.4944
0.9261	145.6312
1.1194	124.3140
0.9415	149.2276
0.9341	150.9220
6057.3242	2.8144
0.0895	148.2273
0.8854	167.6932
1.1057	153.9176
12.9503	30.1301
0.9947	150.9557
0.9014	160.3955
1.3632	106.5053
1.5501	97.4274
0.5106	89.6673
0.9266	152.7739
0.9219	153.9870
1.0737	129.0761
11861247.8317	0.0281
13.2476	12.0649
0.9599	145.4549
0.9230	153.6969
1.3815	105.4911
2.2343	171.6939
0.9037	159.5479
0.9102	157.3931
0.2567	104.3669
0.9617	145.0998
0.9871	140.6544
0.9150	155.9475
6.2856	56.0909
14.2765	28.6644
0.9999	138.6437
65.6416	84.2722
0.2347	82.3549
63.9235	13.4249
0.1047	151.6230
1.0472	132.1820
0.1018	151.3012
0.8962	162.3949
4.4858	113.3812
0.9608	145.2786
12.9215	30.1645
19.2053	158.8457
3.1179	143.4875
0.9230	153.6988
0.0998	146.8753
0.1547	110.2139
6.5801	24.6807
2.4450	138.3405
0.6617	98.8012
87.8363	42.8436
0.8911	164.6794
1.2038	157.2525
3823.6934	3.9589
0.9285	152.2802
5.0075	131.3309
19.3810	41.5491
2368.2702	28.9036
2327.9560	4.7435
265.7860	29.3409
0.9295	152.0337
0.6397	149.6607
1.4898	45.9286
0.1766	64.6823
0.9550	146.4060
0.9036	159.5763
6.2447	91.7734
3.4150	54.0389
0.9037	159.5414
0.9057	158.8719
0.9689	143.7762
2.8295	67.5808
478.5918	34.5257
2.5336	80.6326
195.5163	6.3565
1494.8668	2.7166
6.1421	52.5373
0.3801	103.2560
1.0332	133.9676
0.6559	130.0975
27.4175	33.5235
1.1015	130.7098
0.0608	88.3327
0.9588	145.6660
0.9448	148.5046
0.0717	129.8450
852.6854	4.7522
0.0466	127.5824
1.9704	55.8703
1.3362	108.0599
1.0074	137.5329
0.9137	156.3091
52.3111	14.8509
1.1379	122.5676
1.1196	124.2970
696.0172	8.3988
10.5990	35.3692
3.7001	27.8951
2064.2601	19.0019
0.9058	158.8405
3.6142	58.9547
0.9271	152.6475
0.8994	161.1301
1.0182	135.9906
0.9439	148.6954
0.9439	148.6954
0.9166	155.4580
10.8954	32.9239
1.7080	119.3440
1.0769	109.0123
0.0603	118.0514
1494.3868	5.1107
460.1756	3.9545
0.9215	154.0919
32.3750	26.1867
0.9079	158.1453
0.2501	138.9946
1.4092	104.0135
1.0078	137.4677
0.9100	157.4630
0.4457	56.9611
33.2375	43.1660
48.6592	132.6723
0.9324	151.3177
0.4393	134.4038
27.0562	150.4581
1.1273	123.5563
0.0630	116.3917
4.0316	29.7032
0.5210	154.4467
1.5447	97.6528
3.4128	138.0806
1.4007	104.4592
1.7222	90.9385
5.4465	28.5452
0.9317	151.4927
1.2348	114.6829
0.9283	152.3254
5.4823	106.7241
0.9062	158.6848
15.3035	37.6768
0.8964	162.3157
0.1094	162.0712
0.8976	161.8297
0.9081	158.0578
12.3153	156.4611
22.8938	32.6335
1.9193	92.9035
40.2309	141.7363
258.6176	83.0001
1.1282	123.4771
3.8775	53.6988
0.9242	153.3964
1.0031	138.1566
64.8568	158.7329
64.8568	158.7329
384.3388	141.1210
79.6119	8.2563
0.9931	139.7026
1.8825	85.9770
9.5133	43.2999
0.0936	61.3998
0.1978	95.3545
0.9108	157.1975
0.0580	156.3844
2.8037	111.4938
0.9330	151.1861
0.0736	155.1962
2.5430	16.3330
174.7174	5.7612
1.0501	131.8299
2.7033	163.4084
0.8771	174.6806
0.9460	148.2505
2.3353	151.2167
2.3353	151.2167
1.0052	137.8522
1.3429	105.2559
0.0720	168.4967
0.9652	144.4526
2.0559	144.2055
2.6116	32.5961
1.2354	115.1941
27.7012	20.4681
0.0907	141.8294
1.3102	109.6334
0.9050	159.1162
0.9743	142.8137
0.0915	139.0652
2.4200	67.2548
2.4566	155.7004
1.2075	116.7239
0.9052	159.0402
0.9074	158.3100
0.9943	139.5065
6.9649	45.2262
1.0584	130.8365
30.5630	152.3951
1584.6790	162.7065
0.9657	144.3580
4.4039	52.9458
1.1344	122.8971
0.0699	143.8396
0.9360	150.4725
22.5133	77.6591
12570.8803	50.5739
3.4339	146.9284
0.1144	146.5975
1.0888	68.0573
1.2911	110.8403
1.1069	125.5544
0.1770	153.4448
0.0692	127.9917
1.1204	124.2171
0.9355	150.5844
1.0200	135.7424
3721.7226	43.2991
0.9117	156.9220
0.1949	89.5896
1.1784	106.9078
0.9506	147.2902
0.8882	166.1246
0.6848	153.3012
0.4430	109.7070
2.4161	74.0054
0.4512	136.5811
3.9259	29.6232
0.8821	169.8510
37.1689	156.2558
2.5871	147.9800
0.8806	120.6798
0.6709	86.7834
0.9068	158.4939
0.9222	153.9051
0.9057	158.8656
626.3439	4.3610
434.1259	11.9194
82673.7244	3.6598
2.4296	37.6753
1.0666	99.9063
45.1144	141.9496
3.5854	166.9669
0.9065	158.5781
0.8942	163.2456
1.4186	149.2844
1.8091	78.9836
1.0126	136.7795
0.9309	151.6852
5125.4255	0.5830
2.0788	46.4526
0.9219	153.9897
6.9138	64.2858
3.4067	128.9560
861202.1169	0.0892
0.9252	153.1269
0.3417	50.5361
102.9249	17.9969
0.2493	161.7946
0.9283	152.3439
8.7360	61.4594
4.0565	144.6563
1.0136	136.6282
1.0263	134.8851
4.7398	169.2512
0.9834	141.2538
1.0177	136.0580
115.8180	9.9547
0.0457	121.6164
0.8891	165.6675
99.1368	70.2600
2.1681	78.8913
0.0285	128.4546
2.2733	76.7020
0.9118	156.8846
1.0437	132.6230
0.5360	64.8496
0.9112	157.0854
0.9734	142.9731
0.9107	157.2288
0.9532	146.7688
0.9776	142.2427
1.0072	137.5600
0.9150	155.9457
0.1040	136.7402
0.9368	150.2989
0.1394	154.5029
133569.1182	1.2015
6.8580	13.7004
0.4869	28.9673
0.9325	151.3017
0.9313	151.5889
312.0015	120.6091
0.1334	134.8276
0.1334	134.8276
1.8319	87.4519
0.9865	140.7517
1.8805	74.8360
1.0940	126.8718
1.3550	26.9467
166.4269	44.7790
0.8941	163.2795
6.8103	42.0107
0.5694	162.5938
0.0356	126.1163
0.9142	154.3977
26.1844	17.6521
9.7401	71.4744
1.0202	135.7123
0.8974	161.9248
3.4185	62.8099
14.0492	20.4447
0.8864	167.1225
0.2603	162.5087
0.8944	163.1860
0.1602	103.7772
1.2841	111.2955
0.5230	100.5316
69.8865	12.8356
122.7017	148.2065
0.9289	152.1960
0.9041	159.4178
0.9029	159.8209
0.9735	142.9539
0.9194	154.6761
0.9299	151.9340
1.3667	106.3070
0.9013	160.4286
5.6174	34.7066
8.2555	37.9994
0.9055	158.9242
0.0470	122.7975
0.2011	119.6910
0.8984	161.5194
2.2644	59.0184
2.2110	106.6830
408.4004	156.0167
1.4692	101.0343
0.9248	153.2301
0.9248	153.2301
1.1608	120.5281
1.0102	137.1213
0.9387	149.8674
0.8689	155.1295
0.0677	61.9730
2.8228	30.7371
2761.5198	1.5932
8.1205	145.2996
0.0753	140.4011
2.7453	76.3420
14.0236	38.1515
0.1451	85.8748
11.8713	92.3242
0.1572	146.2393
3.6270	15.3634
34.6230	38.8030
1.1948	117.7124
2.8770	73.0249
11.3879	161.3982
82.7599	161.9972
0.9255	153.0591
0.9189	154.8132
0.9189	154.8132
0.9235	153.5803
288.2323	6.8058
0.9027	159.9196
4.9656	53.6882
23722.1093	2.1918
0.9161	155.6191
107.6007	165.3030
0.9557	146.2599
0.1716	147.9128
0.8910	164.7048
1.0475	132.1551
0.9643	144.6107
1.0396	133.1440
0.8858	167.4522
0.0101	131.4449
1.8515	86.8695
0.9126	156.6483
0.9186	154.8968
0.9275	152.5441
3.7509	154.4149
94.7925	39.3880
11.3870	32.1852
0.1309	166.6792
0.9352	150.6594
6.3474	51.0077
4.7117	38.2105
2.1087	155.2537
0.2541	116.9757
0.9400	149.5634
73.7219	12.4951
73.7219	12.4951
0.9972	139.0664
0.3475	170.0395
0.9900	140.1841
0.9624	144.9693
1.2430	114.0976
0.8845	168.2415
27.2101	44.6759
0.1806	129.1595
1.5449	121.8920
6.2426	140.9488
0.1062	156.2409
0.3084	94.5595
0.9770	142.3344
0.8887	165.8701
0.9668	144.1521
3.4690	55.6226
1.0850	127.8323
0.9801	141.8223
1.5291	67.9387
1.2075	167.8976
0.0721	109.5915
1.0979	84.4405
0.1201	119.5046
15.9697	27.0708
0.3743	158.6053
1.1046	125.7832
0.3163	166.1052
10.6705	33.2792
1.3896	59.1586
2189.0046	9.1945
0.1728	104.9521
1.2344	114.7156
1.1085	125.3861
0.9090	157.7893
2.0858	95.4686
22.2833	168.5939
3.0554	63.7364
0.9185	154.9183
1.0422	132.8094
0.7827	161.9248
1.2739	111.9677
0.9145	156.0844
6.4623	47.2918
0.9833	141.2824
1201.5998	11.2108
0.9219	153.9912
0.9239	153.4537
0.9109	157.1735
0.8834	168.9773
0.3303	112.1278
4.4089	52.9141
1.0574	130.9503
91.0771	32.6699
0.3470	131.7473
0.4444	140.3117
0.3792	153.1900
0.9509	147.2345
152.2985	160.4493
169.4956	8.2183
4.3375	153.8873
1.0216	135.5205
0.8815	170.3657
18.9491	30.1168
5191.5565	90.6913
0.9026	159.9624
0.9036	159.5837
8.0285	151.9100
1.0223	135.4222
0.4164	53.1020
4.3980	25.6711
7.1609	42.9604
0.0981	152.6048
3.2695	62.3124
1.2063	116.8133
0.4513	143.6225
0.0910	145.2502
1.1472	121.7234
0.9621	145.0361
0.3135	128.8850
54085.1672	4.1218
0.9138	156.2878
3.4872	29.6171
1.4515	101.8832
2.3317	145.5264
0.9028	159.8609
2.1600	79.0677
0.9214	154.1378
0.9453	148.4003
274.3265	22.0722
15.7159	27.2929
4.6129	156.2896
98255576.0513	0.0336
7294173.1944	0.1218
0.0297	139.2688
0.6559	36.7114
0.9791	141.9758
34.4216	135.6334
7502.5984	2.8986
0.9546	146.4913
0.8978	161.7420
0.5934	144.5475
1.5396	43.6216
0.9173	155.2590
0.1599	48.0292
4.0433	164.4554
0.1661	151.1296
0.4785	124.3055
0.9548	146.4380
0.1157	98.5585
2.6736	160.6269
1.1122	125.0248
1.0008	138.5039
26.3959	148.2389
0.8923	164.0967
0.9729	143.0507
1.8719	86.2795
0.9094	157.6327
1.6491	145.9294
1.8999	85.4863
2.2887	80.2496
7.8402	169.6867
1.5605	96.9904
0.8920	164.2478
0.1560	90.5386
5.8032	138.1862
1.5654	96.7889
2.8841	54.6921
0.9441	148.6670
0.9627	144.9185
4199.6363	2.0600
1.0410	132.9656
8.1425	38.2725
1.0848	127.8530
48.8930	115.9709
2.1531	79.2213
1.0603	130.6072
0.9514	147.1337
0.8696	154.1481
0.0767	107.6208
0.9657	144.3630
1.7655	89.5115
0.9101	157.4271
32.7927	18.7948
14.9428	139.0156
1.5554	90.6728
1.1528	158.3127
0.1003	146.0974
0.0751	78.4832
3.0867	77.5074
0.4357	157.0417
164.9490	156.9810
125.1065	18.6053
5.3361	40.5363
0.9391	149.7612
1.4321	102.8411
2.2797	163.1935
0.9520	147.0157
0.8862	167.2241
17.2563	156.7476
1.0731	129.4539
0.3016	163.2886
1.0027	138.2240
1.2099	116.5390
0.9350	150.7213
0.9491	147.6103
1.3251	108.7242
64.6461	154.0249
0.9113	157.0573
0.0927	147.1507
3.4819	48.7649
1.3276	108.5702
0.9556	146.2922
0.9619	145.0700
0.9701	143.5559
0.9652	144.4402
1.2641	112.6281
0.3315	84.6866
0.1561	147.6596
1.3193	139.5063
160.7257	8.4411
0.9708	143.4202
53.3424	13.7709
0.8970	162.0962
155.0867	111.7031
0.6461	131.8432
6.5116	43.0107
0.1010	141.0839
2.0396	81.8482
1.0792	128.4653
1.2458	30.1626
1.0444	132.5385
0.9447	148.5433
1316.1790	7.5760
2.0249	82.2083
10439.0470	1.1205
8.1940	161.1446
0.8969	162.1370
0.6433	165.6393
1.9429	84.3151
1.4512	101.8998
332.2025	126.3361
1285.7139	5.1016
0.4002	158.4209
0.0547	131.4788
292.5242	68.0682
11.9774	16.4053
48.3631	109.0263
0.9134	156.4203
6.4003	32.2408
0.9036	159.5927
22.1820	159.2826
0.0685	109.0157
0.9306	151.7766
1.1535	121.1623
0.3510	127.3216
59.9511	151.0494
2176.2624	4.0167
0.9435	148.7977
0.9851	140.9835
0.9093	157.6948
0.9177	155.1441
6.1134	158.4549
0.2213	161.5931
1.9974	62.0162
0.0517	148.9510
0.9402	149.5217
0.6811	43.8764
3.3908	61.0660
1.0320	134.1230
98.4734	66.3227
14.6998	159.8814
0.1475	157.2429
4.2796	82.8648
27.6923	10.4794
1.0513	131.6868
12.2521	29.8960
0.9454	148.3849
0.2231	136.8404
2.1395	51.3847
2.8623	104.3767
0.9544	146.5319
0.9282	152.3546
8.8476	128.2876
0.9928	139.7437
7.8781	134.0504
0.9266	152.7641
11.3270	32.2728
11.3270	32.2728
0.1170	147.7877
14.4816	10.4552
0.9021	160.1439
0.9566	146.0885
0.9100	157.4617
0.9453	148.4100
1.4470	102.1029
1.0805	128.3164
3.5313	13.0590
0.0659	155.3754
1.0220	135.4566
2.0170	82.4055
0.9585	145.7173
1.3688	106.1877
0.8889	165.7490
0.0452	125.2838
76.6563	159.8927
131.6662	93.0982
23.8919	137.1488
11.1741	164.4247
0.1232	161.9687
0.9364	150.3871
0.0472	131.9285
3787.3983	1.6631
0.9769	142.3672
1.0012	113.4418
2.3664	42.2472
0.9756	142.5879
2.4556	73.3094
1.8234	136.9963
40.7798	107.8581
0.9968	139.1196
0.9046	159.2311
0.9202	154.4713
81.5150	160.0341
0.4467	162.8322
1195.2822	13.6367
3.5240	54.0649
0.9362	150.4257
0.8931	163.7337
9.6488	18.7969
0.9193	154.7100
4.9753	49.5927
0.0369	129.8703
1.0086	137.3532
41.1789	16.7543
0.9833	141.2746
42.7807	16.6992
0.9807	141.7183
10.9397	42.7463
0.9101	157.4132
0.9745	142.7778
873.5977	3.5805
0.9367	150.3253
1.4432	102.2936
0.2679	151.8763
1.2264	37.7933
1.0106	137.0661
1.0074	137.5249
0.9527	146.8654
0.8900	165.1809
2.7452	68.7523
0.1562	161.0079
0.1118	146.6993
3.6976	127.8475
165.2008	151.6314
183.1885	176.6147
17711.1351	5.2801
1.3471	60.2975
1140.2841	169.4234
0.0639	132.7192
0.1259	146.7444
1.0231	135.3090
0.9529	146.8282
1.1324	36.9368
0.9267	152.7314
0.9887	140.4032
7.6059	58.1356
2.6529	41.3969
112.0780	10.1205
1.0863	127.6874
0.9018	160.2530
4978.1356	1.9026
0.0427	138.7908
4.4750	63.4700
1.2177	115.9418
3.0623	126.2375
0.8943	163.2268
6102.0163	1.4854
1.8771	127.2314
2.0355	167.1181
1.0382	133.3163
0.4661	107.5694
0.9030	159.8098
0.9120	156.8363
0.3445	61.0015
0.0957	95.7500
2.2784	109.6033
1.5368	90.0212
0.9331	151.1590
0.9338	150.9997
31.5209	156.1265
0.0392	150.2302
0.1179	101.2111
0.4311	69.2488
10.1353	13.0676
60.8943	39.5296
1.2164	116.0462
0.8966	162.2210
1.5620	141.7769
2249.6671	3.2090
1.9015	130.8067
0.9291	152.1302
1.5690	96.6395
0.0200	110.2956
0.9105	157.3124
10.6655	122.6192
0.9594	145.5472
1.0403	133.0518
1.0422	132.8077
1.0001	138.6116
1.0201	135.7243
96.0671	10.9367
0.9876	140.5692
4.4255	52.8068
1.1046	113.0882
4.3414	17.9165
0.9500	147.4155
2.3699	50.3068
21511.5371	2.9634
3.1279	83.9778
1.8446	144.6653
54.0655	156.3977
0.9450	148.4769
0.9120	156.8470
0.9314	151.5817
50.4706	52.9783
0.0493	122.0261
6.5368	114.0161
14.5190	42.0655
27.0008	45.6014
3.2381	62.6477
0.2961	155.3442
1.3714	106.0436
0.4665	137.7098
0.4665	137.7098
45.6820	149.5571
0.3098	51.3410
0.9032	159.7402
2.8560	66.2902
8.1175	25.0659
0.8971	162.0409
1.8346	87.3695
0.8803	49.3438
0.9797	141.8801
0.9797	141.8801
0.9093	157.6793
134.1067	12.0972
101368.2905	151.4254
0.9416	149.2047
1.0562	131.0977
0.1100	82.1060
0.8932	163.7097
0.0482	134.0813
1.0628	130.3213
1.0628	130.3213
0.9185	154.9301
0.9309	151.6873
1.0067	137.6342
3.7569	45.2363
0.9263	152.8525
0.5999	57.5332
0.9457	148.3260
1.2070	116.7598
1.1921	127.4895
313814.8156	0.6425
0.8867	166.9191
1.3541	107.0212
0.9070	158.4257
1.0446	132.5132
0.3713	150.0958
2.5159	80.5360
0.8994	161.1471
23867.5056	147.4176
1.3896	105.0486
2.0887	143.0326
47916.0414	4.9595
1.7816	88.9969
0.9336	151.0439
0.1734	140.1819
0.9291	152.1236
2.5041	72.4832
2.5041	72.4832
0.0267	127.5520
0.1142	82.5057
276.0648	13.2627
0.2696	148.2466
7.8511	117.2402
0.9371	150.2219
0.9039	159.4772
0.5268	147.2798
0.8871	166.7125
0.8522	99.1437
0.9315	151.5565
0.1093	145.7278
192680.4599	2.3184
2.6238	159.3351
0.9312	151.6164
0.8997	161.0342
0.1590	82.8388
0.8946	163.0792
1.0383	133.3005
1.4064	104.1576
1.0993	126.3259
0.3320	48.2128
0.0541	140.6029
2.1837	142.6887
0.9012	160.4571
28.9544	165.4066
45.4670	155.8018
1.7367	90.4512
2309.0661	134.7659
24.7916	21.6507
2.2019	110.5928
0.8821	169.9056
0.8976	161.8496
1.1006	52.0918
0.9060	158.7548
1.1139	124.8524
4.2715	140.9075
0.9113	157.0407
1.0465	132.2685
2.5909	58.0081
2.7823	81.1249
0.9296	152.0191
1.1328	123.0392
2652.8105	1.0742
273.0353	9.0652
8.9158	36.5131
3.2770	153.5222
1.7582	139.8085
124.0129	150.4662
1.2376	114.4792
14142.5594	1.5623
13.5373	29.4542
14.8778	135.2851
1.2441	114.0159
11.9653	15.3915
0.9387	149.8588
1.0101	137.1363
0.1254	136.2651
18.1182	25.4488
0.9601	145.4009
1.0343	56.4571
1.4911	100.0149
37762.2070	1.0430
6.2884	131.6789
1.0386	133.2615
0.8937	163.4761
3.9917	42.7253
3.9917	42.7253
66.2210	94.0730
0.9700	143.5723
2091.9362	59.7079
32.1084	60.4062
0.0082	133.4617
1.1561	120.9397
0.8830	169.2685
1.7607	53.7061
2.1945	155.9788
0.9526	146.8763
1.0893	127.3660
0.1289	130.9156
1.0090	137.2940
138.6020	9.0945
0.8923	164.1036
0.9969	139.0981
0.9408	149.3796
17362.4599	11.0651
0.4477	162.8116
0.0508	108.1483
0.9288	152.2154
0.1984	155.7611
760.3039	56.8986
1.0138	136.6033
120.3768	5.0461
120.3768	5.0461
3.5957	150.2774
1.0876	127.5499
0.9021	160.1235
0.9563	146.1535
0.0845	137.4838
16.1348	63.7811
1.1134	124.9037
30.1425	29.5773
0.9419	149.1470
715.8764	1.7189
0.9755	142.6025
0.9475	147.9348
0.9526	146.8841
26.8867	82.0234
0.9059	158.7904
0.9232	153.6540
1.0171	136.1397
17.6082	15.2980
0.9012	160.4420
2.2525	76.6029
0.9228	153.7661
1.6512	93.4467
0.8948	163.0025
0.9187	154.8727
0.8997	160.9986
0.2271	150.5322
0.2573	125.7437
1.7387	125.3570
0.9527	146.8622
2.5926	79.3178
1.2802	110.2831
5.3999	120.8400
18.4018	25.1859
56043.0604	3.8052
1810965.0058	0.0930
2.7579	165.6892
1.9606	83.8457
61.2490	63.4276
0.9842	141.1317
6.0737	20.3955
36.2283	109.1010
1.0886	127.4479
1.0383	133.3024
3.6463	38.1144
5.9870	137.1595
0.9112	157.0714
5.6608	156.8232
1.1119	34.7510
0.7257	26.7024
0.8899	165.2680
24.6328	10.8854
0.9240	153.4384
0.9025	159.9662
0.3733	103.9164
0.9346	150.8067
0.2121	138.8647
118069.8071	3.4917
0.0930	144.2671
0.0720	120.1081
51.8991	24.3420
0.2245	121.3640
0.9928	139.7450
2.8371	67.4777
0.9042	159.3760
0.8959	162.5439
305.9839	4.8351
4.8843	40.3755
1.0914	127.1494
0.8995	161.1121
1.3317	108.3272
8553.8508	2.7070
12.7361	17.0801
69770.9844	47.8552
0.0519	89.5786
4.9723	23.3273
0.2141	146.5351
1.1064	125.5964
1.1849	67.7600
0.9312	151.6156
0.5231	132.9074
0.9151	155.9011
0.3293	90.3682
0.9081	158.0572
7.4151	150.1434
6.6620	158.2620
0.9430	148.8985
269.8002	9.0098
2.7832	156.7592
0.4716	100.5340
1.8626	69.6224
0.9015	160.3602
0.1795	165.3516
2.1097	34.4490
1.0268	96.5597
0.9087	66.9004
1.6410	102.6607
2.7267	69.0184
1.3748	105.8551
7863.2643	43.6331
9.6360	90.8505
3.1357	22.8430
3.1357	22.8430
6.5077	131.7559
0.2533	153.8755
0.9460	148.2469
1386.7205	2.8240
0.1881	160.1739
0.9442	148.6469
45.2334	16.5905
1.4163	123.6199
0.0963	144.9763
1.0349	133.7468
0.4483	72.8401
1.6951	91.8697
0.1380	122.2628
1.2627	29.0341
0.4355	137.6013
0.8852	167.8081
1.2281	115.1693
1.1094	125.2952
