run_0062.root	2342	-61.7033	3.72132
run_0062.root	9590	-70.0574	4.04546
run_0062.root	15428	-26.979	4.02301
run_0062.root	27497	-77.3783	4.27221
run_0063.root	1369	-10.3788	3.99998
run_0063.root	10993	-65.2396	3.75544
run_0063.root	11390	-68.0508	3.96802
run_0063.root	12410	-7.94928	3.92837
run_0063.root	13125	-86.498	4.27405
run_0063.root	13154	-73.2042	3.92716
run_0063.root	18048	-72.0869	3.75904
run_0063.root	19991	-78.243	4.24758
run_0064.root	5187	-81.4162	4.24522
run_0064.root	18859	-77.4288	4.32341
run_0064.root	24489	-12.504	3.82526
run_0064.root	44957	-76.1145	4.26141
run_0064.root	62031	-76.8615	4.25208
run_0064.root	68882	-68.1475	3.92426
run_0065.root	569	-68.2927	3.82062
run_0065.root	14446	-25.3099	3.91667
run_0065.root	25839	-9.83921	4.38823
run_0065.root	25866	-76.1693	3.94031
run_0065.root	36242	-76.2969	4.16822
run_0065.root	55975	-76.3887	4.2023
run_0066.root	4574	-11.2	4.19172
run_0066.root	9204	-64.4594	3.79676
run_0066.root	13337	-16.1159	4.21328
run_0066.root	18238	-12.7378	4.15427
run_0066.root	33213	-66.5522	3.81878
run_0066.root	45075	-28.258	3.90943
run_0067.root	16341	-4.40857	3.98414
run_0067.root	30341	-66.9392	4.01072
run_0067.root	40959	6.94817	4.25248
run_0067.root	57495	-17.5942	4.22542
run_0067.root	60226	-73.6893	4.03477
run_0067.root	64752	-83.9337	4.25686
run_0070.root	2717	-74.3186	4.02898
run_0070.root	2718	-74.3186	4.02898
run_0070.root	29925	-85.5255	4.24005
run_0070.root	31518	-75.0154	4.08358
run_0070.root	53654	-6.12817	4.1178
run_0070.root	71257	-72.541	3.76147
run_0071.root	2720	-73.6144	4.11599
run_0071.root	7506	-75.2901	4.09029
run_0071.root	35693	-3.5284	3.80729
run_0071.root	38061	-63.9449	3.9551
run_0071.root	46023	-70.4952	3.90579
run_0071.root	62238	-28.7777	4.3634
run_0072.root	13082	-7.95868	4.27922
run_0072.root	18873	-10.8739	4.02774
