run_0062.root	71	-54.9762	7.27129
run_0062.root	131	-27.0971	2.4449
run_0062.root	200	-21.5853	1.00486
run_0062.root	258	-44.7985	220.188
run_0062.root	469	-25.2485	1.0645
run_0062.root	579	-23.0368	1.12622
run_0062.root	806	-31.8705	1.11216
run_0062.root	1157	-24.8159	0.81189
run_0062.root	1309	-24.0341	0.43554
run_0062.root	1660	-27.8438	2.04435
run_0062.root	2247	-54.9365	7.02496
run_0062.root	2352	-25.9804	5.97727
run_0062.root	2382	-53.0939	6.96144
run_0062.root	2499	-55.0046	4.80175
run_0062.root	2728	-58.4603	3.32146
run_0062.root	2735	-26.8064	4.94041
run_0062.root	2996	-20.773	2.62227
run_0062.root	3408	-46.5123	2.8321
run_0062.root	3642	-42.502	6.20472
run_0062.root	3729	-26.002	7.30922
run_0062.root	4051	-21.8117	0.884175
run_0062.root	4385	-35.817	3.02666
run_0062.root	5248	-24.6731	0.335064
run_0062.root	5338	-33.1301	6.07961
run_0062.root	5350	-43.2076	3.22306
run_0062.root	5642	-21.0563	0.591411
run_0062.root	5643	-21.0563	0.591411
run_0062.root	5838	-46.5973	6.77063
run_0062.root	5893	-20.2705	0.554895
run_0062.root	5935	-55.9916	1.30445
run_0062.root	6073	-32.1878	2.5675
run_0062.root	6131	-54.5777	171.258
run_0062.root	6188	-37.013	700.914
run_0062.root	6221	-25.4392	89.9556
run_0062.root	6290	-27.6068	1.76845
run_0062.root	6425	-30.1084	7.24007
run_0062.root	6601	-50.4302	6.85795
run_0062.root	6650	-50.9704	2.67842
run_0062.root	7002	-38.2125	4.61469
run_0062.root	7121	-59.2499	7.30974
run_0062.root	7184	-30.3268	2.23236
run_0062.root	7313	-32.4802	0.715214
run_0062.root	7614	-53.5141	7.33716
run_0062.root	7629	-46.5803	2.81048
run_0062.root	7675	-51.2789	7.13764
run_0062.root	7927	-23.0624	5.06981
run_0062.root	8230	-21.0142	1.36962
run_0062.root	8257	-48.1495	7.24487
run_0062.root	8412	-21.3973	1.9348
run_0062.root	8447	-28.5074	6.86407
run_0062.root	8672	-31.2712	1.67313
run_0062.root	8677	-63.808	7.76365
run_0062.root	8876	-20.5264	2.29397
run_0062.root	8916	-26.7468	1.31158
run_0062.root	9484	-40.1128	5.56884
run_0062.root	9567	-34.347	3.19158
run_0062.root	9569	-31.0715	0.944222
run_0062.root	9597	-33.4706	141.319
run_0062.root	9623	-44.1988	26.8272
run_0062.root	9773	-53.2125	7.05731
run_0062.root	10159	-25.6855	1.52507
run_0062.root	10315	-20.7904	0.602151
run_0062.root	10333	-20.4609	1.21084
run_0062.root	10418	-42.4149	3.18452
run_0062.root	10446	-20.7782	0.571928
run_0062.root	10448	-24.5469	2.7531
run_0062.root	10781	-21.2956	1.84809
run_0062.root	11132	-21.4487	1.81883
run_0062.root	11153	-20.7809	4.60096
run_0062.root	11343	-39.6143	3.5582
run_0062.root	11457	-35.5784	1.59127
run_0062.root	11563	-35.4628	20.2137
run_0062.root	11646	-40.7496	1.94037
run_0062.root	11659	-42.6824	3.51811
run_0062.root	11689	-55.3259	4.95664
run_0062.root	12299	-26.8448	1.0886
run_0062.root	12408	-52.2256	7.39488
run_0062.root	12421	-23.3939	144.819
run_0062.root	12795	-60.3113	3.69701
run_0062.root	12888	-35.0929	3.49814
run_0062.root	13226	-30.6814	3.50433
run_0062.root	13421	-50.6227	5.5777
run_0062.root	13659	-45.4387	2.4946
run_0062.root	13889	-30.2625	22.9351
run_0062.root	13973	-46.6264	2.83577
run_0062.root	13994	-38.7772	3.11215
run_0062.root	14078	-36.3784	6.72755
run_0062.root	14127	-42.0331	4.14619
run_0062.root	14477	-20.8067	183.654
run_0062.root	14485	-23.9036	6.36486
run_0062.root	14515	-22.6049	4.46053
run_0062.root	14828	-27.3458	1.09351
run_0062.root	14904	-23.5529	3.13923
run_0062.root	14972	-22.0196	0.815184
run_0062.root	14991	-38.8811	2.72965
run_0062.root	15407	-43.4447	2.01609
run_0062.root	15693	-23.5594	3.30751
run_0062.root	15765	-28.5605	6.69681
run_0062.root	15906	-59.1434	5.9515
run_0062.root	16502	-26.0991	12.6581
run_0062.root	16541	-45.2325	17.5537
run_0062.root	16828	-31.4928	1.23356
run_0062.root	16993	-46.0472	3.79009
run_0062.root	17063	-94.7221	4.27431
run_0062.root	17180	-22.3764	9.20498
run_0062.root	17238	-21.3909	140.078
run_0062.root	17853	-60.1111	5.55238
run_0062.root	18325	-31.256	4.86273
run_0062.root	18332	-51.0928	10.814
run_0062.root	18651	-47.1103	5.67262
run_0062.root	18701	-32.907	9.28656
run_0062.root	18849	-61.0673	10.1802
run_0062.root	18937	-30.4427	0.987188
run_0062.root	18948	-50.1778	6.00854
run_0062.root	19153	-21.0018	0.611466
run_0062.root	19291	-39.5248	1.87411
run_0062.root	19382	-29.4536	0.902701
run_0062.root	19647	-36.5063	3.41856
run_0062.root	19724	-40.7524	3.82315
run_0062.root	19994	-49.483	1.34149
run_0062.root	20069	-21.9761	1.59865
run_0062.root	20181	-23.5515	1.12899
run_0062.root	20325	-33.091	32.8181
run_0062.root	20494	-31.4478	9.7604
run_0062.root	20672	-44.3601	11.4164
run_0062.root	20950	-21.1035	0.798609
run_0062.root	21032	-49.9911	13.7269
run_0062.root	21248	-36.7965	1.77663
run_0062.root	21748	-24.6603	26.3854
run_0062.root	22540	-34.7701	3.1061
run_0062.root	22610	-29.5709	1.4129
