 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 02, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Lead in Helium (gas).txt

 Ion = Lead [82] , Mass = 207.977 amu

 Target Density =  1.7518E-04 g/cm3 = 2.6354E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60.00 MeV   1.238E+00  3.266E-02   86.13 mm     2.48 mm     1.89 mm  
  65.00 MeV   1.312E+00  3.075E-02   89.95 mm     2.55 mm     1.92 mm  
  70.00 MeV   1.383E+00  2.907E-02   93.58 mm     2.60 mm     1.95 mm  
  80.00 MeV   1.513E+00  2.625E-02  100.35 mm     2.78 mm     2.00 mm  
  90.00 MeV   1.631E+00  2.397E-02  106.61 mm     2.93 mm     2.05 mm  
 100.00 MeV   1.736E+00  2.209E-02  112.47 mm     3.05 mm     2.08 mm  
 110.00 MeV   1.831E+00  2.050E-02  118.00 mm     3.15 mm     2.11 mm  
 120.00 MeV   1.917E+00  1.915E-02  123.28 mm     3.24 mm     2.14 mm  
 130.00 MeV   1.994E+00  1.797E-02  128.34 mm     3.33 mm     2.16 mm  
 140.00 MeV   2.064E+00  1.695E-02  133.23 mm     3.40 mm     2.18 mm  
 150.00 MeV   2.127E+00  1.604E-02  137.96 mm     3.47 mm     2.20 mm  
 160.00 MeV   2.183E+00  1.524E-02  142.57 mm     3.53 mm     2.22 mm  
 170.00 MeV   2.235E+00  1.452E-02  147.06 mm     3.59 mm     2.24 mm  
 180.00 MeV   2.281E+00  1.387E-02  151.46 mm     3.65 mm     2.25 mm  
 200.00 MeV   2.361E+00  1.274E-02  160.03 mm     3.84 mm     2.28 mm  
 225.00 MeV   2.440E+00  1.158E-02  170.39 mm     4.12 mm     2.31 mm  
 250.00 MeV   2.502E+00  1.063E-02  180.46 mm     4.36 mm     2.34 mm  
 275.00 MeV   2.549E+00  9.829E-03  190.31 mm     4.58 mm     2.36 mm  
 300.00 MeV   2.586E+00  9.152E-03  200.01 mm     4.78 mm     2.39 mm  
 325.00 MeV   2.613E+00  8.569E-03  209.60 mm     4.97 mm     2.41 mm  
 350.00 MeV   2.633E+00  8.060E-03  219.10 mm     5.15 mm     2.43 mm  
 375.00 MeV   2.648E+00  7.613E-03  228.54 mm     5.32 mm     2.45 mm  
 400.00 MeV   2.657E+00  7.216E-03  237.93 mm     5.49 mm     2.46 mm  
 450.00 MeV   2.687E+00  6.542E-03  256.59 mm     6.09 mm     2.50 mm  
 500.00 MeV   2.680E+00  5.990E-03  275.18 mm     6.64 mm     2.53 mm  
 550.00 MeV   2.678E+00  5.530E-03  293.80 mm     7.14 mm     2.56 mm  
 600.00 MeV   2.670E+00  5.140E-03  312.46 mm     7.62 mm     2.58 mm  
 650.00 MeV   2.659E+00  4.805E-03  331.19 mm     8.07 mm     2.61 mm  
 700.00 MeV   2.646E+00  4.513E-03  350.01 mm     8.49 mm     2.63 mm  
 800.00 MeV   2.615E+00  4.031E-03  387.96 mm    10.05 mm     2.68 mm  
 900.00 MeV   2.582E+00  3.647E-03  426.39 mm    11.43 mm     2.73 mm  
   1.00 GeV   2.548E+00  3.333E-03  465.32 mm    12.69 mm     2.78 mm  
   1.10 GeV   2.513E+00  3.072E-03  504.80 mm    13.86 mm     2.82 mm  
   1.20 GeV   2.479E+00  2.852E-03  544.82 mm    14.97 mm     2.87 mm  
   1.30 GeV   2.445E+00  2.662E-03  585.40 mm    16.04 mm     2.91 mm  
   1.40 GeV   2.411E+00  2.498E-03  626.55 mm    17.06 mm     2.95 mm  
   1.50 GeV   2.378E+00  2.354E-03  668.28 mm    18.05 mm     3.00 mm  
   1.60 GeV   2.345E+00  2.226E-03  710.59 mm    19.02 mm     3.04 mm  
   1.70 GeV   2.313E+00  2.113E-03  753.49 mm    19.97 mm     3.09 mm  
   1.80 GeV   2.281E+00  2.011E-03  797.00 mm    20.89 mm     3.13 mm  
   2.00 GeV   2.217E+00  1.835E-03  885.88 mm    24.39 mm     3.22 mm  
   2.25 GeV   2.140E+00  1.657E-03    1.00 m     29.29 mm     3.33 mm  
   2.50 GeV   2.065E+00  1.511E-03    1.12 m     33.77 mm     3.45 mm  
   2.75 GeV   1.993E+00  1.391E-03    1.24 m     38.00 mm     3.57 mm  
   3.00 GeV   1.924E+00  1.289E-03    1.37 m     42.07 mm     3.70 mm  
   3.25 GeV   1.859E+00  1.202E-03    1.50 m     46.04 mm     3.83 mm  
   3.50 GeV   1.797E+00  1.126E-03    1.64 m     49.93 mm     3.96 mm  
   3.75 GeV   1.740E+00  1.060E-03    1.78 m     53.79 mm     4.10 mm  
   4.00 GeV   1.687E+00  1.002E-03    1.93 m     57.61 mm     4.24 mm  
   4.50 GeV   1.595E+00  9.031E-04    2.23 m     71.96 mm     4.54 mm  
   5.00 GeV   1.521E+00  8.230E-04    2.55 m     85.08 mm     4.86 mm  
   5.50 GeV   1.466E+00  7.565E-04    2.89 m     97.37 mm     5.20 mm  
   6.00 GeV   1.429E+00  7.005E-04    3.23 m    108.94 mm     5.54 mm  
   6.50 GeV   1.389E+00  6.526E-04    3.59 m    119.94 mm     5.89 mm  
   7.00 GeV   1.338E+00  6.111E-04    3.95 m    130.67 mm     6.25 mm  
   8.00 GeV   1.248E+00  5.428E-04    4.73 m    170.47 mm     7.01 mm  
   9.00 GeV   1.170E+00  4.888E-04    5.55 m    206.79 mm     7.82 mm  
  10.00 GeV   1.103E+00  4.450E-04    6.43 m    241.36 mm     8.67 mm  
  11.00 GeV   1.045E+00  4.087E-04    7.37 m    274.96 mm     9.56 mm  
  12.00 GeV   9.934E-01  3.782E-04    8.35 m    308.02 mm    10.50 mm  
  13.00 GeV   9.476E-01  3.521E-04    9.38 m    340.78 mm    11.47 mm  
  14.00 GeV   9.066E-01  3.295E-04   10.46 m    373.38 mm    12.48 mm  
  15.00 GeV   8.698E-01  3.097E-04   11.58 m    405.93 mm    13.53 mm  
  16.00 GeV   8.365E-01  2.923E-04   12.76 m    438.49 mm    14.62 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  5.7086E+01                keV / (ug/cm2) 
  5.7086E+01                MeV / (mg/cm2) 
  5.7086E+04                keV / (mg/cm2) 
  3.7946E+02                 eV / (1E15 atoms/cm2)
  1.2607E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
