CoboID,AsadID,AgetID,ChannelID,PadID,SizeID
7,3,0,36,9966,1
7,3,0,37,10086,1
7,3,0,38,9965,1
7,3,0,39,9959,1
7,3,0,40,9961,1
7,3,0,41,9958,1
7,3,0,42,9960,1
7,3,0,43,10029,1
7,3,0,44,10085,1
7,3,0,46,10028,1
7,3,0,47,10084,1
7,3,0,48,10027,1
7,3,0,49,10025,1
7,3,0,50,10026,1
7,3,0,51,10024,1
7,3,0,52,10219,1
7,3,0,53,10023,1
7,3,0,54,10218,1
7,3,0,55,10022,1
7,3,0,57,10217,1
7,3,0,58,10021,1
7,3,0,59,10216,1
7,3,0,60,10083,1
7,3,0,61,10215,1
7,3,0,62,10082,1
7,3,0,63,10135,1
7,3,0,64,10081,1
7,3,0,65,10134,1
7,3,0,66,10080,1
7,3,0,67,10133,1
7,3,3,0,8983,0
7,3,3,1,8996,0
7,3,3,2,8986,0
7,3,3,3,8993,0
7,3,3,4,8984,0
7,3,3,5,8991,0
7,3,3,6,8792,0
7,3,3,7,8990,0
7,3,3,8,8791,0
7,3,3,9,8998,0
7,3,3,10,8583,0
7,3,3,12,9436,1
7,3,3,13,8584,0
7,3,3,14,9435,1
7,3,3,15,8368,0
7,3,3,16,8999,0
7,3,3,17,8789,0
7,3,3,18,9002,0
7,3,3,19,9434,1
7,3,3,20,9000,0
7,3,3,21,8790,0
7,3,3,23,8997,0
7,3,3,24,8582,0
7,3,3,25,8988,0
7,3,3,26,8581,0
7,3,3,27,8995,0
7,3,3,28,8365,0
7,3,3,29,8994,0
7,3,3,30,8787,0
7,3,3,31,8992,0
7,3,3,32,8788,0
7,3,3,33,8989,0
7,3,3,34,8580,0
7,3,3,35,8987,0
7,3,3,36,8579,0
7,3,3,37,8985,0
7,3,3,38,8363,0
7,3,3,39,9522,1
7,3,3,40,8786,0
7,3,3,41,9521,1
7,3,3,42,8785,0
7,3,3,43,8795,0
7,3,3,44,8577,0
7,3,3,46,8796,0
7,3,3,47,8578,0
7,3,3,48,8588,0
7,3,3,49,8362,0
7,3,3,50,8587,0
7,3,3,51,9520,1
7,3,3,52,8371,0
7,3,3,53,8784,0
7,3,3,54,8794,0
7,3,3,55,8783,0
7,3,3,57,8793,0
7,3,3,58,8575,0
7,3,3,59,8585,0
7,3,3,60,8576,0
7,3,3,61,8586,0
7,3,3,62,8360,0
7,3,3,63,8370,0
7,3,3,64,8982,0
7,3,3,65,9254,1
7,3,3,66,8980,0
7,3,3,67,9253,1
7,3,2,0,8981,0
7,3,2,1,9605,1
7,3,2,2,8979,0
7,3,2,3,9160,1
7,3,2,4,8781,0
7,3,2,5,9252,1
7,3,2,6,8779,0
7,3,2,7,9159,1
7,3,2,8,9604,1
7,3,2,9,9158,1
7,3,2,10,8782,0
7,3,2,12,8977,0
7,3,2,13,9603,1
7,3,2,14,8978,0
7,3,2,15,8780,0
7,3,2,16,8778,0
7,3,2,17,8574,0
7,3,2,18,8777,0
7,3,2,19,8572,0
7,3,2,20,8569,0
7,3,2,21,8573,0
7,3,2,23,8570,0
7,3,2,24,8571,0
7,3,2,25,8975,0
7,3,2,26,8357,0
7,3,2,27,8976,0
7,3,2,28,9433,1
7,3,2,29,8776,0
7,3,2,30,9343,1
7,3,2,31,9686,1
7,3,2,32,9251,1
7,3,2,33,9685,1
7,3,2,34,9157,1
7,3,2,35,8775,0
7,3,2,36,7209,0
7,3,2,37,8567,0
7,3,2,38,9519,1
7,3,2,39,9518,1
7,3,2,40,9684,1
7,3,2,41,9431,1
7,3,2,42,9432,1
7,3,2,43,9341,1
7,3,2,44,9342,1
7,3,2,46,9249,1
7,3,2,47,9250,1
7,3,2,48,9155,1
7,3,2,49,9156,1
7,3,2,50,9517,1
7,3,2,51,9689,1
7,3,2,52,9340,1
7,3,2,53,8974,0
7,3,2,54,9248,1
7,3,2,55,8973,0
7,3,2,57,9154,1
7,3,2,58,8773,0
7,3,2,59,9763,1
7,3,2,60,8774,0
7,3,2,61,8969,0
7,3,2,62,8972,0
7,3,2,63,8970,0
7,3,2,64,8971,0
7,3,2,65,8967,0
7,3,2,66,8771,0
7,3,2,67,8968,0
7,3,1,0,8772,0
7,3,1,1,8770,0
7,3,1,2,9762,1
7,3,1,3,8768,0
7,3,1,4,9761,1
7,3,1,5,8966,0
7,3,1,6,9683,1
7,3,1,7,8965,0
7,3,1,8,9602,1
7,3,1,9,8964,0
3,2,1,10,9041,0
3,2,1,12,8430,0
3,2,1,13,7487,0
3,2,1,14,9361,1
3,2,1,15,9360,1
3,2,1,16,8207,0
3,2,1,17,7488,0
3,2,1,18,8206,0
3,2,1,19,7733,0
3,2,1,20,9043,0
3,2,1,21,7732,0
3,2,1,23,9044,0
3,2,1,24,7237,0
3,2,1,25,8431,0
3,2,1,26,7489,0
3,2,1,27,8208,0
3,2,1,28,7490,0
3,2,1,29,8209,0
3,2,1,30,7735,0
3,2,1,31,9045,0
3,2,1,32,7734,0
3,2,1,33,9046,0
3,2,1,34,7240,0
3,2,1,35,9042,0
3,2,1,36,7492,0
3,2,1,37,8204,0
3,2,1,38,7491,0
3,2,1,39,8205,0
3,2,1,40,9359,1
3,2,1,41,9451,1
3,2,1,42,9450,1
3,2,1,43,8428,0
3,2,1,44,7736,0
3,2,1,46,9040,0
3,2,1,47,7737,0
3,2,1,48,9039,0
3,2,1,49,8196,0
3,2,1,50,8203,0
3,2,1,51,7966,0
3,2,1,52,8202,0
3,2,1,53,7967,0
3,2,1,54,8425,0
3,2,1,55,8422,0
3,2,1,57,8201,0
3,2,1,58,8199,0
3,2,1,59,8200,0
3,2,1,60,8198,0
3,2,1,61,8423,0
3,2,1,62,7968,0
3,2,1,63,8840,0
3,2,1,64,7969,0
3,2,1,65,8839,0
3,2,1,66,7971,0
3,2,1,67,8631,0
3,2,0,0,7970,0
3,2,0,1,9538,1
3,2,0,2,9537,1
3,2,0,3,8632,0
3,2,0,4,8197,0
3,2,0,5,8416,0
3,2,0,6,8420,0
3,2,0,7,8842,0
3,2,0,8,9269,1
3,2,0,9,8841,0
3,2,0,10,7965,0
3,2,0,12,8633,0
3,2,0,13,8195,0
3,2,0,14,8634,0
3,2,0,15,8194,0
3,2,0,16,8418,0
3,2,0,17,8417,0
3,2,0,18,8843,0
3,2,0,19,7962,0
3,2,0,20,8844,0
3,2,0,21,7963,0
3,2,0,23,8636,0
3,2,0,24,8193,0
3,2,0,25,8635,0
3,2,0,26,8192,0
3,2,0,27,8419,0
3,2,0,28,9536,1
3,2,0,29,9622,1
3,2,0,30,9621,1
3,2,0,31,8845,0
3,2,0,32,8415,0
3,2,0,33,8846,0
3,2,0,34,7235,0
3,2,0,35,8638,0
3,2,0,36,7731,0
3,2,0,37,8637,0
3,2,0,38,7730,0
3,2,0,39,8421,0
3,2,0,40,7485,0
3,2,0,41,8848,0
3,2,0,42,7486,0
3,2,0,43,8847,0
3,2,0,44,7234,0
3,2,0,46,8639,0
3,2,0,47,7729,0
3,2,0,48,8640,0
3,2,0,49,7728,0
3,2,0,50,8424,0
3,2,0,51,7483,0
3,2,0,52,8850,0
3,2,0,53,7484,0
3,2,0,54,8849,0
3,2,0,55,7232,0
3,2,0,57,9703,1
3,2,0,58,9702,1
3,2,0,59,8641,0
3,2,0,60,7726,0
3,2,0,61,8642,0
3,2,0,62,7727,0
3,2,0,63,8426,0
3,2,0,64,9701,1
3,2,0,65,8851,0
3,2,0,66,9780,1
3,2,0,67,9781,1
3,2,3,0,8186,0
3,2,3,1,8189,0
3,2,3,2,8183,0
3,2,3,3,8191,0
3,2,3,4,8180,0
3,2,3,5,6964,0
3,2,3,6,8184,0
3,2,3,7,7223,0
3,2,3,8,6421,0
3,2,3,9,6965,0
3,2,3,10,6691,0
3,2,3,12,6700,0
3,2,3,13,6957,0
3,2,3,14,8412,0
3,2,3,15,8406,0
3,2,3,16,8409,0
3,2,3,17,8407,0
3,2,3,18,8414,0
3,2,3,19,7215,0
3,2,3,20,6699,0
3,2,3,21,7468,0
3,2,3,23,6701,0
3,2,3,24,7712,0
3,2,3,25,6702,0
3,2,3,26,6959,0
3,2,3,27,8413,0
3,2,3,28,8408,0
3,2,3,29,8411,0
3,2,3,30,8405,0
3,2,3,31,8410,0
3,2,3,32,8404,0
3,2,3,33,6967,0
3,2,3,34,6694,0
3,2,3,35,6966,0
3,2,3,36,6693,0
3,2,3,37,7225,0
3,2,3,38,6422,0
3,2,3,39,8629,0
3,2,3,40,6958,0
3,2,3,41,8627,0
3,2,3,42,8621,0
3,2,3,43,8626,0
3,2,3,44,8624,0
3,2,3,46,7718,0
3,2,3,47,7217,0
3,2,3,48,7719,0
3,2,3,49,7953,0
3,2,3,50,7474,0
3,2,3,51,7715,0
3,2,3,52,7473,0
3,2,3,53,7714,0
3,2,3,54,8625,0
3,2,3,55,8623,0
3,2,3,57,8628,0
3,2,3,58,8622,0
3,2,3,59,8630,0
3,2,3,60,8619,0
3,2,3,61,7221,0
3,2,3,62,7469,0
3,2,3,63,7721,0
3,2,3,64,7470,0
3,2,3,65,7720,0
3,2,3,66,7218,0
3,2,3,67,8838,0
3,2,2,0,6425,0
3,2,2,1,8836,0
3,2,2,2,8830,0
3,2,2,3,8833,0
3,2,2,4,8831,0
3,2,2,5,7475,0
3,2,2,6,6696,0
3,2,2,7,7476,0
3,2,2,8,6695,0
3,2,2,9,7224,0
3,2,2,10,6960,0
3,2,2,12,7723,0
3,2,2,13,6961,0
3,2,2,14,8834,0
3,2,2,15,8829,0
3,2,2,16,8835,0
3,2,2,17,8828,0
3,2,2,18,8837,0
3,2,2,19,8832,0
3,2,2,20,7722,0
3,2,2,21,7220,0
3,2,2,23,7477,0
3,2,2,24,9708,1
3,2,2,25,7478,0
3,2,2,26,9709,1
3,2,2,27,9037,0
3,2,2,28,9710,1
3,2,2,29,9035,0
3,2,2,30,9029,0
3,2,2,31,9034,0
3,2,2,32,9032,0
3,2,2,33,7226,0
3,2,2,34,6427,0
3,2,2,35,7227,0
3,2,2,36,6698,0
3,2,2,37,7479,0
3,2,2,38,6697,0
3,2,2,39,7480,0
3,2,2,40,6962,0
3,2,2,41,9036,0
3,2,2,42,9031,0
3,2,2,43,9033,0
3,2,2,44,9030,0
3,2,2,46,9038,0
3,2,2,47,9027,0
3,2,2,48,7959,0
3,2,2,49,6963,0
3,2,2,50,7958,0
3,2,2,51,7716,0
3,2,2,52,7961,0
3,2,2,53,7717,0
3,2,2,54,7960,0
3,2,2,55,7472,0
3,2,2,57,8190,0
3,2,2,58,7471,0
3,2,2,59,8188,0
3,2,2,60,7219,0
3,2,2,61,8187,0
3,2,2,62,8182,0
3,2,2,63,9175,1
3,2,2,64,9174,1
3,2,2,65,9176,1
3,2,2,66,7952,0
3,2,2,67,7725,0
3,2,1,0,7951,0
3,2,1,1,7724,0
3,2,1,2,8185,0
3,2,1,3,7229,0
3,2,1,4,7955,0
3,2,1,5,7481,0
3,2,1,6,7954,0
3,2,1,7,7482,0
3,2,1,8,9173,1
3,2,1,9,9268,1
3,3,1,10,9014,0
3,3,1,12,7447,0
3,3,1,13,8377,0
3,3,1,14,9358,1
3,3,1,15,9357,1
3,3,1,16,7448,0
3,3,1,17,8154,0
3,3,1,18,7693,0
3,3,1,19,8155,0
3,3,1,20,7692,0
3,3,1,21,9011,0
3,3,1,23,7194,0
3,3,1,24,9012,0
3,3,1,25,7446,0
3,3,1,26,8375,0
3,3,1,27,7445,0
3,3,1,28,8152,0
3,3,1,29,7690,0
3,3,1,30,8153,0
3,3,1,31,7691,0
3,3,1,32,9010,0
3,3,1,33,7192,0
3,3,1,34,9009,0
3,3,1,35,7444,0
3,3,1,36,9013,0
3,3,1,37,7443,0
3,3,1,38,8156,0
3,3,1,39,9449,1
3,3,1,40,8157,0
3,3,1,41,9448,1
3,3,1,42,9447,1
3,3,1,43,7688,0
3,3,1,44,8380,0
3,3,1,46,7689,0
3,3,1,47,9016,0
3,3,1,48,8164,0
3,3,1,49,9015,0
3,3,1,50,7934,0
3,3,1,51,8158,0
3,3,1,52,7935,0
3,3,1,53,8159,0
3,3,1,54,8385,0
3,3,1,55,8382,0
3,3,1,57,8162,0
3,3,1,58,8161,0
3,3,1,59,8163,0
3,3,1,60,8160,0
3,3,1,61,7933,0
3,3,1,62,8383,0
3,3,1,63,7932,0
3,3,1,64,8816,0
3,3,1,65,7931,0
3,3,1,66,8815,0
3,3,1,67,7930,0
3,3,0,0,8607,0
3,3,0,1,9535,1
3,3,0,2,9534,1
3,3,0,3,8165,0
3,3,0,4,8608,0
3,3,0,5,8388,0
3,3,0,6,8392,0
3,3,0,7,9265,1
3,3,0,8,8813,0
3,3,0,9,7936,0
3,3,0,10,8814,0
3,3,0,12,8166,0
3,3,0,13,8606,0
3,3,0,14,8167,0
3,3,0,15,8605,0
3,3,0,16,8390,0
3,3,0,17,8389,0
3,3,0,18,7938,0
3,3,0,19,8811,0
3,3,0,20,7939,0
3,3,0,21,8812,0
3,3,0,23,8169,0
3,3,0,24,8604,0
3,3,0,25,8168,0
3,3,0,26,8603,0
3,3,0,27,9620,1
3,3,0,28,8387,0
3,3,0,29,9619,1
3,3,0,30,9618,1
3,3,0,31,8391,0
3,3,0,32,8810,0
3,3,0,33,7195,0
3,3,0,34,8809,0
3,3,0,35,7694,0
3,3,0,36,8601,0
3,3,0,37,7695,0
3,3,0,38,8602,0
3,3,0,39,7450,0
3,3,0,40,8386,0
3,3,0,41,7449,0
3,3,0,42,8808,0
3,3,0,43,7197,0
3,3,0,44,8807,0
3,3,0,46,7697,0
3,3,0,47,8599,0
3,3,0,48,7696,0
3,3,0,49,8600,0
3,3,0,50,7451,0
3,3,0,51,8384,0
3,3,0,52,7452,0
3,3,0,53,8805,0
3,3,0,54,7200,0
3,3,0,55,8806,0
3,3,0,57,9700,1
3,3,0,58,9699,1
3,3,0,59,7699,0
3,3,0,60,8598,0
3,3,0,61,7698,0
3,3,0,62,8597,0
3,3,0,63,9779,1
3,3,0,64,8381,0
3,3,0,65,9778,1
3,3,0,66,8803,0
3,3,0,67,9777,1
3,3,3,0,8175,0
3,3,3,1,8178,0
3,3,3,2,8173,0
3,3,3,3,8181,0
3,3,3,4,8170,0
3,3,3,5,8176,0
3,3,3,6,6948,0
3,3,3,7,6420,0
3,3,3,8,7207,0
3,3,3,9,6692,0
3,3,3,10,6949,0
3,3,3,12,6956,0
3,3,3,13,6684,0
3,3,3,14,8401,0
3,3,3,15,8396,0
3,3,3,16,8399,0
3,3,3,17,8398,0
3,3,3,18,7216,0
3,3,3,19,8393,0
3,3,3,20,7467,0
3,3,3,21,6683,0
3,3,3,23,7713,0
3,3,3,24,6682,0
3,3,3,25,6954,0
3,3,3,26,6681,0
3,3,3,27,8400,0
3,3,3,28,8394,0
3,3,3,29,8402,0
3,3,3,30,8395,0
3,3,3,31,8403,0
3,3,3,32,8397,0
3,3,3,33,6689,0
3,3,3,34,6946,0
3,3,3,35,6690,0
3,3,3,36,6947,0
3,3,3,37,6419,0
3,3,3,38,7206,0
3,3,3,39,6955,0
3,3,3,40,8610,0
3,3,3,41,8618,0
3,3,3,42,8611,0
3,3,3,43,8616,0
3,3,3,44,8613,0
3,3,3,46,7214,0
3,3,3,47,7707,0
3,3,3,48,7948,0
3,3,3,49,7706,0
3,3,3,50,7710,0
3,3,3,51,7461,0
3,3,3,52,7711,0
3,3,3,53,7462,0
3,3,3,54,8615,0
3,3,3,55,8614,0
3,3,3,57,8617,0
3,3,3,58,8612,0
3,3,3,59,8620,0
3,3,3,60,8609,0
3,3,3,61,7466,0
3,3,3,62,7210,0
3,3,3,63,7465,0
3,3,3,64,7705,0
3,3,3,65,7213,0
3,3,3,66,7704,0
3,3,3,67,6417,0
3,3,2,0,8817,0
3,3,2,1,8825,0
3,3,2,2,8820,0
3,3,2,3,8823,0
3,3,2,4,8822,0
3,3,2,5,6688,0
3,3,2,6,7459,0
3,3,2,7,6687,0
3,3,2,8,7460,0
3,3,2,9,6952,0
3,3,2,10,7208,0
3,3,2,12,6953,0
3,3,2,13,7702,0
3,3,2,14,8826,0
3,3,2,15,8821,0
3,3,2,16,8827,0
3,3,2,17,8819,0
3,3,2,18,8824,0
3,3,2,19,8818,0
3,3,2,20,7212,0
3,3,2,21,7703,0
3,3,2,23,9694,1
3,3,2,24,7458,0
3,3,2,25,9693,1
3,3,2,26,7457,0
3,3,2,27,9692,1
3,3,2,28,9018,0
3,3,2,29,9026,0
3,3,2,30,9019,0
3,3,2,31,9024,0
3,3,2,32,9021,0
3,3,2,33,6414,0
3,3,2,34,7205,0
3,3,2,35,6685,0
3,3,2,36,7203,0
3,3,2,37,6686,0
3,3,2,38,7455,0
3,3,2,39,6951,0
3,3,2,40,7456,0
3,3,2,41,9023,0
3,3,2,42,9020,0
3,3,2,43,9025,0
3,3,2,44,9022,0
3,3,2,46,9028,0
3,3,2,47,9017,0
3,3,2,48,6950,0
3,3,2,49,7943,0
3,3,2,50,7708,0
3,3,2,51,7942,0
3,3,2,52,7709,0
3,3,2,53,7940,0
3,3,2,54,7464,0
3,3,2,55,7941,0
3,3,2,57,7463,0
3,3,2,58,8171,0
3,3,2,59,7211,0
3,3,2,60,8172,0
3,3,2,61,8179,0
3,3,2,62,8174,0
3,3,2,63,9172,1
3,3,2,64,9171,1
3,3,2,65,7949,0
3,3,2,66,9170,1
3,3,2,67,7950,0
3,3,1,0,7701,0
3,3,1,1,8177,0
3,3,1,2,7700,0
3,3,1,3,7947,0
3,3,1,4,7202,0
3,3,1,5,7946,0
3,3,1,6,7454,0
3,3,1,7,9267,1
3,3,1,8,7453,0
3,3,1,9,9266,1
1,3,1,10,7651,0
1,3,1,12,7896,0
1,3,1,13,7890,0
1,3,1,14,7894,0
1,3,1,15,7884,0
1,3,1,16,7895,0
1,3,1,17,7889,0
1,3,1,18,7893,0
1,3,1,19,7880,0
1,3,1,20,7897,0
1,3,1,21,7887,0
1,3,1,23,7891,0
1,3,1,24,7878,0
1,3,1,25,7898,0
1,3,1,26,7877,0
1,3,1,27,8124,0
1,3,1,28,7888,0
1,3,1,29,8123,0
1,3,1,30,7875,0
1,3,1,31,7892,0
1,3,1,32,7886,0
1,3,1,33,8121,0
1,3,1,34,7872,0
1,3,1,35,7660,0
1,3,1,36,7870,0
1,3,1,37,7659,0
1,3,1,38,7885,0
1,3,1,39,8118,0
1,3,1,40,7869,0
1,3,1,41,7657,0
1,3,1,42,7883,0
1,3,1,43,7655,0
1,3,1,44,7867,0
1,3,1,46,7654,0
1,3,1,47,8116,0
1,3,1,48,8120,0
1,3,1,49,8115,0
1,3,1,50,8119,0
1,3,1,51,8108,0
1,3,1,52,7653,0
1,3,1,53,8113,0
1,3,1,54,8117,0
1,3,1,55,8107,0
1,3,1,57,8114,0
1,3,1,58,8110,0
