CoboID,AsadID,AgetID,ChannelID,DetKeyword,PadID
3,2,1,66,pad,7971
3,2,1,67,pad,8631
3,2,0,0,pad,7970
3,2,0,1,pad,9538
3,2,0,2,pad,9537
3,2,0,3,pad,8632
3,2,0,4,pad,8197
3,2,0,5,pad,8416
3,2,0,6,pad,8420
3,2,0,7,pad,8842
3,2,0,8,pad,9269
3,2,0,9,pad,8841
3,2,0,10,pad,7965
3,2,0,12,pad,8633
3,2,0,13,pad,8195
3,2,0,14,pad,8634
3,2,0,15,pad,8194
3,2,0,16,pad,8418
3,2,0,17,pad,8417
3,2,0,18,pad,8843
3,2,0,19,pad,7962
3,2,0,20,pad,8844
3,2,0,21,pad,7963
3,2,0,23,pad,8636
3,2,0,24,pad,8193
3,2,0,25,pad,8635
3,2,0,26,pad,8192
3,2,0,27,pad,8419
3,2,0,28,pad,9536
3,2,0,29,pad,9622
3,2,0,30,pad,9621
3,2,0,31,pad,8845
3,2,0,32,pad,8415
3,2,0,33,pad,8846
3,2,0,34,pad,7235
3,2,0,35,pad,8638
3,2,0,36,pad,7731
3,2,0,37,pad,8637
3,2,0,38,pad,7730
3,2,0,39,pad,8421
3,2,0,40,pad,7485
3,2,0,41,pad,8848
3,2,0,42,pad,7486
3,2,0,43,pad,8847
3,2,0,44,pad,7234
3,2,0,46,pad,8639
3,2,0,47,pad,7729
3,2,0,48,pad,8640
3,2,0,49,pad,7728
3,2,0,50,pad,8424
3,2,0,51,pad,7483
3,2,0,52,pad,8850
3,2,0,53,pad,7484
3,2,0,54,pad,8849
3,2,0,55,pad,7232
3,2,0,57,pad,9703
3,2,0,58,pad,9702
3,2,0,59,pad,8641
3,2,0,60,pad,7726
3,2,0,61,pad,8642
3,2,0,62,pad,7727
3,2,0,63,pad,8426
3,2,0,64,pad,9701
3,2,0,65,pad,8851
3,2,0,66,pad,9780
3,2,0,67,pad,9781
3,2,3,0,pad,8186
3,2,3,1,pad,8189
3,2,3,2,pad,8183
3,2,3,3,pad,8191
3,2,3,4,pad,8180
3,2,3,5,pad,6964
3,2,3,6,pad,8184
3,2,3,7,pad,7223
3,2,3,8,pad,6421
3,2,3,9,pad,6965
3,2,3,10,pad,6691
3,2,3,12,pad,6700
3,2,3,13,pad,6957
3,2,3,14,pad,8412
3,2,3,15,pad,8406
3,2,3,16,pad,8409
3,2,3,17,pad,8407
3,2,3,18,pad,8414
3,2,3,19,pad,7215
3,2,3,20,pad,6699
3,2,3,21,pad,7468
3,2,3,23,pad,6701
3,2,3,24,pad,7712
3,2,3,25,pad,6702
3,2,3,26,pad,6959
3,2,3,27,pad,8413
3,2,3,28,pad,8408
3,2,3,29,pad,8411
3,2,3,30,pad,8405
3,2,3,31,pad,8410
3,2,3,32,pad,8404
3,2,3,33,pad,6967
3,2,3,34,pad,6694
3,2,3,35,pad,6966
3,2,3,36,pad,6693
3,2,3,37,pad,7225
3,2,3,38,pad,6422
3,2,3,39,pad,8629
3,2,3,40,pad,6958
3,2,3,41,pad,8627
3,2,3,42,pad,8621
3,2,3,43,pad,8626
3,2,3,44,pad,8624
3,2,3,46,pad,7718
3,2,3,47,pad,7217
3,2,3,48,pad,7719
3,2,3,49,pad,7953
3,2,3,50,pad,7474
3,2,3,51,pad,7715
3,2,3,52,pad,7473
3,2,3,53,pad,7714
3,2,3,54,pad,8625
3,2,3,55,pad,8623
3,2,3,57,pad,8628
3,2,3,58,pad,8622
3,2,3,59,pad,8630
3,2,3,60,pad,8619
3,2,3,61,pad,7221
3,2,3,62,pad,7469
3,2,3,63,pad,7721
3,2,3,64,pad,7470
3,2,3,65,pad,7720
3,2,3,66,pad,7218
3,2,3,67,pad,8838
3,2,2,0,pad,6425
3,2,2,1,pad,8836
3,2,2,2,pad,8830
3,2,2,3,pad,8833
3,2,2,4,pad,8831
3,2,2,5,pad,7475
3,2,2,6,pad,6696
3,2,2,7,pad,7476
3,2,2,8,pad,6695
3,2,2,9,pad,7224
3,2,2,10,pad,6960
3,2,2,12,pad,7723
3,2,2,13,pad,6961
3,2,2,14,pad,8834
3,2,2,15,pad,8829
3,2,2,16,pad,8835
3,2,2,17,pad,8828
3,2,2,18,pad,8837
3,2,2,19,pad,8832
3,2,2,20,pad,7722
3,2,2,21,pad,7220
3,2,2,23,pad,7477
3,2,2,24,pad,9708
3,2,2,25,pad,7478
3,2,2,26,pad,9709
3,2,2,27,pad,9037
3,2,2,28,pad,9710
3,2,2,29,pad,9035
3,2,2,30,pad,9029
3,2,2,31,pad,9034
3,2,2,32,pad,9032
3,2,2,33,pad,7226
3,2,2,34,pad,6427
3,2,2,35,pad,7227
3,2,2,36,pad,6698
3,2,2,37,pad,7479
3,2,2,38,pad,6697
3,2,2,39,pad,7480
3,2,2,40,pad,6962
3,2,2,41,pad,9036
3,2,2,42,pad,9031
3,2,2,43,pad,9033
3,2,2,44,pad,9030
3,2,2,46,pad,9038
3,2,2,47,pad,9027
3,2,2,48,pad,7959
3,2,2,49,pad,6963
3,2,2,50,pad,7958
3,2,2,51,pad,7716
3,2,2,52,pad,7961
3,2,2,53,pad,7717
3,2,2,54,pad,7960
3,2,2,55,pad,7472
3,2,2,57,pad,8190
3,2,2,58,pad,7471
3,2,2,59,pad,8188
3,2,2,60,pad,7219
3,2,2,61,pad,8187
3,2,2,62,pad,8182
3,2,2,63,pad,9175
3,2,2,64,pad,9174
3,2,2,65,pad,9176
3,2,2,66,pad,7952
3,2,2,67,pad,7725
3,2,1,0,pad,7951
3,2,1,1,pad,7724
3,2,1,2,pad,8185
3,2,1,3,pad,7229
3,2,1,4,pad,7955
3,2,1,5,pad,7481
3,2,1,6,pad,7954
3,2,1,7,pad,7482
3,2,1,8,pad,9173
3,2,1,9,pad,9268
3,3,1,10,pad,9014
3,3,1,12,pad,7447
3,3,1,13,pad,8377
3,3,1,14,pad,9358
3,3,1,15,pad,9357
3,3,1,16,pad,7448
3,3,1,17,pad,8154
3,3,1,18,pad,7693
3,3,1,19,pad,8155
3,3,1,20,pad,7692
3,3,1,21,pad,9011
3,3,1,23,pad,7194
3,3,1,24,pad,9012
3,3,1,25,pad,7446
3,3,1,26,pad,8375
3,3,1,27,pad,7445
3,3,1,28,pad,8152
3,3,1,29,pad,7690
3,3,1,30,pad,8153
3,3,1,31,pad,7691
3,3,1,32,pad,9010
3,3,1,33,pad,7192
3,3,1,34,pad,9009
3,3,1,35,pad,7444
3,3,1,36,pad,9013
3,3,1,37,pad,7443
3,3,1,38,pad,8156
3,3,1,39,pad,9449
3,3,1,40,pad,8157
3,3,1,41,pad,9448
3,3,1,42,pad,9447
3,3,1,43,pad,7688
3,3,1,44,pad,8380
3,3,1,46,pad,7689
3,3,1,47,pad,9016
3,3,1,48,pad,8164
3,3,1,49,pad,9015
3,3,1,50,pad,7934
3,3,1,51,pad,8158
3,3,1,52,pad,7935
3,3,1,53,pad,8159
3,3,1,54,pad,8385
3,3,1,55,pad,8382
3,3,1,57,pad,8162
3,3,1,58,pad,8161
3,3,1,59,pad,8163
3,3,1,60,pad,8160
3,3,1,61,pad,7933
3,3,1,62,pad,8383
3,3,1,63,pad,7932
3,3,1,64,pad,8816
3,3,1,65,pad,7931
3,3,1,66,pad,8815
3,3,1,67,pad,7930
3,3,0,0,pad,8607
3,3,0,1,pad,9535
3,3,0,2,pad,9534
3,3,0,3,pad,8165
3,3,0,4,pad,8608
3,3,0,5,pad,8388
3,3,0,6,pad,8392
3,3,0,7,pad,9265
3,3,0,8,pad,8813
3,3,0,9,pad,7936
3,3,0,10,pad,8814
3,3,0,12,pad,8166
3,3,0,13,pad,8606
3,3,0,14,pad,8167
3,3,0,15,pad,8605
3,3,0,16,pad,8390
3,3,0,17,pad,8389
3,3,0,18,pad,7938
3,3,0,19,pad,8811
3,3,0,20,pad,7939
3,3,0,21,pad,8812
3,3,0,23,pad,8169
3,3,0,24,pad,8604
3,3,0,25,pad,8168
3,3,0,26,pad,8603
3,3,0,27,pad,9620
3,3,0,28,pad,8387
3,3,0,29,pad,9619
3,3,0,30,pad,9618
3,3,0,31,pad,8391
3,3,0,32,pad,8810
3,3,0,33,pad,7195
3,3,0,34,pad,8809
3,3,0,35,pad,7694
3,3,0,36,pad,8601
3,3,0,37,pad,7695
3,3,0,38,pad,8602
3,3,0,39,pad,7450
3,3,0,40,pad,8386
3,3,0,41,pad,7449
3,3,0,42,pad,8808
3,3,0,43,pad,7197
3,3,0,44,pad,8807
3,3,0,46,pad,7697
3,3,0,47,pad,8599
3,3,0,48,pad,7696
3,3,0,49,pad,8600
3,3,0,50,pad,7451
3,3,0,51,pad,8384
3,3,0,52,pad,7452
3,3,0,53,pad,8805
3,3,0,54,pad,7200
3,3,0,55,pad,8806
3,3,0,57,pad,9700
3,3,0,58,pad,9699
3,3,0,59,pad,7699
3,3,0,60,pad,8598
3,3,0,61,pad,7698
3,3,0,62,pad,8597
3,3,0,63,pad,9779
3,3,0,64,pad,8381
3,3,0,65,pad,9778
3,3,0,66,pad,8803
3,3,0,67,pad,9777
3,3,3,0,pad,8175
3,3,3,1,pad,8178
3,3,3,2,pad,8173
3,3,3,3,pad,8181
3,3,3,4,pad,8170
3,3,3,5,pad,8176
3,3,3,6,pad,6948
3,3,3,7,pad,6420
3,3,3,8,pad,7207
3,3,3,9,pad,6692
3,3,3,10,pad,6949
3,3,3,12,pad,6956
3,3,3,13,pad,6684
3,3,3,14,pad,8401
3,3,3,15,pad,8396
3,3,3,16,pad,8399
3,3,3,17,pad,8398
3,3,3,18,pad,7216
3,3,3,19,pad,8393
3,3,3,20,pad,7467
3,3,3,21,pad,6683
3,3,3,23,pad,7713
3,3,3,24,pad,6682
3,3,3,25,pad,6954
3,3,3,26,pad,6681
3,3,3,27,pad,8400
3,3,3,28,pad,8394
3,3,3,29,pad,8402
3,3,3,30,pad,8395
3,3,3,31,pad,8403
3,3,3,32,pad,8397
3,3,3,33,pad,6689
3,3,3,34,pad,6946
3,3,3,35,pad,6690
3,3,3,36,pad,6947
3,3,3,37,pad,6419
3,3,3,38,pad,7206
3,3,3,39,pad,6955
3,3,3,40,pad,8610
3,3,3,41,pad,8618
3,3,3,42,pad,8611
3,3,3,43,pad,8616
3,3,3,44,pad,8613
3,3,3,46,pad,7214
3,3,3,47,pad,7707
3,3,3,48,pad,7948
3,3,3,49,pad,7706
3,3,3,50,pad,7710
3,3,3,51,pad,7461
3,3,3,52,pad,7711
3,3,3,53,pad,7462
3,3,3,54,pad,8615
3,3,3,55,pad,8614
3,3,3,57,pad,8617
3,3,3,58,pad,8612
3,3,3,59,pad,8620
3,3,3,60,pad,8609
3,3,3,61,pad,7466
3,3,3,62,pad,7210
3,3,3,63,pad,7465
3,3,3,64,pad,7705
3,3,3,65,pad,7213
3,3,3,66,pad,7704
3,3,3,67,pad,6417
3,3,2,0,pad,8817
3,3,2,1,pad,8825
3,3,2,2,pad,8820
3,3,2,3,pad,8823
3,3,2,4,pad,8822
3,3,2,5,pad,6688
3,3,2,6,pad,7459
3,3,2,7,pad,6687
3,3,2,8,pad,7460
3,3,2,9,pad,6952
3,3,2,10,pad,7208
3,3,2,12,pad,6953
3,3,2,13,pad,7702
3,3,2,14,pad,8826
3,3,2,15,pad,8821
3,3,2,16,pad,8827
3,3,2,17,pad,8819
3,3,2,18,pad,8824
3,3,2,19,pad,8818
3,3,2,20,pad,7212
3,3,2,21,pad,7703
3,3,2,23,pad,9694
3,3,2,24,pad,7458
3,3,2,25,pad,9693
3,3,2,26,pad,7457
3,3,2,27,pad,9692
3,3,2,28,pad,9018
3,3,2,29,pad,9026
3,3,2,30,pad,9019
3,3,2,31,pad,9024
3,3,2,32,pad,9021
3,3,2,33,pad,6414
3,3,2,34,pad,7205
3,3,2,35,pad,6685
3,3,2,36,pad,7203
3,3,2,37,pad,6686
3,3,2,38,pad,7455
3,3,2,39,pad,6951
3,3,2,40,pad,7456
3,3,2,41,pad,9023
