0.125 0 1.642
0.125 0.5 1.614
0.125 1 1.533
0.125 1.5 1.406
0.125 2 1.245
0.125 2.5 1.064
0.125 3 0.8776
0.125 3.5 0.6978
0.125 4 0.5347
0.125 4.5 0.3948
0.125 5 0.2813
0.125 5.5 0.1941
0.125 6 0.1311
0.125 6.5 0.0885
0.125 7 0.06198
0.125 7.5 0.04727
0.125 8 0.04054
0.125 8.5 0.03869
0.125 9 0.03935
0.125 9.5 0.04088
0.125 10 0.04226
0.375 0 3.866
0.375 0.5 3.803
0.375 1 3.619
0.375 1.5 3.333
0.375 2 2.969
0.375 2.5 2.557
0.375 3 2.129
0.375 3.5 1.713
0.375 4 1.331
0.375 4.5 0.9996
0.375 5 0.7263
0.375 5.5 0.5125
0.375 6 0.3544
0.375 6.5 0.2443
0.375 7 0.1732
0.375 7.5 0.1315
0.375 8 0.1104
0.375 8.5 0.1025
0.375 9 0.102
0.375 9.5 0.1047
0.375 10 0.1077
0.625 0 3.893
0.625 0.5 3.833
0.625 1 3.659
0.625 1.5 3.386
0.625 2 3.036
0.625 2.5 2.639
0.625 3 2.221
0.625 3.5 1.811
0.625 4 1.43
0.625 4.5 1.094
0.625 5 0.8125
0.625 5.5 0.5873
0.625 6 0.4164
0.625 6.5 0.2937
0.625 7 0.2113
0.625 7.5 0.1602
0.625 8 0.132
0.625 8.5 0.1192
0.625 9 0.1157
0.625 9.5 0.1169
0.625 10 0.1195
0.875 0 3.273
0.875 0.5 3.226
0.875 1 3.089
0.875 1.5 2.872
0.875 2 2.593
0.875 2.5 2.274
0.875 3 1.936
0.875 3.5 1.6
0.875 4 1.283
0.875 4.5 0.9999
0.875 5 0.7577
0.875 5.5 0.5601
0.875 6 0.4064
0.875 6.5 0.2929
0.875 7 0.2138
0.875 7.5 0.1624
0.875 8 0.1321
0.875 8.5 0.1165
0.875 9 0.1105
0.875 9.5 0.1098
0.875 10 0.1112
1.125 0 2.617
1.125 0.5 2.582
1.125 1 2.479
1.125 1.5 2.316
1.125 2 2.106
1.125 2.5 1.863
1.125 3 1.603
1.125 3.5 1.342
1.125 4 1.093
1.125 4.5 0.8666
1.125 5 0.6694
1.125 5.5 0.5051
1.125 6 0.3744
1.125 6.5 0.2752
1.125 7 0.2037
1.125 7.5 0.1555
1.125 8 0.1253
1.125 8.5 0.1086
1.125 9 0.1008
1.125 9.5 0.09842
1.125 10 0.09869
1.375 0 2.066
1.375 0.5 2.04
1.375 1 1.965
1.375 1.5 1.845
1.375 2 1.689
1.375 2.5 1.507
1.375 3 1.31
1.375 3.5 1.111
1.375 4 0.9176
1.375 4.5 0.7392
1.375 5 0.5811
1.375 5.5 0.447
1.375 6 0.3377
1.375 6.5 0.2527
1.375 7 0.1897
1.375 7.5 0.1456
1.375 8 0.1169
1.375 8.5 0.09977
1.375 9 0.09091
1.375 9.5 0.08732
1.375 10 0.08659
1.625 0 1.633
1.625 0.5 1.614
1.625 1 1.558
1.625 1.5 1.47
1.625 2 1.354
1.625 2.5 1.218
1.625 3 1.07
1.625 3.5 0.918
1.625 4 0.7686
1.625 4.5 0.6285
1.625 5 0.5023
1.625 5.5 0.393
1.625 6 0.3022
1.625 6.5 0.2299
1.625 7 0.1749
1.625 7.5 0.1352
1.625 8 0.1083
1.625 8.5 0.09146
1.625 9 0.08203
1.625 9.5 0.07758
1.625 10 0.07604
1.875 0 1.298
1.875 0.5 1.284
1.875 1 1.243
1.875 1.5 1.178
1.875 2 1.092
1.875 2.5 0.9903
1.875 3 0.8782
1.875 3.5 0.7615
1.875 4 0.6456
1.875 4.5 0.5352
1.875 5 0.4342
1.875 5.5 0.3451
1.875 6 0.2696
1.875 6.5 0.2082
1.875 7 0.1604
1.875 7.5 0.1249
1.875 8 0.1001
1.875 8.5 0.08393
1.875 9 0.0743
1.875 9.5 0.06928
1.875 10 0.06712
2.125 0 1.041
2.125 0.5 1.031
2.125 1 1.001
2.125 1.5 0.952
2.125 2 0.8876
2.125 2.5 0.8107
2.125 3 0.7253
2.125 3.5 0.6354
2.125 4 0.5449
2.125 4.5 0.4575
2.125 5 0.3761
2.125 5.5 0.3033
2.125 6 0.2404
2.125 6.5 0.1882
2.125 7 0.1467
2.125 7.5 0.1152
2.125 8 0.09249
2.125 8.5 0.07716
2.125 9 0.0676
2.125 9.5 0.06224
2.125 10 0.05963
2.375 0 0.8433
2.375 0.5 0.8356
2.375 1 0.813
2.375 1.5 0.7764
2.375 2 0.7277
2.375 2.5 0.6692
2.375 3 0.6035
2.375 3.5 0.5336
2.375 4 0.4624
2.375 4.5 0.3926
2.375 5 0.3268
2.375 5.5 0.267
2.375 6 0.2144
2.375 6.5 0.17
2.375 7 0.134
2.375 7.5 0.1061
2.375 8 0.08543
2.375 8.5 0.07107
2.375 9 0.06177
2.375 9.5 0.05625
2.375 10 0.05333
2.625 0 0.6902
2.625 0.5 0.6844
2.625 1 0.6672
2.625 1.5 0.6394
2.625 2 0.6021
2.625 2.5 0.5571
2.625 3 0.506
2.625 3.5 0.4511
2.625 4 0.3946
2.625 4.5 0.3385
2.625 5 0.2849
2.625 5.5 0.2354
2.625 6 0.1914
2.625 6.5 0.1535
2.625 7 0.1223
2.625 7.5 0.09756
2.625 8 0.0789
2.625 8.5 0.06557
2.625 9 0.05665
2.625 9.5 0.05111
2.625 10 0.04799
2.875 0 0.5708
2.875 0.5 0.5664
2.875 1 0.5532
2.875 1.5 0.5317
2.875 2 0.5028
2.875 2.5 0.4677
2.875 3 0.4275
2.875 3.5 0.384
2.875 4 0.3386
2.875 4.5 0.2932
2.875 5 0.2492
2.875 5.5 0.2081
2.875 6 0.171
2.875 6.5 0.1386
2.875 7 0.1115
2.875 7.5 0.08967
2.875 8 0.07287
2.875 8.5 0.06058
2.875 9 0.05211
2.875 9.5 0.04666
2.875 10 0.04342
3.125 0 0.4771
3.125 0.5 0.4736
3.125 1 0.4633
3.125 1.5 0.4465
3.125 2 0.4238
3.125 2.5 0.3959
3.125 3 0.3639
3.125 3.5 0.3289
3.125 4 0.2922
3.125 4.5 0.255
3.125 5 0.2187
3.125 5.5 0.1843
3.125 6 0.1529
3.125 6.5 0.1252
3.125 7 0.1016
3.125 7.5 0.08237
3.125 8 0.06728
3.125 8.5 0.05602
3.125 9 0.04806
3.125 9.5 0.04277
3.125 10 0.03949
3.375 0 0.4029
3.375 0.5 0.4002
3.375 1 0.392
3.375 1.5 0.3785
3.375 2 0.3603
3.375 2.5 0.3379
3.375 3 0.3121
3.375 3.5 0.2836
3.375 4 0.2535
3.375 4.5 0.2228
3.375 5 0.1925
3.375 5.5 0.1636
3.375 6 0.1369
3.375 6.5 0.1131
3.375 7 0.09263
3.375 7.5 0.07564
3.375 8 0.06212
3.375 8.5 0.05184
3.375 9 0.04441
3.375 9.5 0.03933
3.375 10 0.03607
3.625 0 0.3437
3.625 0.5 0.3415
3.625 1 0.3348
3.625 1.5 0.3239
3.625 2 0.3091
3.625 2.5 0.2907
3.625 3 0.2695
3.625 3.5 0.246
3.625 4 0.221
3.625 4.5 0.1954
3.625 5 0.17
3.625 5.5 0.1455
3.625 6 0.1228
3.625 6.5 0.1023
3.625 7 0.08442
3.625 7.5 0.06945
3.625 8 0.05736
3.625 8.5 0.04801
3.625 9 0.04111
3.625 9.5 0.03627
3.625 10 0.03307
3.875 0 0.2961
3.875 0.5 0.2942
3.875 1 0.2887
3.875 1.5 0.2796
3.875 2 0.2673
3.875 2.5 0.252
3.875 3 0.2342
3.875 3.5 0.2146
3.875 4 0.1936
3.875 4.5 0.1721
3.875 5 0.1505
3.875 5.5 0.1297
3.875 6 0.1102
3.875 6.5 0.09252
3.875 7 0.07696
3.875 7.5 0.06375
3.875 8 0.05296
3.875 8.5 0.04447
3.875 9 0.0381
3.875 9.5 0.03354
3.875 10 0.03043
4.125 0 0.2574
4.125 0.5 0.2558
4.125 1 0.2511
4.125 1.5 0.2434
4.125 2 0.2329
4.125 2.5 0.22
4.125 3 0.2049
4.125 3.5 0.1883
4.125 4 0.1705
4.125 4.5 0.1521
4.125 5 0.1337
4.125 5.5 0.1159
4.125 6 0.09911
4.125 6.5 0.08377
4.125 7 0.07018
4.125 7.5 0.05853
4.125 8 0.04889
4.125 8.5 0.04122
4.125 9 0.03535
4.125 9.5 0.03107
4.125 10 0.02808
4.375 0 0.2256
4.375 0.5 0.2243
4.375 1 0.2202
4.375 1.5 0.2135
4.375 2 0.2045
4.375 2.5 0.1933
4.375 3 0.1804
4.375 3.5 0.166
4.375 4 0.1507
4.375 4.5 0.135
4.375 5 0.1192
4.375 5.5 0.1038
4.375 6 0.08926
4.375 6.5 0.07592
4.375 7 0.06402
4.375 7.5 0.05374
4.375 8 0.04515
4.375 8.5 0.03822
4.375 9 0.03284
4.375 9.5 0.02883
4.375 10 0.02597
4.625 0 0.1994
4.625 0.5 0.1982
4.625 1 0.1946
4.625 1.5 0.1887
4.625 2 0.1807
4.625 2.5 0.171
4.625 3 0.1596
4.625 3.5 0.1471
4.625 4 0.1339
4.625 4.5 0.1202
4.625 5 0.1065
4.625 5.5 0.09313
4.625 6 0.08051
4.625 6.5 0.06887
4.625 7 0.05845
4.625 7.5 0.04937
4.625 8 0.04171
4.625 8.5 0.03545
4.625 9 0.03053
4.625 9.5 0.0268
4.625 10 0.02408
4.875 0 0.1775
4.875 0.5 0.1764
4.875 1 0.1731
4.875 1.5 0.1679
4.875 2 0.1608
4.875 2.5 0.1521
4.875 3 0.142
4.875 3.5 0.131
4.875 4 0.1193
4.875 4.5 0.1074
4.875 5 0.0954
4.875 5.5 0.08376
4.875 6 0.07274
4.875 6.5 0.06256
4.875 7 0.0534
4.875 7.5 0.04537
4.875 8 0.03854
4.875 8.5 0.0329
4.875 9 0.0284
4.875 9.5 0.02494
4.875 10 0.02237
5.125 0 0.159
5.125 0.5 0.158
5.125 1 0.1551
5.125 1.5 0.1503
5.125 2 0.1439
5.125 2.5 0.136
5.125 3 0.127
5.125 3.5 0.1172
5.125 4 0.1068
5.125 4.5 0.09624
5.125 5 0.08572
5.125 5.5 0.07551
5.125 6 0.06584
5.125 6.5 0.0569
5.125 7 0.04883
5.125 7.5 0.04172
5.125 8 0.03562
5.125 8.5 0.03054
5.125 9 0.02644
5.125 9.5 0.02323
5.125 10 0.02081
5.375 0 0.1433
5.375 0.5 0.1424
5.375 1 0.1397
5.375 1.5 0.1353
5.375 2 0.1294
5.375 2.5 0.1222
5.375 3 0.1141
5.375 3.5 0.1052
5.375 4 0.09597
5.375 4.5 0.08655
5.375 5 0.07723
5.375 5.5 0.06822
5.375 6 0.0597
5.375 6.5 0.05182
5.375 7 0.0447
5.375 7.5 0.03839
5.375 8 0.03295
5.375 8.5 0.02837
5.375 9 0.02463
5.375 9.5 0.02167
5.375 10 0.0194
5.625 0 0.1299
5.625 0.5 0.129
