 Event ID : 39000
49.0823 164.393 -180.416 21 25.3
-4.90825 -5.70141 -141.44 35 102.1
-9.81648 -5.70141 -113.6 45 76.3
-5.72205e-06 -99.2159 -74.624 59 246.2
-5.72205e-06 -96.3143 -74.624 59 390
14.7247 107.717 -74.624 59 452.65
53.9906 87.813 -74.624 59 149.1
-2.45412 -94.9652 -71.84 60 171.75
14.7247 104.816 -71.84 60 69.95
17.1788 109.066 -71.84 60 443.3
56.4447 86.4639 -66.272 62 705.5
-2.45412 -100.565 -66.272 62 239.6
19.6329 107.717 -63.488 63 497.35
-4.90824 -96.3143 -60.704 64 573.35
56.4447 83.5624 -55.136 66 712.6
-4.90824 -99.2159 -55.136 66 1399.55
19.6329 104.816 -52.352 67 904.95
58.8988 82.2132 -41.216 71 742.55
-7.36236 -94.9652 -38.432 72 119.3
61.3529 83.5624 -35.648 73 251.6
-7.36236 -100.565 -35.648 73 815.35
22.0871 103.467 -35.648 73 603.4
22.0871 100.565 -32.864 74 99.8
24.5412 104.816 -32.864 74 606.2
-9.81647 -96.3143 -30.08 75 368.4
58.8988 79.3117 -30.08 75 205.4
63.8071 82.2132 -27.296 76 89.35
-9.81647 -99.2159 -27.296 76 1612.25
24.5412 99.2159 -21.728 78 90.1
26.9953 103.467 -18.944 79 493.95
-12.2706 -94.9652 -16.16 80 105.45
-12.2706 -100.565 -13.376 81 901.2
63.8071 79.3117 -13.376 81 429.3
61.3529 77.9626 -10.592 82 358.85
26.9953 100.565 -10.592 82 390.65
61.3529 75.0611 -2.24 85 145.5
29.4494 104.816 -2.24 85 70.1
-171.788 2.86764 -2.24 85 23.1
31.9035 103.467 0.544 86 83.75
-186.513 28.3716 0.544 86 24.05
66.2612 77.9626 3.328 87 214.3
29.4494 99.2159 3.328 87 763.15
29.4494 96.3143 6.112 88 148.65
-14.7247 -99.2159 6.112 88 843.85
31.9035 100.565 6.112 88 510.55
-14.7247 -96.3143 8.896 89 305.5
63.8071 73.7119 11.68 90 296
66.2612 75.0611 11.68 90 579.8
-36.8118 -24.0532 17.248 92 221.95
-17.1788 -103.467 20.032 93 65.2
-17.1788 -100.565 20.032 93 514.6
-34.3577 -19.8025 20.032 93 618
-34.3577 -22.704 20.032 93 1271.35
