 Event ID : 4264760
49.0823 164.393 -169.28 25 35.75
-2.45413 43.9573 14.464 91 386.4
-22.0871 -35.456 14.464 91 277.55
-22.0871 -32.5545 14.464 91 170.45
-4.90825 45.3065 14.464 91 71.65
-2.45413 41.0558 17.248 92 931.7
-19.6329 -31.2053 17.248 92 105.8
-14.7247 14.2027 17.248 92 3716.85
-17.1788 -32.5545 20.032 93 350.85
-4.90825 39.7067 20.032 93 84.5
-1.14441e-05 39.7067 22.816 94 231.7
-14.7247 -31.2053 25.6 95 226.6
-14.7247 11.3012 25.6 95 1084.1
-1.14441e-05 36.8052 25.6 95 473.3
-2.45413 35.456 25.6 95 587.35
-12.2706 -32.5545 28.384 96 229.5
-2.45413 32.5545 31.168 97 383
-9.81648 -31.2053 31.168 97 399.65
-7.36237 -32.5545 33.952 98 115.2
-1.33514e-05 31.2053 33.952 98 573.45
-1.33514e-05 28.3038 36.736 99 503.05
-4.90825 -31.2053 36.736 99 174.8
-4.90825 -28.3038 36.736 99 117.2
-2.45413 26.9547 39.52 100 299.75
-12.2706 9.95207 39.52 100 2474.15
-56.4447 24.0532 42.304 101 2088.1
-1.33514e-05 -31.2053 42.304 101 156.2
-1.33514e-05 -28.3038 45.088 102 338.8
-22.0871 15.5519 45.088 102 76.3
-36.8118 24.0532 45.088 102 263.2
-19.6329 14.2027 45.088 102 114.2
-2.45413 24.0532 45.088 102 480.45
-4.90825 22.704 47.872 103 81.15
-1.33514e-05 22.704 47.872 103 374.1
-49.0824 28.3038 47.872 103 56.45
4.90825 -31.2053 47.872 103 167.55
2.45413 -32.5545 47.872 103 52.5
2.4541 -26.9547 47.872 103 212.15
-7.36236 7.05056 47.872 103 652.05
-4.90825 2.7999 47.872 103 1418.9
-56.4447 26.9547 47.872 103 430.35
-53.9906 22.704 47.872 103 871.6
-9.81648 5.70141 47.872 103 334.45
-1.33514e-05 19.8025 47.872 103 142.65
-26.9953 18.4534 50.656 104 408.5
-4.90825 19.8025 50.656 104 192.65
-39.2659 22.704 50.656 104 98.1
4.90825 -28.3038 50.656 104 413.5
-29.4494 19.8025 50.656 104 167.25
-17.1788 7.05056 53.44 105 109.05
-12.2706 15.5519 53.44 105 3482.05
-2.45413 18.4534 53.44 105 601.95
7.36237 -26.9547 53.44 105 156.85
-2.45413 15.5519 56.224 106 395.55
9.81648 -31.2053 59.008 107 98.25
9.81648 -28.3038 59.008 107 241.65
12.2706 -26.9547 61.792 108 132.2
14.7247 -31.2053 61.792 108 80.95
14.7247 -28.3038 64.576 109 201.9
17.1788 -26.9547 67.36 110 91.6
-9.81648 14.2027 67.36 110 3182.7
19.6329 -31.2053 70.144 111 141.3
24.5412 -28.3038 75.712 113 118.65
29.4494 -28.3038 81.28 115 123
29.4494 -31.2053 81.28 115 270.35
-53.9906 19.8025 81.28 115 254.2
-19.6329 22.704 84.064 116 607.7
-2.45413 1.45075 84.064 116 680.65
-56.4447 18.4534 84.064 116 217.75
31.9035 -32.5545 84.064 116 240.65
34.3577 -31.2053 86.848 117 193.15
36.8118 -32.5545 89.632 118 211.85
39.2659 -31.2053 92.416 119 111.85
-58.8988 19.8025 95.2 120 115.85
-22.0871 1.45075 97.984 121 166
-22.0871 -1.45075 100.768 122 396.35
-24.5412 -2.7999 103.552 123 449.8
-17.1788 15.5519 106.336 124 356.3
-26.9953 1.45075 106.336 124 106.05
-24.5412 -5.70141 106.336 124 80.95
-26.9953 -1.45075 106.336 124 479.65
-12.2706 18.4534 106.336 124 131.05
-58.8988 31.2053 109.12 125 1014.05
-56.4447 32.5545 109.12 125 87.15
-9.81648 11.3012 111.904 126 685.6
-29.4494 -5.70141 111.904 126 111.25
-61.353 24.0532 111.904 126 353.7
-4.90825 5.70141 111.904 126 949.75
-29.4494 -2.7999 111.904 126 500.15
-31.9035 -1.45075 114.688 127 410.05
-34.3577 -5.70141 117.472 128 116.1
-34.3577 -2.7999 117.472 128 439.95
-58.8988 28.3038 120.256 129 95.45
-36.8118 -1.45075 120.256 129 367.65
-39.2659 -2.7999 123.04 130 385.35
-39.2659 -5.70141 125.824 131 102.95
-12.2706 7.05056 125.824 131 96.6
-41.72 -1.45075 128.608 132 347.8
-44.1741 -2.7999 131.392 133 202.95
-41.72 1.45075 131.392 133 171.5
-49.0824 -2.7999 134.176 134 82.7
-44.1741 2.7999 134.176 134 113.45
-46.6282 -1.45075 134.176 134 249.35
-46.6282 1.45075 136.96 135 384.2
-7.36237 15.5519 136.96 135 1522.45
-49.0824 2.7999 139.744 136 313.1
-51.5365 1.45075 142.528 137 323.9
-51.5365 7.05056 148.096 139 119.4
-53.9906 2.7999 148.096 139 241.9
-56.4447 1.45075 148.096 139 68.95
-53.9906 5.70141 150.88 140 315.2
-56.4447 7.05056 153.664 141 419.35
-58.8988 5.70141 153.664 141 233.2
-7.36237 18.4534 156.448 142 118.7
-56.4447 9.95207 156.448 142 196.85
-58.8988 11.3012 159.232 143 254
-85.8941 120.469 159.232 143 59.45
-61.353 7.05056 159.232 143 112.75
